location_id;node_id;municipality_code
2119528;facility:2119528;315120
2120402;facility:2120402;313470
2120410;facility:2120410;313580
2120542;facility:2120542;313760
2121409;facility:2121409;311110
2121514;facility:2121514;311180
2121808;facility:2121808;315980
2122618;facility:2122618;315410
2122650;facility:2122650;313840
2122677;facility:2122677;310150
2122936;facility:2122936;314670
2122987;facility:2122987;313800
2123061;facility:2123061;310590
2123231;facility:2123231;316530
2123436;facility:2123436;315270
2123711;facility:2123711;316500
2124289;facility:2124289;310900
2126494;facility:2126494;310670
2126508;facility:2126508;310670
2126559;facility:2126559;312595
2126796;facility:2126796;310020
2127091;facility:2127091;310990
2127687;facility:2127687;313240
2127695;facility:2127695;314730
2127725;facility:2127725;311050
2127733;facility:2127733;311030
2127768;facility:2127768;311360
2127881;facility:2127881;312510
2127911;facility:2127911;314600
2127938;facility:2127938;314910
2127946;facility:2127946;310890
2127989;facility:2127989;315250
2127997;facility:2127997;312450
2128004;facility:2128004;313150
2128012;facility:2128012;311060
2128020;facility:2128020;310910
2129469;facility:2129469;315180
2129566;facility:2129566;315180
2132877;facility:2132877;313720
2134071;facility:2134071;311750
2134268;facility:2134268;314180
2134276;facility:2134276;310340
2134292;facility:2134292;310650
2134306;facility:2134306;317160
