municipality_code;uf;health_region_code;health_region_id;establishment_rows;selected_region_rows;distinct_region_codes;region_conflict;source
110001;RO;;;37;0;;False;CNES_ST_REGSAUDE_MODE
110002;RO;0004;RO-0004;140;2;0004;False;CNES_ST_REGSAUDE_MODE
110003;RO;;;11;0;;False;CNES_ST_REGSAUDE_MODE
110004;RO;;;379;0;;False;CNES_ST_REGSAUDE_MODE
110005;RO;;;25;0;;False;CNES_ST_REGSAUDE_MODE
110006;RO;;;21;0;;False;CNES_ST_REGSAUDE_MODE
110007;RO;;;13;0;;False;CNES_ST_REGSAUDE_MODE
110008;RO;;;9;0;;False;CNES_ST_REGSAUDE_MODE
110009;RO;;;46;0;;False;CNES_ST_REGSAUDE_MODE
110010;RO;;;45;0;;False;CNES_ST_REGSAUDE_MODE
110011;RO;;;140;0;;False;CNES_ST_REGSAUDE_MODE
110012;RO;;;456;0;;False;CNES_ST_REGSAUDE_MODE
110013;RO;;;31;0;;False;CNES_ST_REGSAUDE_MODE
110014;RO;;;24;0;;False;CNES_ST_REGSAUDE_MODE
110015;RO;;;84;0;;False;CNES_ST_REGSAUDE_MODE
110018;RO;0217;RO-0217;127;1;0217;False;CNES_ST_REGSAUDE_MODE
110020;RO;;;964;0;;False;CNES_ST_REGSAUDE_MODE
110025;RO;;;34;0;;False;CNES_ST_REGSAUDE_MODE
110026;RO;;;5;0;;False;CNES_ST_REGSAUDE_MODE
110028;RO;;;135;0;;False;CNES_ST_REGSAUDE_MODE
110029;RO;;;12;0;;False;CNES_ST_REGSAUDE_MODE
110030;RO;;;333;0;;False;CNES_ST_REGSAUDE_MODE
110032;RO;;;37;0;;False;CNES_ST_REGSAUDE_MODE
110033;RO;;;17;0;;False;CNES_ST_REGSAUDE_MODE
110034;RO;;;26;0;;False;CNES_ST_REGSAUDE_MODE
110037;RO;0005;RO-0005;23;1;0005;False;CNES_ST_REGSAUDE_MODE
110040;RO;0004;RO-0004;20;2;0004;False;CNES_ST_REGSAUDE_MODE
110045;RO;;;36;0;;False;CNES_ST_REGSAUDE_MODE
110050;RO;;;7;0;;False;CNES_ST_REGSAUDE_MODE
110060;RO;;;7;0;;False;CNES_ST_REGSAUDE_MODE
110070;RO;;;15;0;;False;CNES_ST_REGSAUDE_MODE
110080;RO;;;15;0;;False;CNES_ST_REGSAUDE_MODE
110090;RO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
110092;RO;;;22;0;;False;CNES_ST_REGSAUDE_MODE
110094;RO;;;10;0;;False;CNES_ST_REGSAUDE_MODE
110100;RO;;;12;0;;False;CNES_ST_REGSAUDE_MODE
110110;RO;;;10;0;;False;CNES_ST_REGSAUDE_MODE
110120;RO;;;13;0;;False;CNES_ST_REGSAUDE_MODE
110130;RO;;;12;0;;False;CNES_ST_REGSAUDE_MODE
110140;RO;;;15;0;;False;CNES_ST_REGSAUDE_MODE
110143;RO;;;8;0;;False;CNES_ST_REGSAUDE_MODE
110145;RO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
110146;RO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
110147;RO;;;5;0;;False;CNES_ST_REGSAUDE_MODE
110148;RO;;;7;0;;False;CNES_ST_REGSAUDE_MODE
110149;RO;;;19;0;;False;CNES_ST_REGSAUDE_MODE
110150;RO;;;12;0;;False;CNES_ST_REGSAUDE_MODE
110155;RO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
110160;RO;;;10;0;;False;CNES_ST_REGSAUDE_MODE
110170;RO;;;12;0;;False;CNES_ST_REGSAUDE_MODE
110175;RO;;;11;0;;False;CNES_ST_REGSAUDE_MODE
110180;RO;;;8;0;;False;CNES_ST_REGSAUDE_MODE
120001;AC;0001;AC-0001;16;2;0001;False;CNES_ST_REGSAUDE_MODE
120005;AC;0002;AC-0002;12;7;0002;False;CNES_ST_REGSAUDE_MODE
120010;AC;0002;AC-0002;23;3;0002|0003;True;CNES_ST_REGSAUDE_MODE
120013;AC;0001;AC-0001;10;2;0001;False;CNES_ST_REGSAUDE_MODE
120017;AC;0001;AC-0001;11;1;0001;False;CNES_ST_REGSAUDE_MODE
120020;AC;0002;AC-0002;111;17;0002|0003;True;CNES_ST_REGSAUDE_MODE
120025;AC;0002;AC-0002;13;7;0002;False;CNES_ST_REGSAUDE_MODE
120030;AC;0002;AC-0002;17;5;0002|0003;True;CNES_ST_REGSAUDE_MODE
120032;AC;0001;AC-0001;10;3;0001;False;CNES_ST_REGSAUDE_MODE
120033;AC;0002;AC-0002;21;4;0002|0003|0004;True;CNES_ST_REGSAUDE_MODE
120034;AC;0001;AC-0001;10;2;0001;False;CNES_ST_REGSAUDE_MODE
120035;AC;0003;AC-0003;13;9;0003;False;CNES_ST_REGSAUDE_MODE
120038;AC;0001;AC-0001;18;4;0001;False;CNES_ST_REGSAUDE_MODE
120039;AC;;;12;0;;False;CNES_ST_REGSAUDE_MODE
120040;AC;0001;AC-0001;572;127;0001|0003|0006|6990;True;CNES_ST_REGSAUDE_MODE
120042;AC;;;18;0;;False;CNES_ST_REGSAUDE_MODE
120043;AC;0001;AC-0001;9;1;0001;False;CNES_ST_REGSAUDE_MODE
120045;AC;0001;AC-0001;20;3;0001;False;CNES_ST_REGSAUDE_MODE
120050;AC;0001;AC-0001;38;1;0001;False;CNES_ST_REGSAUDE_MODE
120060;AC;0003;AC-0003;26;7;0003;False;CNES_ST_REGSAUDE_MODE
120070;AC;0002;AC-0002;16;2;0002;False;CNES_ST_REGSAUDE_MODE
120080;AC;;;12;0;;False;CNES_ST_REGSAUDE_MODE
130002;AM;0002;AM-0002;14;5;0002|0009;True;CNES_ST_REGSAUDE_MODE
130006;AM;0001;AM-0001;14;2;0001|0009;True;CNES_ST_REGSAUDE_MODE
130008;AM;0002;AM-0002;17;1;0002;False;CNES_ST_REGSAUDE_MODE
130010;AM;0007;AM-0007;7;3;0002|0007;True;CNES_ST_REGSAUDE_MODE
130014;AM;0003;AM-0003;13;5;0003|0005;True;CNES_ST_REGSAUDE_MODE
130020;AM;0009;AM-0009;18;1;0009|0010;True;CNES_ST_REGSAUDE_MODE
130030;AM;0007;AM-0007;24;11;0007;False;CNES_ST_REGSAUDE_MODE
130040;AM;0005;AM-0005;28;5;0002|0005;True;CNES_ST_REGSAUDE_MODE
130050;AM;0009;AM-0009;20;8;0009;False;CNES_ST_REGSAUDE_MODE
130060;AM;0010;AM-0010;24;6;0010;False;CNES_ST_REGSAUDE_MODE
130063;AM;0007;AM-0007;7;1;0007;False;CNES_ST_REGSAUDE_MODE
130068;AM;0009;AM-0009;9;3;0005|0009;True;CNES_ST_REGSAUDE_MODE
130070;AM;0003;AM-0003;16;1;0003;False;CNES_ST_REGSAUDE_MODE
130080;AM;0005;AM-0005;17;9;0005|0010;True;CNES_ST_REGSAUDE_MODE
130083;AM;0007;AM-0007;9;6;0002|0007;True;CNES_ST_REGSAUDE_MODE
130090;AM;0006;AM-0006;4;3;0006;False;CNES_ST_REGSAUDE_MODE
130100;AM;0004;AM-0004;18;12;0004|0007|0008;True;CNES_ST_REGSAUDE_MODE
130110;AM;0007;AM-0007;21;5;0001|0007;True;CNES_ST_REGSAUDE_MODE
130115;AM;0007;AM-0007;20;5;0001|0007;True;CNES_ST_REGSAUDE_MODE
130120;AM;0001;AM-0001;32;1;0001|0007|0013;True;CNES_ST_REGSAUDE_MODE
130130;AM;0007;AM-0007;13;9;0002|0007|0010;True;CNES_ST_REGSAUDE_MODE
130140;AM;0004;AM-0004;16;9;0004|0007;True;CNES_ST_REGSAUDE_MODE
130150;AM;0004;AM-0004;7;1;0004|0007;True;CNES_ST_REGSAUDE_MODE
130160;AM;0002;AM-0002;10;1;0002;False;CNES_ST_REGSAUDE_MODE
130165;AM;0007;AM-0007;12;2;0004|0007;True;CNES_ST_REGSAUDE_MODE
130170;AM;0005;AM-0005;43;5;0005;False;CNES_ST_REGSAUDE_MODE
130180;AM;0004;AM-0004;12;10;0004|0007;True;CNES_ST_REGSAUDE_MODE
130185;AM;0001;AM-0001;31;4;0001|0007;True;CNES_ST_REGSAUDE_MODE
130190;AM;0008;AM-0008;43;9;0008;False;CNES_ST_REGSAUDE_MODE
130195;AM;0007;AM-0007;8;1;0007;False;CNES_ST_REGSAUDE_MODE
130200;AM;0008;AM-0008;9;1;0008;False;CNES_ST_REGSAUDE_MODE
130210;AM;0008;AM-0008;8;2;0008;False;CNES_ST_REGSAUDE_MODE
130220;AM;0008;AM-0008;6;1;0008;False;CNES_ST_REGSAUDE_MODE
130230;AM;0009;AM-0009;13;10;0009;False;CNES_ST_REGSAUDE_MODE
130240;AM;0003;AM-0003;28;5;0003|0006;True;CNES_ST_REGSAUDE_MODE
130250;AM;0007;AM-0007;40;30;0007;False;CNES_ST_REGSAUDE_MODE
130255;AM;0001;AM-0001;11;1;0001;False;CNES_ST_REGSAUDE_MODE
130260;AM;0001;AM-0001;1412;1183;0000|0001|0010;True;CNES_ST_REGSAUDE_MODE
130270;AM;0005;AM-0005;22;5;0003|0005;True;CNES_ST_REGSAUDE_MODE
130280;AM;0008;AM-0008;12;1;0008;False;CNES_ST_REGSAUDE_MODE
130290;AM;0008;AM-0008;36;16;0008;False;CNES_ST_REGSAUDE_MODE
130300;AM;0009;AM-0009;16;4;0004|0005|0009;True;CNES_ST_REGSAUDE_MODE
130310;AM;0001;AM-0001;27;5;0001|0008;True;CNES_ST_REGSAUDE_MODE
130320;AM;0002;AM-0002;7;1;0002;False;CNES_ST_REGSAUDE_MODE
130330;AM;0005;AM-0005;12;1;0005;False;CNES_ST_REGSAUDE_MODE
130340;AM;0005;AM-0005;58;1;0005;False;CNES_ST_REGSAUDE_MODE
130350;AM;0003;AM-0003;10;2;0003|0005;True;CNES_ST_REGSAUDE_MODE
130353;AM;0008;AM-0008;40;18;0008|0009;True;CNES_ST_REGSAUDE_MODE
130356;AM;0007;AM-0007;28;6;0001|0007;True;CNES_ST_REGSAUDE_MODE
130360;AM;0006;AM-0006;29;4;0001|0006;True;CNES_ST_REGSAUDE_MODE
130370;AM;0001;AM-0001;20;2;0001;False;CNES_ST_REGSAUDE_MODE
130380;AM;;;51;0;;False;CNES_ST_REGSAUDE_MODE
130390;AM;0009;AM-0009;20;3;0009;False;CNES_ST_REGSAUDE_MODE
130395;AM;0009;AM-0009;8;4;0004|0009;True;CNES_ST_REGSAUDE_MODE
130400;AM;0004;AM-0004;12;1;0004;False;CNES_ST_REGSAUDE_MODE
130406;AM;0001;AM-0001;35;11;0001|0009;True;CNES_ST_REGSAUDE_MODE
130410;AM;0003;AM-0003;17;11;0001|0002|0003|0006;True;CNES_ST_REGSAUDE_MODE
130420;AM;0002;AM-0002;43;10;0002|0010;True;CNES_ST_REGSAUDE_MODE
130423;AM;0001;AM-0001;12;7;0001|0009;True;CNES_ST_REGSAUDE_MODE
130426;AM;0002;AM-0002;6;4;0002|0008;True;CNES_ST_REGSAUDE_MODE
130430;AM;0010;AM-0010;10;6;0004|0009|0010;True;CNES_ST_REGSAUDE_MODE
130440;AM;0004;AM-0004;13;1;0004|0008;True;CNES_ST_REGSAUDE_MODE
140002;RR;;;40;0;;False;CNES_ST_REGSAUDE_MODE
140005;RR;;;47;0;;False;CNES_ST_REGSAUDE_MODE
140010;RR;0001;RR-0001;375;1;0001;False;CNES_ST_REGSAUDE_MODE
140015;RR;;;37;0;;False;CNES_ST_REGSAUDE_MODE
140017;RR;;;25;0;;False;CNES_ST_REGSAUDE_MODE
140020;RR;;;23;0;;False;CNES_ST_REGSAUDE_MODE
140023;RR;;;10;0;;False;CNES_ST_REGSAUDE_MODE
140028;RR;;;11;0;;False;CNES_ST_REGSAUDE_MODE
140030;RR;;;24;0;;False;CNES_ST_REGSAUDE_MODE
140040;RR;;;20;0;;False;CNES_ST_REGSAUDE_MODE
140045;RR;;;21;0;;False;CNES_ST_REGSAUDE_MODE
140047;RR;;;32;0;;False;CNES_ST_REGSAUDE_MODE
140050;RR;;;12;0;;False;CNES_ST_REGSAUDE_MODE
140060;RR;;;14;0;;False;CNES_ST_REGSAUDE_MODE
140070;RR;;;83;0;;False;CNES_ST_REGSAUDE_MODE
150010;PA;0006;PA-0006;103;87;0006;False;CNES_ST_REGSAUDE_MODE
150013;PA;0011;PA-0011;7;7;0011;False;CNES_ST_REGSAUDE_MODE
150020;PA;0002;PA-0002;28;16;0002|0007;True;CNES_ST_REGSAUDE_MODE
150030;PA;0007;PA-0007;18;15;0007;False;CNES_ST_REGSAUDE_MODE
150034;PA;0012;PA-0012;22;9;0012;False;CNES_ST_REGSAUDE_MODE
150040;PA;0009;PA-0009;19;14;0009;False;CNES_ST_REGSAUDE_MODE
150050;PA;0009;PA-0009;22;12;0009;False;CNES_ST_REGSAUDE_MODE
150060;PA;0010;PA-0010;113;70;0010;False;CNES_ST_REGSAUDE_MODE
150070;PA;0008;PA-0008;11;10;0008;False;CNES_ST_REGSAUDE_MODE
150080;PA;0001;PA-0001;265;34;0001;False;CNES_ST_REGSAUDE_MODE
150085;PA;0010;PA-0010;28;26;0010;False;CNES_ST_REGSAUDE_MODE
150090;PA;0004;PA-0004;38;34;0004;False;CNES_ST_REGSAUDE_MODE
150095;PA;0005;PA-0005;21;15;0005;False;CNES_ST_REGSAUDE_MODE
150100;PA;0009;PA-0009;11;11;0009;False;CNES_ST_REGSAUDE_MODE
150110;PA;0008;PA-0008;17;16;0006|0008;True;CNES_ST_REGSAUDE_MODE
150120;PA;0013;PA-0013;25;24;0013;False;CNES_ST_REGSAUDE_MODE
150125;PA;0012;PA-0012;15;15;0012;False;CNES_ST_REGSAUDE_MODE
150130;PA;0006;PA-0006;102;55;0006;False;CNES_ST_REGSAUDE_MODE
150140;PA;0001;PA-0001;1051;145;0001|0002|0005|0007;True;CNES_ST_REGSAUDE_MODE
150145;PA;0009;PA-0009;19;10;0009;False;CNES_ST_REGSAUDE_MODE
150150;PA;0001;PA-0001;32;22;0001;False;CNES_ST_REGSAUDE_MODE
150157;PA;0011;PA-0011;13;5;0011;False;CNES_ST_REGSAUDE_MODE
150160;PA;0004;PA-0004;18;14;0004;False;CNES_ST_REGSAUDE_MODE
150170;PA;0004;PA-0004;88;81;0004;False;CNES_ST_REGSAUDE_MODE
150172;PA;0010;PA-0010;23;8;0010;False;CNES_ST_REGSAUDE_MODE
150175;PA;0011;PA-0011;15;11;0011|0013;True;CNES_ST_REGSAUDE_MODE
150178;PA;0011;PA-0011;36;22;0011;False;CNES_ST_REGSAUDE_MODE
150180;PA;0008;PA-0008;62;56;0008;False;CNES_ST_REGSAUDE_MODE
150190;PA;0002;PA-0002;21;15;0002;False;CNES_ST_REGSAUDE_MODE
150195;PA;0004;PA-0004;26;25;0004;False;CNES_ST_REGSAUDE_MODE
150200;PA;0007;PA-0007;18;15;0002|0007;True;CNES_ST_REGSAUDE_MODE
150210;PA;0013;PA-0013;108;63;0013;False;CNES_ST_REGSAUDE_MODE
150215;PA;0011;PA-0011;98;12;0011;False;CNES_ST_REGSAUDE_MODE
150220;PA;0004;PA-0004;92;51;0004;False;CNES_ST_REGSAUDE_MODE
150230;PA;0005;PA-0005;43;42;0004|0005;True;CNES_ST_REGSAUDE_MODE
150240;PA;0003;PA-0003;211;172;0003;False;CNES_ST_REGSAUDE_MODE
150250;PA;0007;PA-0007;25;17;0007;False;CNES_ST_REGSAUDE_MODE
150260;PA;0002;PA-0002;13;12;0002;False;CNES_ST_REGSAUDE_MODE
150270;PA;0012;PA-0012;60;47;0012;False;CNES_ST_REGSAUDE_MODE
150275;PA;0002;PA-0002;14;11;0002;False;CNES_ST_REGSAUDE_MODE
150276;PA;0012;PA-0012;22;18;0012;False;CNES_ST_REGSAUDE_MODE
150277;PA;0011;PA-0011;15;5;0011;False;CNES_ST_REGSAUDE_MODE
150280;PA;0008;PA-0008;18;16;0008;False;CNES_ST_REGSAUDE_MODE
150285;PA;0009;PA-0009;13;13;0009;False;CNES_ST_REGSAUDE_MODE
150290;PA;0003;PA-0003;33;32;0003;False;CNES_ST_REGSAUDE_MODE
150293;PA;0005;PA-0005;40;30;0005;False;CNES_ST_REGSAUDE_MODE
150295;PA;0011;PA-0011;20;12;0011;False;CNES_ST_REGSAUDE_MODE
150300;PA;0009;PA-0009;9;9;0009;False;CNES_ST_REGSAUDE_MODE
150304;PA;0012;PA-0012;17;16;0012;False;CNES_ST_REGSAUDE_MODE
150307;PA;0005;PA-0005;21;19;0005;False;CNES_ST_REGSAUDE_MODE
150309;PA;0011;PA-0011;28;26;0011;False;CNES_ST_REGSAUDE_MODE
150310;PA;0008;PA-0008;27;18;0008;False;CNES_ST_REGSAUDE_MODE
150320;PA;0003;PA-0003;28;27;0003;False;CNES_ST_REGSAUDE_MODE
150330;PA;0006;PA-0006;31;28;0006;False;CNES_ST_REGSAUDE_MODE
150340;PA;0003;PA-0003;14;13;0003;False;CNES_ST_REGSAUDE_MODE
150345;PA;0005;PA-0005;32;17;0005;False;CNES_ST_REGSAUDE_MODE
150350;PA;0005;PA-0005;19;15;0005;False;CNES_ST_REGSAUDE_MODE
150360;PA;0009;PA-0009;78;40;0009;False;CNES_ST_REGSAUDE_MODE
150370;PA;0011;PA-0011;23;15;0011;False;CNES_ST_REGSAUDE_MODE
150375;PA;0009;PA-0009;31;5;0009;False;CNES_ST_REGSAUDE_MODE
150380;PA;0011;PA-0011;28;24;0011;False;CNES_ST_REGSAUDE_MODE
150390;PA;0009;PA-0009;29;22;0009;False;CNES_ST_REGSAUDE_MODE
150400;PA;0013;PA-0013;27;27;0013;False;CNES_ST_REGSAUDE_MODE
150405;PA;0005;PA-0005;22;14;0005;False;CNES_ST_REGSAUDE_MODE
150410;PA;0003;PA-0003;18;17;0003|0004;True;CNES_ST_REGSAUDE_MODE
150420;PA;0011;PA-0011;270;105;0011;False;CNES_ST_REGSAUDE_MODE
150430;PA;0003;PA-0003;25;24;0003;False;CNES_ST_REGSAUDE_MODE
150440;PA;0003;PA-0003;29;26;0003;False;CNES_ST_REGSAUDE_MODE
150442;PA;0001;PA-0001;48;16;0001;False;CNES_ST_REGSAUDE_MODE
150445;PA;0010;PA-0010;18;9;0010;False;CNES_ST_REGSAUDE_MODE
150450;PA;0008;PA-0008;16;12;0005|0008;True;CNES_ST_REGSAUDE_MODE
150460;PA;0013;PA-0013;18;17;0013;False;CNES_ST_REGSAUDE_MODE
150470;PA;0006;PA-0006;20;14;0006;False;CNES_ST_REGSAUDE_MODE
150475;PA;0009;PA-0009;18;18;0009;False;CNES_ST_REGSAUDE_MODE
150480;PA;0009;PA-0009;41;39;0009;False;CNES_ST_REGSAUDE_MODE
150490;PA;0007;PA-0007;14;14;0007;False;CNES_ST_REGSAUDE_MODE
150495;PA;0005;PA-0005;17;17;0005;False;CNES_ST_REGSAUDE_MODE
150497;PA;0011;PA-0011;13;3;0011;False;CNES_ST_REGSAUDE_MODE
150500;PA;0004;PA-0004;16;14;0004;False;CNES_ST_REGSAUDE_MODE
150503;PA;0009;PA-0009;34;22;0009;False;CNES_ST_REGSAUDE_MODE
150506;PA;0011;PA-0011;45;15;0011;False;CNES_ST_REGSAUDE_MODE
150510;PA;0009;PA-0009;43;40;0006|0009;True;CNES_ST_REGSAUDE_MODE
150520;PA;0013;PA-0013;19;16;0013;False;CNES_ST_REGSAUDE_MODE
150530;PA;0009;PA-0009;46;23;0009;False;CNES_ST_REGSAUDE_MODE
150540;PA;0004;PA-0004;22;21;0004;False;CNES_ST_REGSAUDE_MODE
150543;PA;0012;PA-0012;50;15;0012;False;CNES_ST_REGSAUDE_MODE
150548;PA;0010;PA-0010;28;27;0010;False;CNES_ST_REGSAUDE_MODE
150549;PA;0011;PA-0011;11;9;0011;False;CNES_ST_REGSAUDE_MODE
150550;PA;0005;PA-0005;100;50;0005|1500|1501|1505;True;CNES_ST_REGSAUDE_MODE
150553;PA;0011;PA-0011;302;139;0011;False;CNES_ST_REGSAUDE_MODE
150555;PA;0012;PA-0012;18;14;0012;False;CNES_ST_REGSAUDE_MODE
150560;PA;0004;PA-0004;9;9;0004;False;CNES_ST_REGSAUDE_MODE
150563;PA;0011;PA-0011;16;16;0011;False;CNES_ST_REGSAUDE_MODE
150565;PA;0009;PA-0009;10;9;0009;False;CNES_ST_REGSAUDE_MODE
150570;PA;0007;PA-0007;11;11;0007;False;CNES_ST_REGSAUDE_MODE
150580;PA;0008;PA-0008;28;25;0008;False;CNES_ST_REGSAUDE_MODE
150590;PA;;;25;0;;False;CNES_ST_REGSAUDE_MODE
150600;PA;0009;PA-0009;19;13;0009;False;CNES_ST_REGSAUDE_MODE
150610;PA;0004;PA-0004;14;8;0004;False;CNES_ST_REGSAUDE_MODE
150611;PA;0004;PA-0004;9;8;0004;False;CNES_ST_REGSAUDE_MODE
150613;PA;0012;PA-0012;99;55;0012;False;CNES_ST_REGSAUDE_MODE
150616;PA;0012;PA-0012;27;12;0012;False;CNES_ST_REGSAUDE_MODE
150618;PA;0011;PA-0011;37;28;0011;False;CNES_ST_REGSAUDE_MODE
150619;PA;0009;PA-0009;15;15;0009;False;CNES_ST_REGSAUDE_MODE
150620;PA;0004;PA-0004;38;36;0004;False;CNES_ST_REGSAUDE_MODE
150630;PA;0007;PA-0007;16;16;0007;False;CNES_ST_REGSAUDE_MODE
150635;PA;0001;PA-0001;10;10;0001;False;CNES_ST_REGSAUDE_MODE
150640;PA;0007;PA-0007;9;9;0007;False;CNES_ST_REGSAUDE_MODE
150650;PA;0002;PA-0002;55;45;0002;False;CNES_ST_REGSAUDE_MODE
150655;PA;0004;PA-0004;20;20;0004;False;CNES_ST_REGSAUDE_MODE
150658;PA;0012;PA-0012;18;14;0012;False;CNES_ST_REGSAUDE_MODE
150660;PA;0005;PA-0005;19;17;0005;False;CNES_ST_REGSAUDE_MODE
150670;PA;0012;PA-0012;42;31;0012;False;CNES_ST_REGSAUDE_MODE
150680;PA;0009;PA-0009;317;102;0009|1509|6800;True;CNES_ST_REGSAUDE_MODE
150690;PA;0004;PA-0004;13;12;0004;False;CNES_ST_REGSAUDE_MODE
150700;PA;0002;PA-0002;22;21;0002;False;CNES_ST_REGSAUDE_MODE
150710;PA;0002;PA-0002;18;10;0002;False;CNES_ST_REGSAUDE_MODE
150715;PA;0011;PA-0011;18;16;0011;False;CNES_ST_REGSAUDE_MODE
150720;PA;0003;PA-0003;28;28;0003;False;CNES_ST_REGSAUDE_MODE
150730;PA;;;64;0;;False;CNES_ST_REGSAUDE_MODE
150740;PA;0003;PA-0003;15;14;0003;False;CNES_ST_REGSAUDE_MODE
150745;PA;0011;PA-0011;24;15;0011;False;CNES_ST_REGSAUDE_MODE
150746;PA;0003;PA-0003;11;5;0003;False;CNES_ST_REGSAUDE_MODE
150747;PA;0004;PA-0004;19;19;0004;False;CNES_ST_REGSAUDE_MODE
150750;PA;0011;PA-0011;17;17;0011;False;CNES_ST_REGSAUDE_MODE
150760;PA;0005;PA-0005;43;36;0005;False;CNES_ST_REGSAUDE_MODE
150770;PA;0007;PA-0007;20;19;0007;False;CNES_ST_REGSAUDE_MODE
150775;PA;0012;PA-0012;9;9;0012;False;CNES_ST_REGSAUDE_MODE
150780;PA;0010;PA-0010;16;15;0010;False;CNES_ST_REGSAUDE_MODE
150790;PA;0007;PA-0007;12;11;0007;False;CNES_ST_REGSAUDE_MODE
150795;PA;0006;PA-0006;30;19;0006;False;CNES_ST_REGSAUDE_MODE
150796;PA;0003;PA-0003;9;9;0003;False;CNES_ST_REGSAUDE_MODE
150797;PA;0009;PA-0009;14;10;0009;False;CNES_ST_REGSAUDE_MODE
150800;PA;0002;PA-0002;30;24;0002;False;CNES_ST_REGSAUDE_MODE
150803;PA;0004;PA-0004;35;33;0004;False;CNES_ST_REGSAUDE_MODE
150805;PA;0009;PA-0009;16;15;0009;False;CNES_ST_REGSAUDE_MODE
150808;PA;0012;PA-0012;51;26;0012;False;CNES_ST_REGSAUDE_MODE
150810;PA;0011;PA-0011;99;81;0011;False;CNES_ST_REGSAUDE_MODE
150812;PA;0005;PA-0005;32;15;0005;False;CNES_ST_REGSAUDE_MODE
150815;PA;0010;PA-0010;27;16;0010;False;CNES_ST_REGSAUDE_MODE
150820;PA;0002;PA-0002;28;25;0002;False;CNES_ST_REGSAUDE_MODE
150830;PA;0004;PA-0004;36;34;0004;False;CNES_ST_REGSAUDE_MODE
150835;PA;0010;PA-0010;26;26;0010;False;CNES_ST_REGSAUDE_MODE
150840;PA;0012;PA-0012;49;15;0012;False;CNES_ST_REGSAUDE_MODE
160005;AP;0001;AP-0001;10;5;0001;False;CNES_ST_REGSAUDE_MODE
160010;AP;0002;AP-0002;14;7;0002;False;CNES_ST_REGSAUDE_MODE
160015;AP;0001;AP-0001;15;3;0001;False;CNES_ST_REGSAUDE_MODE
160020;AP;0002;AP-0002;9;2;0002;False;CNES_ST_REGSAUDE_MODE
160021;AP;0001;AP-0001;7;2;0001;False;CNES_ST_REGSAUDE_MODE
160023;AP;;;14;0;;False;CNES_ST_REGSAUDE_MODE
160025;AP;0001;AP-0001;14;12;0001;False;CNES_ST_REGSAUDE_MODE
160027;AP;;;25;0;;False;CNES_ST_REGSAUDE_MODE
160030;AP;0001;AP-0001;425;57;0001;False;CNES_ST_REGSAUDE_MODE
160040;AP;0001;AP-0001;26;17;0001;False;CNES_ST_REGSAUDE_MODE
160050;AP;0001;AP-0001;30;17;0001;False;CNES_ST_REGSAUDE_MODE
160053;AP;0001;AP-0001;24;10;0001;False;CNES_ST_REGSAUDE_MODE
160055;AP;;;8;0;;False;CNES_ST_REGSAUDE_MODE
160060;AP;0001;AP-0001;55;18;0001;False;CNES_ST_REGSAUDE_MODE
160070;AP;0001;AP-0001;24;15;0001;False;CNES_ST_REGSAUDE_MODE
160080;AP;0001;AP-0001;11;4;0001;False;CNES_ST_REGSAUDE_MODE
170025;TO;;;3;0;;False;CNES_ST_REGSAUDE_MODE
170030;TO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
170035;TO;0001;TO-0001;7;3;0001;False;CNES_ST_REGSAUDE_MODE
170040;TO;;;5;0;;False;CNES_ST_REGSAUDE_MODE
170070;TO;;;15;0;;False;CNES_ST_REGSAUDE_MODE
170100;TO;0002;TO-0002;7;1;0002;False;CNES_ST_REGSAUDE_MODE
170105;TO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
170110;TO;0001;TO-0001;5;1;0001;False;CNES_ST_REGSAUDE_MODE
170130;TO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
170190;TO;0001;TO-0001;6;1;0001;False;CNES_ST_REGSAUDE_MODE
170200;TO;0001;TO-0001;14;2;0001;False;CNES_ST_REGSAUDE_MODE
170210;TO;0002;TO-0002;268;25;0002|0010|7781;True;CNES_ST_REGSAUDE_MODE
170215;TO;0002;TO-0002;8;2;0002;False;CNES_ST_REGSAUDE_MODE
170220;TO;0002;TO-0002;29;2;0002;False;CNES_ST_REGSAUDE_MODE
170230;TO;;;5;0;;False;CNES_ST_REGSAUDE_MODE
170240;TO;0001;TO-0001;9;3;0001;False;CNES_ST_REGSAUDE_MODE
170255;TO;;;22;0;;False;CNES_ST_REGSAUDE_MODE
170270;TO;0001;TO-0001;3;2;0001;False;CNES_ST_REGSAUDE_MODE
170290;TO;0002;TO-0002;8;1;0002;False;CNES_ST_REGSAUDE_MODE
170300;TO;0002;TO-0002;9;1;0002;False;CNES_ST_REGSAUDE_MODE
170305;TO;;;4;0;;False;CNES_ST_REGSAUDE_MODE
170307;TO;0002;TO-0002;4;2;0002;False;CNES_ST_REGSAUDE_MODE
170310;TO;;;6;0;;False;CNES_ST_REGSAUDE_MODE
170320;TO;0002;TO-0002;2;1;0002;False;CNES_ST_REGSAUDE_MODE
170330;TO;0002;TO-0002;4;2;0002;False;CNES_ST_REGSAUDE_MODE
