municipality_code;uf;health_region_code;health_region_id;establishment_rows;selected_region_rows;distinct_region_codes;region_conflict;source
251380;PB;0006;PB-0006;8;5;0006;False;CNES_ST_REGSAUDE_MODE
251385;PB;0003;PB-0003;10;8;0003|0016;True;CNES_ST_REGSAUDE_MODE
251390;PB;0008;PB-0008;45;16;0008;False;CNES_ST_REGSAUDE_MODE
251392;PB;0010;PB-0010;17;7;0008|0010;True;CNES_ST_REGSAUDE_MODE
251394;PB;0003;PB-0003;3;3;0003;False;CNES_ST_REGSAUDE_MODE
251396;PB;0010;PB-0010;8;6;0010;False;CNES_ST_REGSAUDE_MODE
251398;PB;0010;PB-0010;9;9;0010;False;CNES_ST_REGSAUDE_MODE
251400;PB;0005;PB-0005;6;6;0005;False;CNES_ST_REGSAUDE_MODE
251410;PB;0005;PB-0005;7;7;0005;False;CNES_ST_REGSAUDE_MODE
251420;PB;0010;PB-0010;12;2;0010;False;CNES_ST_REGSAUDE_MODE
251430;PB;0007;PB-0007;7;7;0007;False;CNES_ST_REGSAUDE_MODE
251440;PB;0006;PB-0006;10;10;0006;False;CNES_ST_REGSAUDE_MODE
251445;PB;0012;PB-0012;8;8;0012;False;CNES_ST_REGSAUDE_MODE
251450;PB;0009;PB-0009;23;20;0009;False;CNES_ST_REGSAUDE_MODE
251455;PB;0011;PB-0011;5;3;0011;False;CNES_ST_REGSAUDE_MODE
251460;PB;0006;PB-0006;6;4;0006;False;CNES_ST_REGSAUDE_MODE
251465;PB;0008;PB-0008;4;4;0008;False;CNES_ST_REGSAUDE_MODE
251470;PB;0006;PB-0006;9;9;0006;False;CNES_ST_REGSAUDE_MODE
251480;PB;0005;PB-0005;6;6;0005;False;CNES_ST_REGSAUDE_MODE
251490;PB;0006;PB-0006;12;9;0006;False;CNES_ST_REGSAUDE_MODE
251500;PB;0012;PB-0012;11;5;0012;False;CNES_ST_REGSAUDE_MODE
251510;PB;0003;PB-0003;22;9;0003;False;CNES_ST_REGSAUDE_MODE
251520;PB;0005;PB-0005;8;6;0003|0005;True;CNES_ST_REGSAUDE_MODE
251530;PB;0001;PB-0001;45;34;0001;False;CNES_ST_REGSAUDE_MODE
251540;PB;0004;PB-0004;13;12;0003|0004;True;CNES_ST_REGSAUDE_MODE
251550;PB;0005;PB-0005;20;18;0005;False;CNES_ST_REGSAUDE_MODE
251560;PB;0002;PB-0002;9;3;0002;False;CNES_ST_REGSAUDE_MODE
251570;PB;0007;PB-0007;9;6;0007;False;CNES_ST_REGSAUDE_MODE
251580;PB;0003;PB-0003;13;13;0003;False;CNES_ST_REGSAUDE_MODE
251590;PB;0002;PB-0002;14;12;0002;False;CNES_ST_REGSAUDE_MODE
251593;PB;0002;PB-0002;7;3;0002;False;CNES_ST_REGSAUDE_MODE
251597;PB;0001;PB-0001;8;8;0001;False;CNES_ST_REGSAUDE_MODE
251600;PB;0002;PB-0002;40;25;0002;False;CNES_ST_REGSAUDE_MODE
251610;PB;0003;PB-0003;21;20;0003;False;CNES_ST_REGSAUDE_MODE
251615;PB;0004;PB-0004;7;5;0004;False;CNES_ST_REGSAUDE_MODE
251620;PB;0010;PB-0010;91;46;0004|0010;True;CNES_ST_REGSAUDE_MODE
251630;PB;0005;PB-0005;36;31;0005;False;CNES_ST_REGSAUDE_MODE
251640;PB;0002;PB-0002;17;9;0002;False;CNES_ST_REGSAUDE_MODE
251650;PB;0003;PB-0003;22;15;0003;False;CNES_ST_REGSAUDE_MODE
251660;PB;0011;PB-0011;17;13;0011;False;CNES_ST_REGSAUDE_MODE
251670;PB;0006;PB-0006;17;12;0006;False;CNES_ST_REGSAUDE_MODE
251675;PB;0003;PB-0003;5;3;0003;False;CNES_ST_REGSAUDE_MODE
251680;PB;0009;PB-0009;10;6;0009;False;CNES_ST_REGSAUDE_MODE
251690;PB;0009;PB-0009;34;30;0009;False;CNES_ST_REGSAUDE_MODE
251700;PB;0015;PB-0015;19;18;0003|0015;True;CNES_ST_REGSAUDE_MODE
251710;PB;0006;PB-0006;4;4;0006;False;CNES_ST_REGSAUDE_MODE
251720;PB;0010;PB-0010;13;13;0010;False;CNES_ST_REGSAUDE_MODE
251740;PB;0005;PB-0005;2;2;0005;False;CNES_ST_REGSAUDE_MODE
260005;PE;0001;PE-0001;98;82;0001;False;CNES_ST_REGSAUDE_MODE
260010;PE;0010;PE-0010;59;59;0010;False;CNES_ST_REGSAUDE_MODE
260020;PE;0008;PE-0008;30;30;0008;False;CNES_ST_REGSAUDE_MODE
260030;PE;0004;PE-0004;38;12;0004;False;CNES_ST_REGSAUDE_MODE
260040;PE;0003;PE-0003;25;25;0003;False;CNES_ST_REGSAUDE_MODE
260050;PE;0005;PE-0005;31;31;0005;False;CNES_ST_REGSAUDE_MODE
260060;PE;0004;PE-0004;13;10;0004;False;CNES_ST_REGSAUDE_MODE
260070;PE;0002;PE-0002;27;24;0002|0012;True;CNES_ST_REGSAUDE_MODE
260080;PE;0004;PE-0004;14;13;0004;False;CNES_ST_REGSAUDE_MODE
260090;PE;0003;PE-0003;16;13;0003;False;CNES_ST_REGSAUDE_MODE
260100;PE;0005;PE-0005;20;18;0005;False;CNES_ST_REGSAUDE_MODE
260105;PE;0001;PE-0001;18;15;0001;False;CNES_ST_REGSAUDE_MODE
260110;PE;0009;PE-0009;68;37;0001|0009;True;CNES_ST_REGSAUDE_MODE
260120;PE;0006;PE-0006;135;125;0000|0006;True;CNES_ST_REGSAUDE_MODE
260130;PE;0004;PE-0004;16;5;0004;False;CNES_ST_REGSAUDE_MODE
260140;PE;0003;PE-0003;27;21;0003;False;CNES_ST_REGSAUDE_MODE
260150;PE;0003;PE-0003;14;14;0003;False;CNES_ST_REGSAUDE_MODE
260160;PE;0007;PE-0007;17;7;0007;False;CNES_ST_REGSAUDE_MODE
260170;PE;0004;PE-0004;75;70;0004;False;CNES_ST_REGSAUDE_MODE
260180;PE;0011;PE-0011;13;7;0011;False;CNES_ST_REGSAUDE_MODE
260190;PE;0004;PE-0004;75;26;0004;False;CNES_ST_REGSAUDE_MODE
260200;PE;0009;PE-0009;25;20;0009;False;CNES_ST_REGSAUDE_MODE
260210;PE;0005;PE-0005;48;22;0005;False;CNES_ST_REGSAUDE_MODE
260220;PE;0002;PE-0002;31;28;0002|0003;True;CNES_ST_REGSAUDE_MODE
260230;PE;0004;PE-0004;32;30;0004;False;CNES_ST_REGSAUDE_MODE
260240;PE;0005;PE-0005;17;16;0005;False;CNES_ST_REGSAUDE_MODE
260250;PE;0010;PE-0010;12;12;0010;False;CNES_ST_REGSAUDE_MODE
260260;PE;0004;PE-0004;34;23;0004;False;CNES_ST_REGSAUDE_MODE
260270;PE;0002;PE-0002;14;14;0002;False;CNES_ST_REGSAUDE_MODE
260280;PE;0006;PE-0006;29;26;0005|0006;True;CNES_ST_REGSAUDE_MODE
260290;PE;0001;PE-0001;202;65;0001;False;CNES_ST_REGSAUDE_MODE
260300;PE;0008;PE-0008;40;6;0008;False;CNES_ST_REGSAUDE_MODE
260310;PE;0004;PE-0004;21;11;0004;False;CNES_ST_REGSAUDE_MODE
260320;PE;0005;PE-0005;21;18;0005;False;CNES_ST_REGSAUDE_MODE
260330;PE;0005;PE-0005;13;10;0005;False;CNES_ST_REGSAUDE_MODE
260340;PE;0011;PE-0011;9;6;0010|0011;True;CNES_ST_REGSAUDE_MODE
260345;PE;0001;PE-0001;120;48;0001|0003;True;CNES_ST_REGSAUDE_MODE
260350;PE;0004;PE-0004;19;7;0004;False;CNES_ST_REGSAUDE_MODE
260360;PE;0012;PE-0012;12;12;0012;False;CNES_ST_REGSAUDE_MODE
260370;PE;0005;PE-0005;26;24;0005;False;CNES_ST_REGSAUDE_MODE
260380;PE;0005;PE-0005;20;20;0005;False;CNES_ST_REGSAUDE_MODE
260390;PE;0010;PE-0010;20;14;0010;False;CNES_ST_REGSAUDE_MODE
260392;PE;0011;PE-0011;15;6;0011;False;CNES_ST_REGSAUDE_MODE
260400;PE;0002;PE-0002;117;86;0002|0004;True;CNES_ST_REGSAUDE_MODE
260410;PE;0004;PE-0004;627;65;0001|0004;True;CNES_ST_REGSAUDE_MODE
260415;PE;0002;PE-0002;17;17;0002;False;CNES_ST_REGSAUDE_MODE
260420;PE;0003;PE-0003;19;18;0003;False;CNES_ST_REGSAUDE_MODE
260430;PE;0007;PE-0007;11;8;0007;False;CNES_ST_REGSAUDE_MODE
260440;PE;0002;PE-0002;15;13;0001|0002;True;CNES_ST_REGSAUDE_MODE
260450;PE;0001;PE-0001;22;18;0001;False;CNES_ST_REGSAUDE_MODE
260460;PE;0002;PE-0002;17;11;0002;False;CNES_ST_REGSAUDE_MODE
260470;PE;0005;PE-0005;16;16;0005;False;CNES_ST_REGSAUDE_MODE
260480;PE;0003;PE-0003;15;8;0003;False;CNES_ST_REGSAUDE_MODE
260490;PE;0002;PE-0002;25;21;0002;False;CNES_ST_REGSAUDE_MODE
260500;PE;0004;PE-0004;25;16;0004;False;CNES_ST_REGSAUDE_MODE
260510;PE;0006;PE-0006;37;33;0006;False;CNES_ST_REGSAUDE_MODE
260515;PE;0008;PE-0008;28;14;0008;False;CNES_ST_REGSAUDE_MODE
260520;PE;0003;PE-0003;41;18;0003;False;CNES_ST_REGSAUDE_MODE
260530;PE;0009;PE-0009;27;25;0009|0010;True;CNES_ST_REGSAUDE_MODE
260540;PE;0002;PE-0002;22;20;0002|0004;True;CNES_ST_REGSAUDE_MODE
260545;PE;0001;PE-0001;7;6;0001;False;CNES_ST_REGSAUDE_MODE
260550;PE;0012;PE-0012;13;12;0002|0012;True;CNES_ST_REGSAUDE_MODE
260560;PE;0011;PE-0011;15;15;0011;False;CNES_ST_REGSAUDE_MODE
260570;PE;0011;PE-0011;27;10;0008|0011;True;CNES_ST_REGSAUDE_MODE
260580;PE;0004;PE-0004;13;12;0004;False;CNES_ST_REGSAUDE_MODE
260590;PE;0003;PE-0003;18;17;0003;False;CNES_ST_REGSAUDE_MODE
260600;PE;0005;PE-0005;382;379;0004|0005;True;CNES_ST_REGSAUDE_MODE
260610;PE;0002;PE-0002;20;16;0001|0002;True;CNES_ST_REGSAUDE_MODE
260620;PE;0001;PE-0001;73;35;0001|0002|0012;True;CNES_ST_REGSAUDE_MODE
260630;PE;0009;PE-0009;10;5;0009;False;CNES_ST_REGSAUDE_MODE
260640;PE;0004;PE-0004;87;68;0004;False;CNES_ST_REGSAUDE_MODE
260650;PE;0005;PE-0005;14;13;0005;False;CNES_ST_REGSAUDE_MODE
260660;PE;0006;PE-0006;27;24;0006;False;CNES_ST_REGSAUDE_MODE
260670;PE;0004;PE-0004;12;7;0004;False;CNES_ST_REGSAUDE_MODE
260680;PE;0001;PE-0001;84;67;0001;False;CNES_ST_REGSAUDE_MODE
260690;PE;0010;PE-0010;11;11;0010;False;CNES_ST_REGSAUDE_MODE
260700;PE;0006;PE-0006;20;16;0006;False;CNES_ST_REGSAUDE_MODE
260710;PE;0010;PE-0010;8;8;0010;False;CNES_ST_REGSAUDE_MODE
260720;PE;0001;PE-0001;108;43;0001;False;CNES_ST_REGSAUDE_MODE
260730;PE;0009;PE-0009;23;21;0009;False;CNES_ST_REGSAUDE_MODE
260740;PE;0007;PE-0007;7;2;0007|0011;True;CNES_ST_REGSAUDE_MODE
260750;PE;0005;PE-0005;17;17;0005;False;CNES_ST_REGSAUDE_MODE
260760;PE;0001;PE-0001;23;23;0001;False;CNES_ST_REGSAUDE_MODE
260765;PE;0012;PE-0012;30;26;0002|0012;True;CNES_ST_REGSAUDE_MODE
260770;PE;0010;PE-0010;18;18;0010;False;CNES_ST_REGSAUDE_MODE
260775;PE;0001;PE-0001;25;19;0001;False;CNES_ST_REGSAUDE_MODE
260780;PE;0002;PE-0002;14;10;0002;False;CNES_ST_REGSAUDE_MODE
260790;PE;0006;PE-0006;487;130;0001|0002|0003|0004|0005|0006|0007;True;CNES_ST_REGSAUDE_MODE
260795;PE;0003;PE-0003;12;11;0003;False;CNES_ST_REGSAUDE_MODE
260800;PE;0004;PE-0004;23;12;0004;False;CNES_ST_REGSAUDE_MODE
260805;PE;0006;PE-0006;17;14;0006;False;CNES_ST_REGSAUDE_MODE
260810;PE;0002;PE-0002;23;22;0002;False;CNES_ST_REGSAUDE_MODE
260820;PE;0003;PE-0003;13;13;0003;False;CNES_ST_REGSAUDE_MODE
260825;PE;0005;PE-0005;16;12;0005;False;CNES_ST_REGSAUDE_MODE
260830;PE;0005;PE-0005;17;17;0005;False;CNES_ST_REGSAUDE_MODE
260840;PE;0004;PE-0004;16;14;0003|0004;True;CNES_ST_REGSAUDE_MODE
260845;PE;0002;PE-0002;27;26;0002;False;CNES_ST_REGSAUDE_MODE
260850;PE;0002;PE-0002;19;18;0002;False;CNES_ST_REGSAUDE_MODE
260860;PE;0005;PE-0005;18;18;0005;False;CNES_ST_REGSAUDE_MODE
260870;PE;0003;PE-0003;16;10;0003;False;CNES_ST_REGSAUDE_MODE
260875;PE;0008;PE-0008;23;18;0008;False;CNES_ST_REGSAUDE_MODE
260880;PE;0005;PE-0005;37;37;0005;False;CNES_ST_REGSAUDE_MODE
260890;PE;0002;PE-0002;110;107;0002|0003;True;CNES_ST_REGSAUDE_MODE
260900;PE;0012;PE-0012;21;12;0002|0012;True;CNES_ST_REGSAUDE_MODE
260910;PE;0002;PE-0002;11;10;0002;False;CNES_ST_REGSAUDE_MODE
260915;PE;0006;PE-0006;15;13;0005|0006;True;CNES_ST_REGSAUDE_MODE
260920;PE;0003;PE-0003;8;8;0003;False;CNES_ST_REGSAUDE_MODE
260930;PE;0007;PE-0007;9;8;0007;False;CNES_ST_REGSAUDE_MODE
260940;PE;0001;PE-0001;44;31;0001|0002;True;CNES_ST_REGSAUDE_MODE
260950;PE;0002;PE-0002;28;28;0002;False;CNES_ST_REGSAUDE_MODE
260960;PE;0001;PE-0001;250;142;0001|0002;True;CNES_ST_REGSAUDE_MODE
260970;PE;0002;PE-0002;26;23;0002;False;CNES_ST_REGSAUDE_MODE
260980;PE;0008;PE-0008;14;2;0008;False;CNES_ST_REGSAUDE_MODE
260990;PE;0009;PE-0009;67;60;0009;False;CNES_ST_REGSAUDE_MODE
261000;PE;0003;PE-0003;78;74;0003;False;CNES_ST_REGSAUDE_MODE
261010;PE;0005;PE-0005;11;11;0005;False;CNES_ST_REGSAUDE_MODE
261020;PE;0004;PE-0004;26;13;0002|0004;True;CNES_ST_REGSAUDE_MODE
261030;PE;0005;PE-0005;16;16;0005;False;CNES_ST_REGSAUDE_MODE
261040;PE;0009;PE-0009;16;8;0009;False;CNES_ST_REGSAUDE_MODE
261050;PE;0002;PE-0002;37;32;0002;False;CNES_ST_REGSAUDE_MODE
261060;PE;0002;PE-0002;46;41;0002;False;CNES_ST_REGSAUDE_MODE
261070;PE;0001;PE-0001;195;96;0001;False;CNES_ST_REGSAUDE_MODE
261080;PE;0006;PE-0006;21;21;0006;False;CNES_ST_REGSAUDE_MODE
261090;PE;0004;PE-0004;65;25;0003|0004;True;CNES_ST_REGSAUDE_MODE
261100;PE;0006;PE-0006;34;17;0006;False;CNES_ST_REGSAUDE_MODE
261110;PE;0008;PE-0008;535;143;0008|0010|0015;True;CNES_ST_REGSAUDE_MODE
261120;PE;0004;PE-0004;17;14;0004|0005;True;CNES_ST_REGSAUDE_MODE
261130;PE;0001;PE-0001;25;22;0001;False;CNES_ST_REGSAUDE_MODE
261140;PE;0003;PE-0003;10;9;0003;False;CNES_ST_REGSAUDE_MODE
261150;PE;0003;PE-0003;22;17;0003|0007;True;CNES_ST_REGSAUDE_MODE
261153;PE;0010;PE-0010;8;8;0010;False;CNES_ST_REGSAUDE_MODE
261160;PE;0001;PE-0001;1122;935;0001|0003|0004|0005|0006|0008;True;CNES_ST_REGSAUDE_MODE
261170;PE;0004;PE-0004;24;17;0004;False;CNES_ST_REGSAUDE_MODE
261180;PE;0003;PE-0003;24;21;0003;False;CNES_ST_REGSAUDE_MODE
261190;PE;0003;PE-0003;17;15;0003;False;CNES_ST_REGSAUDE_MODE
261200;PE;0004;PE-0004;17;7;0002|0004;True;CNES_ST_REGSAUDE_MODE
261210;PE;0002;PE-0002;10;10;0002;False;CNES_ST_REGSAUDE_MODE
261220;PE;0007;PE-0007;91;74;0007;False;CNES_ST_REGSAUDE_MODE
261230;PE;0005;PE-0005;21;21;0005;False;CNES_ST_REGSAUDE_MODE
261240;PE;0004;PE-0004;18;16;0004;False;CNES_ST_REGSAUDE_MODE
261245;PE;0009;PE-0009;14;6;0009;False;CNES_ST_REGSAUDE_MODE
261247;PE;0011;PE-0011;13;5;0011;False;CNES_ST_REGSAUDE_MODE
261250;PE;0004;PE-0004;90;42;0004|0005;True;CNES_ST_REGSAUDE_MODE
261255;PE;0009;PE-0009;10;7;0009;False;CNES_ST_REGSAUDE_MODE
261260;PE;0008;PE-0008;32;29;0008;False;CNES_ST_REGSAUDE_MODE
261270;PE;0004;PE-0004;13;8;0002|0004;True;CNES_ST_REGSAUDE_MODE
261280;PE;0010;PE-0010;15;15;0010;False;CNES_ST_REGSAUDE_MODE
261290;PE;0003;PE-0003;9;9;0003;False;CNES_ST_REGSAUDE_MODE
261300;PE;0004;PE-0004;32;27;0004;False;CNES_ST_REGSAUDE_MODE
261310;PE;0004;PE-0004;24;18;0004;False;CNES_ST_REGSAUDE_MODE
261320;PE;0005;PE-0005;27;25;0005;False;CNES_ST_REGSAUDE_MODE
261330;PE;0004;PE-0004;30;26;0004;False;CNES_ST_REGSAUDE_MODE
261340;PE;0003;PE-0003;18;15;0003|0004;True;CNES_ST_REGSAUDE_MODE
261350;PE;0011;PE-0011;23;20;0011;False;CNES_ST_REGSAUDE_MODE
261360;PE;0010;PE-0010;51;34;0010;False;CNES_ST_REGSAUDE_MODE
261370;PE;0001;PE-0001;53;41;0001|0010;True;CNES_ST_REGSAUDE_MODE
261380;PE;0002;PE-0002;19;13;0002|0012;True;CNES_ST_REGSAUDE_MODE
261390;PE;0011;PE-0011;175;79;0011;False;CNES_ST_REGSAUDE_MODE
261400;PE;0007;PE-0007;19;13;0007;False;CNES_ST_REGSAUDE_MODE
261410;PE;0006;PE-0006;38;38;0006;False;CNES_ST_REGSAUDE_MODE
261420;PE;0003;PE-0003;18;16;0003|0004;True;CNES_ST_REGSAUDE_MODE
261430;PE;0009;PE-0009;12;12;0009;False;CNES_ST_REGSAUDE_MODE
261440;PE;0010;PE-0010;11;8;0010;False;CNES_ST_REGSAUDE_MODE
261450;PE;0002;PE-0002;53;45;0002;False;CNES_ST_REGSAUDE_MODE
261460;PE;0010;PE-0010;24;24;0010;False;CNES_ST_REGSAUDE_MODE
261470;PE;0004;PE-0004;18;15;0004;False;CNES_ST_REGSAUDE_MODE
261480;PE;0006;PE-0006;17;5;0006;False;CNES_ST_REGSAUDE_MODE
261485;PE;0003;PE-0003;17;16;0003;False;CNES_ST_REGSAUDE_MODE
261500;PE;0004;PE-0004;23;8;0004;False;CNES_ST_REGSAUDE_MODE
261510;PE;0005;PE-0005;14;14;0005;False;CNES_ST_REGSAUDE_MODE
261520;PE;0007;PE-0007;9;8;0007;False;CNES_ST_REGSAUDE_MODE
261530;PE;0012;PE-0012;62;30;0002|0012;True;CNES_ST_REGSAUDE_MODE
261540;PE;0004;PE-0004;24;9;0004;False;CNES_ST_REGSAUDE_MODE
261550;PE;0002;PE-0002;10;8;0002;False;CNES_ST_REGSAUDE_MODE
261560;PE;0009;PE-0009;33;29;0009;False;CNES_ST_REGSAUDE_MODE
261570;PE;0011;PE-0011;20;12;0011;False;CNES_ST_REGSAUDE_MODE
261580;PE;0006;PE-0006;19;15;0006;False;CNES_ST_REGSAUDE_MODE
261590;PE;0010;PE-0010;9;6;0010;False;CNES_ST_REGSAUDE_MODE
261600;PE;0006;PE-0006;19;18;0006;False;CNES_ST_REGSAUDE_MODE
261610;PE;0007;PE-0007;9;9;0007;False;CNES_ST_REGSAUDE_MODE
261618;PE;0002;PE-0002;12;12;0002;False;CNES_ST_REGSAUDE_MODE
261620;PE;0004;PE-0004;18;18;0004;False;CNES_ST_REGSAUDE_MODE
261630;PE;0002;PE-0002;26;26;0002;False;CNES_ST_REGSAUDE_MODE
261640;PE;0001;PE-0001;186;158;0001;False;CNES_ST_REGSAUDE_MODE
261650;PE;0003;PE-0003;17;13;0003|0004;True;CNES_ST_REGSAUDE_MODE
270010;AL;0010;AL-0010;22;12;0010;False;CNES_ST_REGSAUDE_MODE
270020;AL;0002;AL-0002;12;6;0002;False;CNES_ST_REGSAUDE_MODE
270030;AL;0007;AL-0007;322;161;0001|0007;True;CNES_ST_REGSAUDE_MODE
270040;AL;;;28;0;;False;CNES_ST_REGSAUDE_MODE
270050;AL;;;12;0;;False;CNES_ST_REGSAUDE_MODE
270060;AL;;;8;0;;False;CNES_ST_REGSAUDE_MODE
270070;AL;0006;AL-0006;18;1;0002|0006;True;CNES_ST_REGSAUDE_MODE
270080;AL;;;4;0;;False;CNES_ST_REGSAUDE_MODE
270090;AL;0002;AL-0002;9;2;0002|0003|0007;True;CNES_ST_REGSAUDE_MODE
270100;AL;0002;AL-0002;24;6;0002;False;CNES_ST_REGSAUDE_MODE
270110;AL;0003;AL-0003;12;1;0003;False;CNES_ST_REGSAUDE_MODE
270120;AL;;;12;0;;False;CNES_ST_REGSAUDE_MODE
270130;AL;0005;AL-0005;15;4;0001|0004|0005;True;CNES_ST_REGSAUDE_MODE
270135;AL;0003;AL-0003;5;2;0003|0005;True;CNES_ST_REGSAUDE_MODE
270140;AL;0001;AL-0001;30;15;0001|0002|0005;True;CNES_ST_REGSAUDE_MODE
270150;AL;0007;AL-0007;9;3;0004|0007;True;CNES_ST_REGSAUDE_MODE
270160;AL;0008;AL-0008;11;3;0003|0008|0009|0010;True;CNES_ST_REGSAUDE_MODE
270170;AL;0010;AL-0010;17;4;0004|0005|0008|0010;True;CNES_ST_REGSAUDE_MODE
270180;AL;0009;AL-0009;6;1;0009;False;CNES_ST_REGSAUDE_MODE
270190;AL;0004;AL-0004;7;6;0001|0004;True;CNES_ST_REGSAUDE_MODE
270200;AL;;;14;0;;False;CNES_ST_REGSAUDE_MODE
270210;AL;0005;AL-0005;18;10;0003|0005;True;CNES_ST_REGSAUDE_MODE
270220;AL;;;6;0;;False;CNES_ST_REGSAUDE_MODE
270230;AL;0001;AL-0001;37;11;0001|0002|0003|0006;True;CNES_ST_REGSAUDE_MODE
270235;AL;;;18;0;;False;CNES_ST_REGSAUDE_MODE
270240;AL;0003;AL-0003;59;6;0003|0010;True;CNES_ST_REGSAUDE_MODE
270250;AL;;;8;0;;False;CNES_ST_REGSAUDE_MODE
270255;AL;0008;AL-0008;14;14;0008;False;CNES_ST_REGSAUDE_MODE
270260;AL;0007;AL-0007;17;15;0007;False;CNES_ST_REGSAUDE_MODE
270270;AL;0006;AL-0006;3;3;0006;False;CNES_ST_REGSAUDE_MODE
270280;AL;0001;AL-0001;9;9;0001;False;CNES_ST_REGSAUDE_MODE
270290;AL;;;25;0;;False;CNES_ST_REGSAUDE_MODE
270300;AL;0003;AL-0003;11;1;0003|0005;True;CNES_ST_REGSAUDE_MODE
270310;AL;0008;AL-0008;19;14;0008;False;CNES_ST_REGSAUDE_MODE
270320;AL;0002;AL-0002;22;16;0001|0002|0006;True;CNES_ST_REGSAUDE_MODE
270330;AL;0010;AL-0010;13;4;0003|0010;True;CNES_ST_REGSAUDE_MODE
270340;AL;;;9;0;;False;CNES_ST_REGSAUDE_MODE
270350;AL;0001;AL-0001;3;2;0001;False;CNES_ST_REGSAUDE_MODE
270360;AL;;;6;0;;False;CNES_ST_REGSAUDE_MODE
270370;AL;;;5;0;;False;CNES_ST_REGSAUDE_MODE
270375;AL;0001;AL-0001;12;3;0001|0006;True;CNES_ST_REGSAUDE_MODE
270380;AL;0012;AL-0012;16;14;0005|0012;True;CNES_ST_REGSAUDE_MODE
270390;AL;0007;AL-0007;4;2;0005|0007;True;CNES_ST_REGSAUDE_MODE
270400;AL;0001;AL-0001;35;7;0001|0002;True;CNES_ST_REGSAUDE_MODE
270410;AL;0007;AL-0007;21;20;0007;False;CNES_ST_REGSAUDE_MODE
270420;AL;;;31;0;;False;CNES_ST_REGSAUDE_MODE
270430;AL;0001;AL-0001;1589;13;0001;False;CNES_ST_REGSAUDE_MODE
270440;AL;0004;AL-0004;13;1;0004;False;CNES_ST_REGSAUDE_MODE
270450;AL;;;24;0;;False;CNES_ST_REGSAUDE_MODE
270460;AL;;;11;0;;False;CNES_ST_REGSAUDE_MODE
270470;AL;;;39;0;;False;CNES_ST_REGSAUDE_MODE
270480;AL;;;15;0;;False;CNES_ST_REGSAUDE_MODE
270490;AL;;;4;0;;False;CNES_ST_REGSAUDE_MODE
270500;AL;0010;AL-0010;11;3;0003|0010;True;CNES_ST_REGSAUDE_MODE
270510;AL;;;17;0;;False;CNES_ST_REGSAUDE_MODE
270520;AL;0001;AL-0001;11;1;0001;False;CNES_ST_REGSAUDE_MODE
270530;AL;0008;AL-0008;6;6;0008;False;CNES_ST_REGSAUDE_MODE
270540;AL;;;9;0;;False;CNES_ST_REGSAUDE_MODE
270550;AL;0005;AL-0005;16;9;0003|0005;True;CNES_ST_REGSAUDE_MODE
270560;AL;0003;AL-0003;8;1;0001|0003;True;CNES_ST_REGSAUDE_MODE
270570;AL;0008;AL-0008;14;1;0003|0008;True;CNES_ST_REGSAUDE_MODE
270580;AL;;;5;0;;False;CNES_ST_REGSAUDE_MODE
270590;AL;0007;AL-0007;8;7;0007;False;CNES_ST_REGSAUDE_MODE
270600;AL;0009;AL-0009;9;1;0009;False;CNES_ST_REGSAUDE_MODE
270610;AL;;;9;0;;False;CNES_ST_REGSAUDE_MODE
270620;AL;0009;AL-0009;5;3;0003|0009;True;CNES_ST_REGSAUDE_MODE
270630;AL;0008;AL-0008;91;28;0002|0004|0008;True;CNES_ST_REGSAUDE_MODE
270640;AL;0009;AL-0009;25;2;0004|0009;True;CNES_ST_REGSAUDE_MODE
270642;AL;0010;AL-0010;16;6;0003|0010;True;CNES_ST_REGSAUDE_MODE
270644;AL;0001;AL-0001;11;2;0001;False;CNES_ST_REGSAUDE_MODE
270650;AL;;;13;0;;False;CNES_ST_REGSAUDE_MODE
270660;AL;0001;AL-0001;7;1;0001|0004;True;CNES_ST_REGSAUDE_MODE
270670;AL;0006;AL-0006;92;66;0002|0006;True;CNES_ST_REGSAUDE_MODE
270680;AL;0004;AL-0004;18;1;0001|0004;True;CNES_ST_REGSAUDE_MODE
270690;AL;;;23;0;;False;CNES_ST_REGSAUDE_MODE
270700;AL;0004;AL-0004;4;4;0004;False;CNES_ST_REGSAUDE_MODE
270710;AL;0003;AL-0003;27;11;0002|0003|0007|0010;True;CNES_ST_REGSAUDE_MODE
270720;AL;0009;AL-0009;16;4;0009;False;CNES_ST_REGSAUDE_MODE
270730;AL;;;24;0;;False;CNES_ST_REGSAUDE_MODE
270740;AL;0002;AL-0002;8;8;0002;False;CNES_ST_REGSAUDE_MODE
270750;AL;0002;AL-0002;17;6;0001|0002|0006;True;CNES_ST_REGSAUDE_MODE
270760;AL;0001;AL-0001;13;2;0001|0002;True;CNES_ST_REGSAUDE_MODE
270770;AL;0001;AL-0001;49;14;0001;False;CNES_ST_REGSAUDE_MODE
270780;AL;0002;AL-0002;6;3;0002|0003;True;CNES_ST_REGSAUDE_MODE
270790;AL;;;5;0;;False;CNES_ST_REGSAUDE_MODE
270800;AL;0003;AL-0003;53;14;0003|0004|0009;True;CNES_ST_REGSAUDE_MODE
270810;AL;0003;AL-0003;10;4;0003|0005|0011;True;CNES_ST_REGSAUDE_MODE
270820;AL;;;10;0;;False;CNES_ST_REGSAUDE_MODE
270830;AL;0005;AL-0005;20;2;0005;False;CNES_ST_REGSAUDE_MODE
