cnes;municipality_code;uf;health_region_code;health_region_id;source_file
6985904;313380;MG;0015;MG-0015;STMG2101.dbf
7002882;313380;MG;0015;MG-0015;STMG2101.dbf
7006268;313380;MG;;;STMG2101.dbf
7014007;313380;MG;;;STMG2101.dbf
7021186;313380;MG;;;STMG2101.dbf
7063881;313380;MG;0015;MG-0015;STMG2101.dbf
7073305;313380;MG;;;STMG2101.dbf
7088280;313380;MG;0015;MG-0015;STMG2101.dbf
7101104;313380;MG;;;STMG2101.dbf
7117213;313380;MG;;;STMG2101.dbf
7136900;313380;MG;;;STMG2101.dbf
7162162;313380;MG;;;STMG2101.dbf
7166109;313380;MG;;;STMG2101.dbf
7170890;313380;MG;;;STMG2101.dbf
7205287;313380;MG;;;STMG2101.dbf
7216858;313380;MG;;;STMG2101.dbf
7279035;313380;MG;;;STMG2101.dbf
7356196;313380;MG;0015;MG-0015;STMG2101.dbf
7357796;313380;MG;;;STMG2101.dbf
7391617;313380;MG;;;STMG2101.dbf
7396570;313380;MG;;;STMG2101.dbf
7399782;313380;MG;;;STMG2101.dbf
7492103;313380;MG;;;STMG2101.dbf
7522215;313380;MG;;;STMG2101.dbf
7522851;313380;MG;0015;MG-0015;STMG2101.dbf
7595751;313380;MG;0015;MG-0015;STMG2101.dbf
7598599;313380;MG;;;STMG2101.dbf
7616759;313380;MG;0015;MG-0015;STMG2101.dbf
7618964;313380;MG;;;STMG2101.dbf
7625146;313380;MG;;;STMG2101.dbf
7630492;313380;MG;;;STMG2101.dbf
7631057;313380;MG;;;STMG2101.dbf
7631294;313380;MG;0015;MG-0015;STMG2101.dbf
7632118;313380;MG;;;STMG2101.dbf
7633343;313380;MG;;;STMG2101.dbf
7704690;313380;MG;0015;MG-0015;STMG2101.dbf
7704739;313380;MG;0015;MG-0015;STMG2101.dbf
7704836;313380;MG;;;STMG2101.dbf
7704879;313380;MG;;;STMG2101.dbf
7734778;313380;MG;0015;MG-0015;STMG2101.dbf
7747136;313380;MG;;;STMG2101.dbf
7755945;313380;MG;0015;MG-0015;STMG2101.dbf
7768869;313380;MG;0015;MG-0015;STMG2101.dbf
7783310;313380;MG;0015;MG-0015;STMG2101.dbf
7796110;313380;MG;0015;MG-0015;STMG2101.dbf
7797982;313380;MG;0015;MG-0015;STMG2101.dbf
7815719;313380;MG;0015;MG-0015;STMG2101.dbf
7842503;313380;MG;0015;MG-0015;STMG2101.dbf
7842546;313380;MG;;;STMG2101.dbf
7842600;313380;MG;;;STMG2101.dbf
7848919;313380;MG;;;STMG2101.dbf
7852991;313380;MG;0015;MG-0015;STMG2101.dbf
7865651;313380;MG;0015;MG-0015;STMG2101.dbf
7929854;313380;MG;0015;MG-0015;STMG2101.dbf
7938462;313380;MG;0015;MG-0015;STMG2101.dbf
7938888;313380;MG;0015;MG-0015;STMG2101.dbf
7954123;313380;MG;;;STMG2101.dbf
7979339;313380;MG;;;STMG2101.dbf
7987129;313380;MG;0015;MG-0015;STMG2101.dbf
7987749;313380;MG;0015;MG-0015;STMG2101.dbf
9032274;313380;MG;0015;MG-0015;STMG2101.dbf
9039295;313380;MG;;;STMG2101.dbf
9054367;313380;MG;0015;MG-0015;STMG2101.dbf
9054987;313380;MG;;;STMG2101.dbf
9056289;313380;MG;0015;MG-0015;STMG2101.dbf
9066144;313380;MG;0015;MG-0015;STMG2101.dbf
9066284;313380;MG;0015;MG-0015;STMG2101.dbf
9097988;313380;MG;0015;MG-0015;STMG2101.dbf
9109765;313380;MG;0015;MG-0015;STMG2101.dbf
9140050;313380;MG;0015;MG-0015;STMG2101.dbf
9192034;313380;MG;0015;MG-0015;STMG2101.dbf
9223312;313380;MG;0015;MG-0015;STMG2101.dbf
9226273;313380;MG;0015;MG-0015;STMG2101.dbf
9227075;313380;MG;0015;MG-0015;STMG2101.dbf
9242465;313380;MG;0015;MG-0015;STMG2101.dbf
9262008;313380;MG;0015;MG-0015;STMG2101.dbf
9320989;313380;MG;;;STMG2101.dbf
9323546;313380;MG;0015;MG-0015;STMG2101.dbf
9337385;313380;MG;0015;MG-0015;STMG2101.dbf
9337776;313380;MG;0015;MG-0015;STMG2101.dbf
9339957;313380;MG;;;STMG2101.dbf
9346112;313380;MG;;;STMG2101.dbf
9400729;313380;MG;;;STMG2101.dbf
9417745;313380;MG;0015;MG-0015;STMG2101.dbf
9418288;313380;MG;0015;MG-0015;STMG2101.dbf
9437029;313380;MG;0015;MG-0015;STMG2101.dbf
9454853;313380;MG;0015;MG-0015;STMG2101.dbf
9513701;313380;MG;0015;MG-0015;STMG2101.dbf
9547428;313380;MG;0015;MG-0015;STMG2101.dbf
9604650;313380;MG;0015;MG-0015;STMG2101.dbf
9605002;313380;MG;0015;MG-0015;STMG2101.dbf
9671978;313380;MG;0015;MG-0015;STMG2101.dbf
9682651;313380;MG;0015;MG-0015;STMG2101.dbf
9698043;313380;MG;0015;MG-0015;STMG2101.dbf
9711694;313380;MG;0015;MG-0015;STMG2101.dbf
9713905;313380;MG;0015;MG-0015;STMG2101.dbf
9726713;313380;MG;0015;MG-0015;STMG2101.dbf
9816739;313380;MG;;;STMG2101.dbf
9825150;313380;MG;0015;MG-0015;STMG2101.dbf
9825347;313380;MG;;;STMG2101.dbf
9825509;313380;MG;0015;MG-0015;STMG2101.dbf
9825886;313380;MG;0015;MG-0015;STMG2101.dbf
9826017;313380;MG;;;STMG2101.dbf
9826165;313380;MG;0015;MG-0015;STMG2101.dbf
9827927;313380;MG;0015;MG-0015;STMG2101.dbf
9828680;313380;MG;0015;MG-0015;STMG2101.dbf
9830022;313380;MG;0015;MG-0015;STMG2101.dbf
9831606;313380;MG;0015;MG-0015;STMG2101.dbf
9834168;313380;MG;0015;MG-0015;STMG2101.dbf
9834400;313380;MG;0015;MG-0015;STMG2101.dbf
9834893;313380;MG;0015;MG-0015;STMG2101.dbf
9837299;313380;MG;0015;MG-0015;STMG2101.dbf
9846158;313380;MG;0015;MG-0015;STMG2101.dbf
9846476;313380;MG;0015;MG-0015;STMG2101.dbf
9847456;313380;MG;0015;MG-0015;STMG2101.dbf
9865950;313380;MG;0015;MG-0015;STMG2101.dbf
9873473;313380;MG;0015;MG-0015;STMG2101.dbf
9875026;313380;MG;0015;MG-0015;STMG2101.dbf
9875166;313380;MG;0015;MG-0015;STMG2101.dbf
9875190;313380;MG;0015;MG-0015;STMG2101.dbf
9875247;313380;MG;0015;MG-0015;STMG2101.dbf
9875271;313380;MG;0015;MG-0015;STMG2101.dbf
9875328;313380;MG;0015;MG-0015;STMG2101.dbf
9876146;313380;MG;0015;MG-0015;STMG2101.dbf
9876154;313380;MG;0015;MG-0015;STMG2101.dbf
9876170;313380;MG;0015;MG-0015;STMG2101.dbf
9878998;313380;MG;0015;MG-0015;STMG2101.dbf
9890300;313380;MG;0015;MG-0015;STMG2101.dbf
9896554;313380;MG;0015;MG-0015;STMG2101.dbf
9896619;313380;MG;0015;MG-0015;STMG2101.dbf
9901906;313380;MG;0015;MG-0015;STMG2101.dbf
9907017;313380;MG;0015;MG-0015;STMG2101.dbf
9916113;313380;MG;0015;MG-0015;STMG2101.dbf
9940197;313380;MG;0015;MG-0015;STMG2101.dbf
9940936;313380;MG;0015;MG-0015;STMG2101.dbf
9973974;313380;MG;0015;MG-0015;STMG2101.dbf
9996141;313380;MG;0015;MG-0015;STMG2101.dbf
9996486;313380;MG;0015;MG-0015;STMG2101.dbf
0505323;313390;MG;;;STMG2101.dbf
2098393;313390;MG;0003;MG-0003;STMG2101.dbf
2112493;313390;MG;0003;MG-0003;STMG2101.dbf
6627110;313390;MG;;;STMG2101.dbf
9846700;313390;MG;;;STMG2101.dbf
9850392;313390;MG;;;STMG2101.dbf
9867686;313390;MG;;;STMG2101.dbf
0316407;313400;MG;0019;MG-0019;STMG2101.dbf
2133717;313400;MG;0019;MG-0019;STMG2101.dbf
2133725;313400;MG;0019;MG-0019;STMG2101.dbf
2133733;313400;MG;0019;MG-0019;STMG2101.dbf
2172763;313400;MG;0019;MG-0019;STMG2101.dbf
5224403;313400;MG;0019;MG-0019;STMG2101.dbf
5349761;313400;MG;0019;MG-0019;STMG2101.dbf
5349818;313400;MG;0019;MG-0019;STMG2101.dbf
6971466;313400;MG;0019;MG-0019;STMG2101.dbf
7016018;313400;MG;0019;MG-0019;STMG2101.dbf
7235429;313400;MG;0019;MG-0019;STMG2101.dbf
7399391;313400;MG;0019;MG-0019;STMG2101.dbf
9039503;313400;MG;0019;MG-0019;STMG2101.dbf
2103435;313410;MG;0016;MG-0016;STMG2101.dbf
2103451;313410;MG;0016;MG-0016;STMG2101.dbf
2103478;313410;MG;0016;MG-0016;STMG2101.dbf
6597580;313410;MG;;;STMG2101.dbf
7595832;313410;MG;;;STMG2101.dbf
0037281;313420;MG;;;STMG2101.dbf
0037303;313420;MG;;;STMG2101.dbf
0037311;313420;MG;;;STMG2101.dbf
0037338;313420;MG;;;STMG2101.dbf
0037923;313420;MG;;;STMG2101.dbf
0037931;313420;MG;;;STMG2101.dbf
0037966;313420;MG;;;STMG2101.dbf
0037974;313420;MG;;;STMG2101.dbf
0046132;313420;MG;;;STMG2101.dbf
0048119;313420;MG;;;STMG2101.dbf
0052167;313420;MG;;;STMG2101.dbf
0076155;313420;MG;;;STMG2101.dbf
0082228;313420;MG;;;STMG2101.dbf
0196495;313420;MG;;;STMG2101.dbf
0215511;313420;MG;;;STMG2101.dbf
0220191;313420;MG;;;STMG2101.dbf
0227064;313420;MG;;;STMG2101.dbf
0229970;313420;MG;;;STMG2101.dbf
0250651;313420;MG;;;STMG2101.dbf
0250694;313420;MG;;;STMG2101.dbf
0254959;313420;MG;;;STMG2101.dbf
0256609;313420;MG;;;STMG2101.dbf
0258326;313420;MG;;;STMG2101.dbf
0259586;313420;MG;;;STMG2101.dbf
0279013;313420;MG;;;STMG2101.dbf
0406953;313420;MG;;;STMG2101.dbf
0409073;313420;MG;;;STMG2101.dbf
0411523;313420;MG;;;STMG2101.dbf
0427799;313420;MG;;;STMG2101.dbf
0450693;313420;MG;0026;MG-0026;STMG2101.dbf
0451444;313420;MG;;;STMG2101.dbf
0470708;313420;MG;;;STMG2101.dbf
0471232;313420;MG;;;STMG2101.dbf
0479357;313420;MG;;;STMG2101.dbf
0481432;313420;MG;;;STMG2101.dbf
0485535;313420;MG;;;STMG2101.dbf
2113783;313420;MG;0026;MG-0026;STMG2101.dbf
2113791;313420;MG;0026;MG-0026;STMG2101.dbf
2113813;313420;MG;0026;MG-0026;STMG2101.dbf
2117533;313420;MG;0026;MG-0026;STMG2101.dbf
2121387;313420;MG;0026;MG-0026;STMG2101.dbf
2121417;313420;MG;0026;MG-0026;STMG2101.dbf
2121425;313420;MG;0026;MG-0026;STMG2101.dbf
2121433;313420;MG;0026;MG-0026;STMG2101.dbf
2121565;313420;MG;0026;MG-0026;STMG2101.dbf
2121719;313420;MG;0026;MG-0026;STMG2101.dbf
2141132;313420;MG;0026;MG-0026;STMG2101.dbf
2141140;313420;MG;0026;MG-0026;STMG2101.dbf
2141213;313420;MG;0026;MG-0026;STMG2101.dbf
2179032;313420;MG;0026;MG-0026;STMG2101.dbf
2179040;313420;MG;0026;MG-0026;STMG2101.dbf
2179067;313420;MG;0026;MG-0026;STMG2101.dbf
2194716;313420;MG;0026;MG-0026;STMG2101.dbf
2194724;313420;MG;0026;MG-0026;STMG2101.dbf
2194740;313420;MG;0026;MG-0026;STMG2101.dbf
2194759;313420;MG;0026;MG-0026;STMG2101.dbf
2194767;313420;MG;0026;MG-0026;STMG2101.dbf
2194783;313420;MG;0026;MG-0026;STMG2101.dbf
2194791;313420;MG;0026;MG-0026;STMG2101.dbf
2194805;313420;MG;0026;MG-0026;STMG2101.dbf
2194821;313420;MG;0026;MG-0026;STMG2101.dbf
2194864;313420;MG;0026;MG-0026;STMG2101.dbf
2194880;313420;MG;0026;MG-0026;STMG2101.dbf
2194899;313420;MG;0026;MG-0026;STMG2101.dbf
2194902;313420;MG;0026;MG-0026;STMG2101.dbf
2194910;313420;MG;0026;MG-0026;STMG2101.dbf
2200902;313420;MG;0026;MG-0026;STMG2101.dbf
2215128;313420;MG;0026;MG-0026;STMG2101.dbf
2215136;313420;MG;0026;MG-0026;STMG2101.dbf
2215195;313420;MG;0026;MG-0026;STMG2101.dbf
2215209;313420;MG;0026;MG-0026;STMG2101.dbf
2215241;313420;MG;0026;MG-0026;STMG2101.dbf
2215306;313420;MG;0026;MG-0026;STMG2101.dbf
3353206;313420;MG;;;STMG2101.dbf
3792811;313420;MG;;;STMG2101.dbf
3792897;313420;MG;;;STMG2101.dbf
3792900;313420;MG;;;STMG2101.dbf
3810046;313420;MG;;;STMG2101.dbf
3810062;313420;MG;;;STMG2101.dbf
3935833;313420;MG;0026;MG-0026;STMG2101.dbf
5012902;313420;MG;;;STMG2101.dbf
5109108;313420;MG;0026;MG-0026;STMG2101.dbf
5131154;313420;MG;0026;MG-0026;STMG2101.dbf
5174163;313420;MG;0026;MG-0026;STMG2101.dbf
5189934;313420;MG;0026;MG-0026;STMG2101.dbf
5189942;313420;MG;;;STMG2101.dbf
5189950;313420;MG;0026;MG-0026;STMG2101.dbf
5190010;313420;MG;0026;MG-0026;STMG2101.dbf
5190037;313420;MG;0026;MG-0026;STMG2101.dbf
5224675;313420;MG;0026;MG-0026;STMG2101.dbf
5224713;313420;MG;0026;MG-0026;STMG2101.dbf
5224810;313420;MG;0026;MG-0026;STMG2101.dbf
5224861;313420;MG;;;STMG2101.dbf
5237807;313420;MG;0026;MG-0026;STMG2101.dbf
5245613;313420;MG;0026;MG-0026;STMG2101.dbf
5254914;313420;MG;0026;MG-0026;STMG2101.dbf
5254922;313420;MG;0026;MG-0026;STMG2101.dbf
5254930;313420;MG;0026;MG-0026;STMG2101.dbf
5254973;313420;MG;0026;MG-0026;STMG2101.dbf
5255015;313420;MG;0026;MG-0026;STMG2101.dbf
5277108;313420;MG;0026;MG-0026;STMG2101.dbf
5277124;313420;MG;0026;MG-0026;STMG2101.dbf
5277132;313420;MG;0026;MG-0026;STMG2101.dbf
5277140;313420;MG;0026;MG-0026;STMG2101.dbf
5277167;313420;MG;0026;MG-0026;STMG2101.dbf
5372267;313420;MG;0026;MG-0026;STMG2101.dbf
5611407;313420;MG;0026;MG-0026;STMG2101.dbf
5642671;313420;MG;0026;MG-0026;STMG2101.dbf
6007449;313420;MG;0026;MG-0026;STMG2101.dbf
6050034;313420;MG;;;STMG2101.dbf
6060862;313420;MG;;;STMG2101.dbf
6081355;313420;MG;;;STMG2101.dbf
6126340;313420;MG;0026;MG-0026;STMG2101.dbf
6128688;313420;MG;0026;MG-0026;STMG2101.dbf
6141765;313420;MG;0026;MG-0026;STMG2101.dbf
6170277;313420;MG;;;STMG2101.dbf
6180264;313420;MG;;;STMG2101.dbf
6180272;313420;MG;;;STMG2101.dbf
6210651;313420;MG;0023;MG-0023;STMG2101.dbf
6300251;313420;MG;;;STMG2101.dbf
6316565;313420;MG;;;STMG2101.dbf
6333281;313420;MG;;;STMG2101.dbf
6333338;313420;MG;;;STMG2101.dbf
6346995;313420;MG;;;STMG2101.dbf
6385168;313420;MG;;;STMG2101.dbf
6389244;313420;MG;;;STMG2101.dbf
6452663;313420;MG;;;STMG2101.dbf
6466680;313420;MG;;;STMG2101.dbf
6473946;313420;MG;;;STMG2101.dbf
6489842;313420;MG;;;STMG2101.dbf
6493122;313420;MG;;;STMG2101.dbf
6550762;313420;MG;;;STMG2101.dbf
6565492;313420;MG;;;STMG2101.dbf
6611516;313420;MG;;;STMG2101.dbf
6613195;313420;MG;;;STMG2101.dbf
6717209;313420;MG;;;STMG2101.dbf
6798853;313420;MG;;;STMG2101.dbf
6798861;313420;MG;;;STMG2101.dbf
6804195;313420;MG;;;STMG2101.dbf
6808425;313420;MG;;;STMG2101.dbf
6909078;313420;MG;;;STMG2101.dbf
6910807;313420;MG;;;STMG2101.dbf
6914837;313420;MG;;;STMG2101.dbf
7048416;313420;MG;;;STMG2101.dbf
7107153;313420;MG;;;STMG2101.dbf
7121083;313420;MG;;;STMG2101.dbf
7153880;313420;MG;;;STMG2101.dbf
7197489;313420;MG;;;STMG2101.dbf
7218737;313420;MG;;;STMG2101.dbf
7222513;313420;MG;;;STMG2101.dbf
7224842;313420;MG;;;STMG2101.dbf
7235518;313420;MG;;;STMG2101.dbf
7279930;313420;MG;;;STMG2101.dbf
7303793;313420;MG;;;STMG2101.dbf
7307098;313420;MG;;;STMG2101.dbf
7331282;313420;MG;;;STMG2101.dbf
7347227;313420;MG;;;STMG2101.dbf
7348312;313420;MG;;;STMG2101.dbf
7348339;313420;MG;;;STMG2101.dbf
7348347;313420;MG;;;STMG2101.dbf
7358121;313420;MG;;;STMG2101.dbf
7358911;313420;MG;;;STMG2101.dbf
7360576;313420;MG;;;STMG2101.dbf
7362919;313420;MG;;;STMG2101.dbf
7381093;313420;MG;;;STMG2101.dbf
7397429;313420;MG;;;STMG2101.dbf
7410034;313420;MG;;;STMG2101.dbf
7422318;313420;MG;;;STMG2101.dbf
7442483;313420;MG;;;STMG2101.dbf
7442491;313420;MG;;;STMG2101.dbf
7456522;313420;MG;;;STMG2101.dbf
7496524;313420;MG;;;STMG2101.dbf
7500262;313420;MG;;;STMG2101.dbf
7501641;313420;MG;;;STMG2101.dbf
7501900;313420;MG;;;STMG2101.dbf
7533187;313420;MG;;;STMG2101.dbf
7554494;313420;MG;;;STMG2101.dbf
7554516;313420;MG;;;STMG2101.dbf
7556411;313420;MG;;;STMG2101.dbf
7587988;313420;MG;0026;MG-0026;STMG2101.dbf
7612508;313420;MG;;;STMG2101.dbf
7692560;313420;MG;;;STMG2101.dbf
7740220;313420;MG;;;STMG2101.dbf
7766637;313420;MG;;;STMG2101.dbf
7773986;313420;MG;0026;MG-0026;STMG2101.dbf
7780362;313420;MG;;;STMG2101.dbf
7843755;313420;MG;;;STMG2101.dbf
7850557;313420;MG;;;STMG2101.dbf
7860765;313420;MG;;;STMG2101.dbf
7864787;313420;MG;;;STMG2101.dbf
7918623;313420;MG;;;STMG2101.dbf
7967292;313420;MG;;;STMG2101.dbf
9029672;313420;MG;;;STMG2101.dbf
9089616;313420;MG;;;STMG2101.dbf
9097031;313420;MG;;;STMG2101.dbf
9141847;313420;MG;;;STMG2101.dbf
9149430;313420;MG;;;STMG2101.dbf
9156194;313420;MG;;;STMG2101.dbf
9183981;313420;MG;;;STMG2101.dbf
9224149;313420;MG;;;STMG2101.dbf
9229531;313420;MG;;;STMG2101.dbf
9235221;313420;MG;;;STMG2101.dbf
9235329;313420;MG;;;STMG2101.dbf
9322205;313420;MG;;;STMG2101.dbf
9322647;313420;MG;;;STMG2101.dbf
9353364;313420;MG;;;STMG2101.dbf
9362320;313420;MG;;;STMG2101.dbf
9362452;313420;MG;;;STMG2101.dbf
9367365;313420;MG;;;STMG2101.dbf
9378650;313420;MG;;;STMG2101.dbf
9381678;313420;MG;;;STMG2101.dbf
9444572;313420;MG;;;STMG2101.dbf
9474218;313420;MG;;;STMG2101.dbf
9555471;313420;MG;;;STMG2101.dbf
9560122;313420;MG;;;STMG2101.dbf
9562001;313420;MG;;;STMG2101.dbf
9562036;313420;MG;;;STMG2101.dbf
9562044;313420;MG;;;STMG2101.dbf
9576045;313420;MG;;;STMG2101.dbf
9576053;313420;MG;;;STMG2101.dbf
9622888;313420;MG;;;STMG2101.dbf
9664513;313420;MG;;;STMG2101.dbf
9690751;313420;MG;;;STMG2101.dbf
9695877;313420;MG;;;STMG2101.dbf
9713514;313420;MG;;;STMG2101.dbf
9717005;313420;MG;;;STMG2101.dbf
9736395;313420;MG;;;STMG2101.dbf
9736433;313420;MG;;;STMG2101.dbf
9758259;313420;MG;;;STMG2101.dbf
9779779;313420;MG;;;STMG2101.dbf
9794530;313420;MG;;;STMG2101.dbf
9794611;313420;MG;;;STMG2101.dbf
9799648;313420;MG;;;STMG2101.dbf
9812490;313420;MG;;;STMG2101.dbf
9813284;313420;MG;;;STMG2101.dbf
9862994;313420;MG;;;STMG2101.dbf
9877398;313420;MG;;;STMG2101.dbf
9880135;313420;MG;;;STMG2101.dbf
9897364;313420;MG;;;STMG2101.dbf
9897399;313420;MG;;;STMG2101.dbf
9906827;313420;MG;;;STMG2101.dbf
9909737;313420;MG;;;STMG2101.dbf
9909745;313420;MG;;;STMG2101.dbf
9910220;313420;MG;;;STMG2101.dbf
9927271;313420;MG;;;STMG2101.dbf
9929398;313420;MG;;;STMG2101.dbf
9935533;313420;MG;;;STMG2101.dbf
9951938;313420;MG;;;STMG2101.dbf
9952640;313420;MG;;;STMG2101.dbf
9956964;313420;MG;;;STMG2101.dbf
9956980;313420;MG;;;STMG2101.dbf
9962441;313420;MG;;;STMG2101.dbf
9963766;313420;MG;;;STMG2101.dbf
9974210;313420;MG;;;STMG2101.dbf
9982205;313420;MG;;;STMG2101.dbf
9987320;313420;MG;;;STMG2101.dbf
9997776;313420;MG;;;STMG2101.dbf
2758849;313430;MG;0011;MG-0011;STMG2101.dbf
2759039;313430;MG;0011;MG-0011;STMG2101.dbf
2794411;313430;MG;0011;MG-0011;STMG2101.dbf
5546656;313430;MG;0011;MG-0011;STMG2101.dbf
5731100;313430;MG;;;STMG2101.dbf
5746388;313430;MG;;;STMG2101.dbf
6908365;313430;MG;0011;MG-0011;STMG2101.dbf
9397612;313430;MG;;;STMG2101.dbf
9816712;313430;MG;0011;MG-0011;STMG2101.dbf
0046108;313440;MG;0013;MG-0013;STMG2101.dbf
0105619;313440;MG;0013;MG-0013;STMG2101.dbf
0218847;313440;MG;0013;MG-0013;STMG2101.dbf
0258814;313440;MG;0013;MG-0013;STMG2101.dbf
0317500;313440;MG;0013;MG-0013;STMG2101.dbf
0378674;313440;MG;0013;MG-0013;STMG2101.dbf
2201534;313440;MG;0013;MG-0013;STMG2101.dbf
2201542;313440;MG;0013;MG-0013;STMG2101.dbf
2201577;313440;MG;0013;MG-0013;STMG2101.dbf
2201607;313440;MG;0013;MG-0013;STMG2101.dbf
2208008;313440;MG;0013;MG-0013;STMG2101.dbf
2208016;313440;MG;0013;MG-0013;STMG2101.dbf
2208024;313440;MG;0013;MG-0013;STMG2101.dbf
2208040;313440;MG;0013;MG-0013;STMG2101.dbf
3360067;313440;MG;0013;MG-0013;STMG2101.dbf
3486788;313440;MG;0013;MG-0013;STMG2101.dbf
3549860;313440;MG;0013;MG-0013;STMG2101.dbf
3569357;313440;MG;;;STMG2101.dbf
3570428;313440;MG;0013;MG-0013;STMG2101.dbf
3570436;313440;MG;0013;MG-0013;STMG2101.dbf
3572129;313440;MG;0013;MG-0013;STMG2101.dbf
3572137;313440;MG;0013;MG-0013;STMG2101.dbf
3572145;313440;MG;0013;MG-0013;STMG2101.dbf
5597382;313440;MG;0013;MG-0013;STMG2101.dbf
5691265;313440;MG;0013;MG-0013;STMG2101.dbf
5851424;313440;MG;0013;MG-0013;STMG2101.dbf
5873894;313440;MG;0013;MG-0013;STMG2101.dbf
6075479;313440;MG;0013;MG-0013;STMG2101.dbf
6226698;313440;MG;0013;MG-0013;STMG2101.dbf
6317618;313440;MG;0013;MG-0013;STMG2101.dbf
6341497;313440;MG;0013;MG-0013;STMG2101.dbf
6580521;313440;MG;0013;MG-0013;STMG2101.dbf
6590322;313440;MG;0013;MG-0013;STMG2101.dbf
6599575;313440;MG;0013;MG-0013;STMG2101.dbf
6658253;313440;MG;0013;MG-0013;STMG2101.dbf
6692664;313440;MG;0013;MG-0013;STMG2101.dbf
6737188;313440;MG;0013;MG-0013;STMG2101.dbf
6792170;313440;MG;0013;MG-0013;STMG2101.dbf
6811116;313440;MG;0013;MG-0013;STMG2101.dbf
6811132;313440;MG;0013;MG-0013;STMG2101.dbf
6918646;313440;MG;0013;MG-0013;STMG2101.dbf
7038844;313440;MG;0013;MG-0013;STMG2101.dbf
7163835;313440;MG;0013;MG-0013;STMG2101.dbf
7177860;313440;MG;0013;MG-0013;STMG2101.dbf
7265514;313440;MG;0013;MG-0013;STMG2101.dbf
7268378;313440;MG;0013;MG-0013;STMG2101.dbf
7269668;313440;MG;0013;MG-0013;STMG2101.dbf
7320183;313440;MG;0013;MG-0013;STMG2101.dbf
7324707;313440;MG;0013;MG-0013;STMG2101.dbf
7332807;313440;MG;0013;MG-0013;STMG2101.dbf
7467273;313440;MG;0013;MG-0013;STMG2101.dbf
7554648;313440;MG;0013;MG-0013;STMG2101.dbf
7615744;313440;MG;0013;MG-0013;STMG2101.dbf
7635788;313440;MG;0013;MG-0013;STMG2101.dbf
7655711;313440;MG;0013;MG-0013;STMG2101.dbf
7726805;313440;MG;0013;MG-0013;STMG2101.dbf
7808917;313440;MG;0013;MG-0013;STMG2101.dbf
7831048;313440;MG;0013;MG-0013;STMG2101.dbf
7857349;313440;MG;0013;MG-0013;STMG2101.dbf
7907559;313440;MG;0013;MG-0013;STMG2101.dbf
7931255;313440;MG;0013;MG-0013;STMG2101.dbf
7951434;313440;MG;0013;MG-0013;STMG2101.dbf
7968558;313440;MG;0013;MG-0013;STMG2101.dbf
9105379;313440;MG;0013;MG-0013;STMG2101.dbf
9117741;313440;MG;0013;MG-0013;STMG2101.dbf
9132511;313440;MG;0013;MG-0013;STMG2101.dbf
9160302;313440;MG;;;STMG2101.dbf
9188622;313440;MG;0013;MG-0013;STMG2101.dbf
9201637;313440;MG;0013;MG-0013;STMG2101.dbf
9220410;313440;MG;0013;MG-0013;STMG2101.dbf
9245804;313440;MG;0013;MG-0013;STMG2101.dbf
9279660;313440;MG;0013;MG-0013;STMG2101.dbf
9289259;313440;MG;0013;MG-0013;STMG2101.dbf
9297863;313440;MG;0013;MG-0013;STMG2101.dbf
9379673;313440;MG;0013;MG-0013;STMG2101.dbf
9383352;313440;MG;0013;MG-0013;STMG2101.dbf
9416390;313440;MG;0013;MG-0013;STMG2101.dbf
9434747;313440;MG;0013;MG-0013;STMG2101.dbf
9517456;313440;MG;0013;MG-0013;STMG2101.dbf
9613641;313440;MG;0013;MG-0013;STMG2101.dbf
9697640;313440;MG;0013;MG-0013;STMG2101.dbf
9746706;313440;MG;0013;MG-0013;STMG2101.dbf
9753435;313440;MG;0013;MG-0013;STMG2101.dbf
9776788;313440;MG;0013;MG-0013;STMG2101.dbf
9806253;313440;MG;0013;MG-0013;STMG2101.dbf
9845151;313440;MG;0013;MG-0013;STMG2101.dbf
9874453;313440;MG;0013;MG-0013;STMG2101.dbf
9897739;313440;MG;0013;MG-0013;STMG2101.dbf
9952543;313440;MG;0013;MG-0013;STMG2101.dbf
9976337;313440;MG;0013;MG-0013;STMG2101.dbf
9982574;313440;MG;0013;MG-0013;STMG2101.dbf
2123673;313450;MG;0011;MG-0011;STMG2101.dbf
2218682;313450;MG;0011;MG-0011;STMG2101.dbf
6382584;313450;MG;0011;MG-0011;STMG2101.dbf
6812805;313450;MG;;;STMG2101.dbf
7686293;313450;MG;;;STMG2101.dbf
9279784;313450;MG;;;STMG2101.dbf
0262439;313460;MG;;;STMG2101.dbf
2114070;313460;MG;0002;MG-0002;STMG2101.dbf
2114089;313460;MG;0002;MG-0002;STMG2101.dbf
2116324;313460;MG;0002;MG-0002;STMG2101.dbf
2116383;313460;MG;0002;MG-0002;STMG2101.dbf
2117398;313460;MG;0002;MG-0002;STMG2101.dbf
2161117;313460;MG;0002;MG-0002;STMG2101.dbf
2161133;313460;MG;0002;MG-0002;STMG2101.dbf
2161168;313460;MG;0002;MG-0002;STMG2101.dbf
5661242;313460;MG;0002;MG-0002;STMG2101.dbf
6106684;313460;MG;0002;MG-0002;STMG2101.dbf
6596487;313460;MG;;;STMG2101.dbf
7234627;313460;MG;;;STMG2101.dbf
7291914;313460;MG;0002;MG-0002;STMG2101.dbf
7854161;313460;MG;;;STMG2101.dbf
