location_id;node_id;municipality_code
2751852;facility:2751852;355030
2751860;facility:2751860;355030
2751925;facility:2751925;355030
2751933;facility:2751933;355030
2751976;facility:2751976;355030
2752077;facility:2752077;355030
2754843;facility:2754843;351870
2755092;facility:2755092;353800
2755130;facility:2755130;354140
2758245;facility:2758245;352710
2765934;facility:2765934;355070
2765942;facility:2765942;355220
2766167;facility:2766167;354400
2772310;facility:2772310;353870
2773333;facility:2773333;351830
2774720;facility:2774720;350070
2784602;facility:2784602;352050
2785188;facility:2785188;355280
2785382;facility:2785382;353930
2786435;facility:2786435;352590
2786680;facility:2786680;355030
2790556;facility:2790556;350600
2790564;facility:2790564;350600
2790580;facility:2790580;350600
2790602;facility:2790602;350600
2790610;facility:2790610;354160
2790637;facility:2790637;351450
2790653;facility:2790653;352530
2790734;facility:2790734;350600
2790998;facility:2790998;353890
2791668;facility:2791668;350340
2791676;facility:2791676;350520
2791684;facility:2791684;350880
2791692;facility:2791692;351410
2791706;facility:2791706;351700
2791714;facility:2791714;351910
2791722;facility:2791722;352530
2791730;facility:2791730;350680
2791749;facility:2791749;353670
2791757;facility:2791757;353940
2791773;facility:2791773;350600
2792141;facility:2792141;351300
2792168;facility:2792168;351060
2792176;facility:2792176;352220
2798239;facility:2798239;352360
2798298;facility:2798298;354980
2801051;facility:2801051;351380
2812703;facility:2812703;355030
3001466;facility:3001466;355030
3012212;facility:3012212;352590
3021378;facility:3021378;355100
3028399;facility:3028399;351630
3126838;facility:3126838;355410
3139050;facility:3139050;352230
3212130;facility:3212130;355030
3223728;facility:3223728;354870
3254631;facility:3254631;350950
3314766;facility:3314766;354340
3753433;facility:3753433;350970
3774554;facility:3774554;354520
3825752;facility:3825752;353440
3828107;facility:3828107;353440
3949621;facility:3949621;355650
4047613;facility:4047613;351060
4049020;facility:4049020;353470
5033543;facility:5033543;350550
5130883;facility:5130883;355030
5170958;facility:5170958;352900
5200105;facility:5200105;351880
5366828;facility:5366828;350410
5420938;facility:5420938;355030
5437156;facility:5437156;355030
5451612;facility:5451612;355030
5586348;facility:5586348;354890
5718368;facility:5718368;355030
5851084;facility:5851084;351380
5860490;facility:5860490;352900
5869412;facility:5869412;354990
5887623;facility:5887623;354340
5932696;facility:5932696;353440
5935857;facility:5935857;354880
6020917;facility:6020917;354780
6024688;facility:6024688;355280
6053858;facility:6053858;350950
6095666;facility:6095666;350570
6123740;facility:6123740;355030
6135749;facility:6135749;355030
6136028;facility:6136028;355030
6164366;facility:6164366;350170
6212581;facility:6212581;354580
6233848;facility:6233848;351050
6236596;facility:6236596;354980
6270131;facility:6270131;354980
6284582;facility:6284582;353870
6289304;facility:6289304;350550
6391869;facility:6391869;355030
6451098;facility:6451098;350390
6479200;facility:6479200;355030
6591620;facility:6591620;350570
6603378;facility:6603378;353580
6655416;facility:6655416;354780
6669727;facility:6669727;351620
6680968;facility:6680968;353200
6878687;facility:6878687;351640
6891411;facility:6891411;355030
6943284;facility:6943284;350320
6966594;facility:6966594;355100
6984649;facility:6984649;355030
6992560;facility:6992560;352590
6998178;facility:6998178;355030
6998194;facility:6998194;355030
6998704;facility:6998704;354850
7019076;facility:7019076;355030
7021461;facility:7021461;354780
7047517;facility:7047517;354780
7066376;facility:7066376;352480
7113218;facility:7113218;354780
7188676;facility:7188676;353470
7228163;facility:7228163;352220
7320175;facility:7320175;355020
7371349;facility:7371349;355100
7373465;facility:7373465;354870
7378394;facility:7378394;355030
7385978;facility:7385978;355030
7473702;facility:7473702;353060
7544529;facility:7544529;351870
7572468;facility:7572468;355030
7573162;facility:7573162;352590
7580770;facility:7580770;350900
7603274;facility:7603274;352170
