node_id;node_type;name;municipality_code;latitude;longitude;capacity_beds;habilitation_level
facility:2079798;facility;CNES 2079798 (Campinas - SP);350950;;;;
facility:2079828;facility;CNES 2079828 (Taboão da Serra - SP);355280;;;;
facility:2079836;facility;CNES 2079836 (Itápolis - SP);352270;;;;
facility:2079860;facility;CNES 2079860 (Suzano - SP);355250;;;;
facility:2079879;facility;CNES 2079879 (Taquarituba - SP);355380;;;;
facility:2079895;facility;CNES 2079895 (Jales - SP);352480;;;;
facility:2079909;facility;CNES 2079909 (Pirangi - SP);353900;;;;
facility:2079917;facility;CNES 2079917 (Louveira - SP);352730;;;;
facility:2079925;facility;CNES 2079925 (Porto Feliz - SP);354060;;;;
facility:2079968;facility;CNES 2079968 (Urânia - SP);355580;;;;
facility:2079976;facility;CNES 2079976 (Laranjal Paulista - SP);352640;;;;
facility:2080028;facility;CNES 2080028 (Diadema - SP);351380;;;;
facility:2080044;facility;CNES 2080044 (São Joaquim da Barra - SP);354940;;;;
facility:2080052;facility;CNES 2080052 (Mogi das Cruzes - SP);353060;;;;
facility:2080079;facility;CNES 2080079 (Ferraz de Vasconcelos - SP);351570;;;;
facility:2080087;facility;CNES 2080087 (Tietê - SP);355450;;;;
facility:2080095;facility;CNES 2080095 (José Bonifácio - SP);352570;;;;
facility:2080109;facility;CNES 2080109 (Populina - SP);354040;;;;
facility:2080117;facility;CNES 2080117 (Franca - SP);351620;;;;
facility:2080125;facility;CNES 2080125 (São Paulo - SP);355030;;;;
facility:2080184;facility;CNES 2080184 (Itu - SP);352390;;;;
facility:2080192;facility;CNES 2080192 (Itu - SP);352390;;;;
facility:2080222;facility;CNES 2080222 (Caconde - SP);350870;;;;
facility:2080273;facility;CNES 2080273 (Santo André - SP);354780;;;;
facility:2080281;facility;CNES 2080281 (Herculândia - SP);351900;;;;
facility:2080338;facility;CNES 2080338 (Guarulhos - SP);351880;;;;
facility:2080346;facility;CNES 2080346 (São Paulo - SP);355030;;;;
facility:2080354;facility;CNES 2080354 (Santos - SP);354850;;;;
facility:2080362;facility;CNES 2080362 (Indiaporã - SP);352070;;;;
facility:2080370;facility;CNES 2080370 (Pirajuí - SP);353890;;;;
facility:2080400;facility;CNES 2080400 (Ribeirão Preto - SP);354340;;;;
facility:2080427;facility;CNES 2080427 (Guarulhos - SP);351880;;;;
facility:2080443;facility;CNES 2080443 (São Manuel - SP);355010;;;;
facility:2080451;facility;CNES 2080451 (Ipuã - SP);352130;;;;
facility:2080478;facility;CNES 2080478 (Pedregulho - SP);353700;;;;
facility:2080508;facility;CNES 2080508 (Álvares Machado - SP);350130;;;;
facility:2080524;facility;CNES 2080524 (Regente Feijó - SP);354240;;;;
facility:2080532;facility;CNES 2080532 (Presidente Prudente - SP);354140;;;;
facility:2080575;facility;CNES 2080575 (São Paulo - SP);355030;;;;
facility:2080583;facility;CNES 2080583 (São Paulo - SP);355030;;;;
facility:2080605;facility;CNES 2080605 (Torrinha - SP);355470;;;;
facility:2080621;facility;CNES 2080621 (Pompéia - SP);354000;;;;
facility:2080664;facility;CNES 2080664 (Tupã - SP);355500;;;;
facility:2080680;facility;CNES 2080680 (Mogi das Cruzes - SP);353060;;;;
facility:2080737;facility;CNES 2080737 (Gália - SP);351660;;;;
facility:2080745;facility;CNES 2080745 (Santa Cruz das Palmeiras - SP);354630;;;;
facility:2080788;facility;CNES 2080788 (São Paulo - SP);355030;;;;
facility:2080826;facility;CNES 2080826 (Itajobi - SP);352190;;;;
facility:2080842;facility;CNES 2080842 (Cândido Mota - SP);351000;;;;
facility:2080869;facility;CNES 2080869 (Paulo de Faria - SP);353660;;;;
facility:2080907;facility;CNES 2080907 (Pacaembu - SP);353490;;;;
facility:2080915;facility;CNES 2080915 (Bilac - SP);350640;;;;
facility:2080923;facility;CNES 2080923 (São José do Rio Pardo - SP);354970;;;;
facility:2080931;facility;CNES 2080931 (São Carlos - SP);354890;;;;
facility:2080958;facility;CNES 2080958 (Palmital - SP);353530;;;;
facility:2080966;facility;CNES 2080966 (Estrela d'Oeste - SP);351520;;;;
facility:2080982;facility;CNES 2080982 (Clementina - SP);351190;;;;
facility:2080990;facility;CNES 2080990 (Marília - SP);352900;;;;
facility:2081059;facility;CNES 2081059 (Paulínia - SP);353650;;;;
facility:2081083;facility;CNES 2081083 (Assis - SP);350400;;;;
facility:2081091;facility;CNES 2081091 (Itapira - SP);352260;;;;
facility:2081105;facility;CNES 2081105 (Valparaíso - SP);355630;;;;
facility:2081113;facility;CNES 2081113 (Rio Claro - SP);354390;;;;
facility:2081164;facility;CNES 2081164 (Ribeirão Preto - SP);354340;;;;
facility:2081202;facility;CNES 2081202 (Ribeirão Pires - SP);354330;;;;
facility:2081229;facility;CNES 2081229 (Parapuã - SP);353600;;;;
facility:2081237;facility;CNES 2081237 (Rinópolis - SP);354380;;;;
facility:2081253;facility;CNES 2081253 (Araras - SP);350330;;;;
facility:2081261;facility;CNES 2081261 (Boituva - SP);350700;;;;
facility:2081296;facility;CNES 2081296 (Cajobi - SP);350930;;;;
facility:2081342;facility;CNES 2081342 (Urupês - SP);355600;;;;
facility:2081350;facility;CNES 2081350 (Piraju - SP);353880;;;;
facility:2081377;facility;CNES 2081377 (Votuporanga - SP);355710;;;;
facility:2081385;facility;CNES 2081385 (Tupi Paulista - SP);355510;;;;
facility:2081393;facility;CNES 2081393 (Serra Negra - SP);355160;;;;
facility:2081407;facility;CNES 2081407 (Jarinu - SP);352520;;;;
facility:2081431;facility;CNES 2081431 (Lucélia - SP);352740;;;;
facility:2081458;facility;CNES 2081458 (Limeira - SP);352690;;;;
facility:2081466;facility;CNES 2081466 (Jaci - SP);352450;;;;
facility:2081482;facility;CNES 2081482 (Campinas - SP);350950;;;;
facility:2081490;facility;CNES 2081490 (Campinas - SP);350950;;;;
facility:2081512;facility;CNES 2081512 (Guaratinguetá - SP);351840;;;;
facility:2081520;facility;CNES 2081520 (Guaraçaí - SP);351780;;;;
facility:2081555;facility;CNES 2081555 (Itararé - SP);352320;;;;
facility:2081563;facility;CNES 2081563 (Espírito Santo do Pinhal - SP);351518;;;;
facility:2081571;facility;CNES 2081571 (Riolândia - SP);354420;;;;
facility:2081598;facility;CNES 2081598 (Tapiratiba - SP);355360;;;;
facility:2081644;facility;CNES 2081644 (Guaratinguetá - SP);351840;;;;
facility:2081652;facility;CNES 2081652 (General Salgado - SP);351690;;;;
facility:2081660;facility;CNES 2081660 (Ipaussu - SP);352090;;;;
facility:2081695;facility;CNES 2081695 (Sorocaba - SP);355220;;;;
facility:2081717;facility;CNES 2081717 (Descalvado - SP);351370;;;;
facility:2081725;facility;CNES 2081725 (Lins - SP);352710;;;;
facility:2081733;facility;CNES 2081733 (Americana - SP);350160;;;;
facility:2081768;facility;CNES 2081768 (Auriflama - SP);350420;;;;
facility:2081784;facility;CNES 2081784 (Brotas - SP);350790;;;;
facility:2081792;facility;CNES 2081792 (Macaubal - SP);352810;;;;
facility:2081806;facility;CNES 2081806 (Alto Alegre - SP);350110;;;;
facility:2081814;facility;CNES 2081814 (Guararapes - SP);351820;;;;
facility:2081873;facility;CNES 2081873 (Rancharia - SP);354220;;;;
facility:2081903;facility;CNES 2081903 (Vargem Grande do Sul - SP);355640;;;;
facility:2081970;facility;CNES 2081970 (São Paulo - SP);355030;;;;
facility:2081989;facility;CNES 2081989 (Borborema - SP);350740;;;;
facility:2082071;facility;CNES 2082071 (Cardoso - SP);351070;;;;
facility:2082098;facility;CNES 2082098 (Apiaí - SP);350270;;;;
facility:2082128;facility;CNES 2082128 (Campinas - SP);350950;;;;
facility:2082179;facility;CNES 2082179 (Americana - SP);350160;;;;
facility:2082187;facility;CNES 2082187 (Ribeirão Preto - SP);354340;;;;
facility:2082195;facility;CNES 2082195 (Amparo - SP);350190;;;;
facility:2082209;facility;CNES 2082209 (Barueri - SP);350570;;;;
facility:2082225;facility;CNES 2082225 (São Paulo - SP);355030;;;;
facility:2082276;facility;CNES 2082276 (Guarulhos - SP);351880;;;;
facility:2082284;facility;CNES 2082284 (São Sebastião da Grama - SP);355080;;;;
facility:2082306;facility;CNES 2082306 (Casa Branca - SP);351080;;;;
facility:2082322;facility;CNES 2082322 (Porto Ferreira - SP);354070;;;;
facility:2082349;facility;CNES 2082349 (Mauá - SP);352940;;;;
facility:2082381;facility;CNES 2082381 (Bebedouro - SP);350610;;;;
facility:2082411;facility;CNES 2082411 (Poá - SP);353980;;;;
facility:2082438;facility;CNES 2082438 (Chavantes - SP);355720;;;;
facility:2082446;facility;CNES 2082446 (Adamantina - SP);350010;;;;
facility:2082454;facility;CNES 2082454 (Tupã - SP);355500;;;;
facility:2082470;facility;CNES 2082470 (Araras - SP);350330;;;;
facility:2082497;facility;CNES 2082497 (Bernardino de Campos - SP);350630;;;;
facility:2082519;facility;CNES 2082519 (Paraguaçu Paulista - SP);353550;;;;
facility:2082527;facility;CNES 2082527 (Araraquara - SP);350320;;;;
facility:2082551;facility;CNES 2082551 (Ibirá - SP);351940;;;;
facility:2082586;facility;CNES 2082586 (Osvaldo Cruz - SP);353460;;;;
facility:2082594;facility;CNES 2082594 (São Caetano do Sul - SP);354880;;;;
facility:2082632;facility;CNES 2082632 (Barra Bonita - SP);350530;;;;
facility:2082640;facility;CNES 2082640 (Ibitinga - SP);351960;;;;
facility:2082659;facility;CNES 2082659 (Nova Granada - SP);353300;;;;
facility:2082667;facility;CNES 2082667 (Monte Aprazível - SP);353140;;;;
facility:2082675;facility;CNES 2082675 (Araçatuba - SP);350280;;;;
facility:2082691;facility;CNES 2082691 (Andradina - SP);350210;;;;
facility:2082721;facility;CNES 2082721 (São Roque - SP);355060;;;;
facility:2082748;facility;CNES 2082748 (Angatuba - SP);350220;;;;
facility:2082756;facility;CNES 2082756 (Salto Grande - SP);354540;;;;
facility:2082780;facility;CNES 2082780 (Cesário Lange - SP);351160;;;;
facility:2082810;facility;CNES 2082810 (Divinolândia - SP);351390;;;;
facility:2082829;facility;CNES 2082829 (São Paulo - SP);355030;;;;
facility:2082845;facility;CNES 2082845 (Olímpia - SP);353390;;;;
facility:2082853;facility;CNES 2082853 (Batatais - SP);350590;;;;
facility:2082861;facility;CNES 2082861 (Guarulhos - SP);351880;;;;
facility:2082888;facility;CNES 2082888 (Rio Claro - SP);354390;;;;
facility:2082926;facility;CNES 2082926 (Caraguatatuba - SP);351050;;;;
facility:2082934;facility;CNES 2082934 (Taguaí - SP);355300;;;;
facility:2082942;facility;CNES 2082942 (Macatuba - SP);352800;;;;
facility:2083019;facility;CNES 2083019 (Mirandópolis - SP);353010;;;;
facility:2083027;facility;CNES 2083027 (Pereira Barreto - SP);353740;;;;
facility:2083051;facility;CNES 2083051 (Aparecida - SP);350250;;;;
facility:2083086;facility;CNES 2083086 (Jaú - SP);352530;;;;
facility:2083094;facility;CNES 2083094 (Assis - SP);350400;;;;
facility:2083116;facility;CNES 2083116 (Marília - SP);352900;;;;
facility:2083140;facility;CNES 2083140 (Santa Isabel - SP);354680;;;;
facility:2083159;facility;CNES 2083159 (Rio Claro - SP);354390;;;;
facility:2083175;facility;CNES 2083175 (Piedade - SP);353780;;;;
facility:2083213;facility;CNES 2083213 (Terra Roxa - SP);355440;;;;
facility:2083264;facility;CNES 2083264 (Guapiara - SP);351760;;;;
facility:2083272;facility;CNES 2083272 (Bertioga - SP);350635;;;;
facility:2083493;facility;CNES 2083493 (Pontal - SP);354020;;;;
facility:2083604;facility;CNES 2083604 (Avaré - SP);350450;;;;
facility:2083876;facility;CNES 2083876 (Francisco Morato - SP);351630;;;;
facility:2083973;facility;CNES 2083973 (Guará - SP);351770;;;;
facility:2083981;facility;CNES 2083981 (Sumaré - SP);355240;;;;
facility:2084007;facility;CNES 2084007 (Bom Jesus dos Perdões - SP);350710;;;;
facility:2084023;facility;CNES 2084023 (Nazaré Paulista - SP);353240;;;;
facility:2084058;facility;CNES 2084058 (Santa Cruz do Rio Pardo - SP);354640;;;;
facility:2084074;facility;CNES 2084074 (Tabapuã - SP);355260;;;;
facility:2084139;facility;CNES 2084139 (São Paulo - SP);355030;;;;
facility:2084163;facility;CNES 2084163 (Diadema - SP);351380;;;;
facility:2084171;facility;CNES 2084171 (Sertãozinho - SP);355170;;;;
facility:2084228;facility;CNES 2084228 (São João da Boa Vista - SP);354910;;;;
facility:2084236;facility;CNES 2084236 (Mogi das Cruzes - SP);353060;;;;
facility:2084244;facility;CNES 2084244 (Indaiatuba - SP);352050;;;;
facility:2084252;facility;CNES 2084252 (Campinas - SP);350950;;;;
facility:2084317;facility;CNES 2084317 (Amparo - SP);350190;;;;
facility:2084384;facility;CNES 2084384 (Espírito Santo do Pinhal - SP);351518;;;;
facility:2084414;facility;CNES 2084414 (Ribeirão Preto - SP);354340;;;;
facility:2084422;facility;CNES 2084422 (São Pedro - SP);355040;;;;
facility:2084430;facility;CNES 2084430 (Conchal - SP);351220;;;;
facility:2084473;facility;CNES 2084473 (São Paulo - SP);355030;;;;
facility:2085143;facility;CNES 2085143 (Itapira - SP);352260;;;;
facility:2085194;facility;CNES 2085194 (Jacareí - SP);352440;;;;
facility:2085569;facility;CNES 2085569 (São José dos Campos - SP);354990;;;;
facility:2085976;facility;CNES 2085976 (Caieiras - SP);350900;;;;
facility:2086050;facility;CNES 2086050 (Marília - SP);352900;;;;
facility:2086271;facility;CNES 2086271 (Itapecerica da Serra - SP);352220;;;;
facility:2086336;facility;CNES 2086336 (Mairiporã - SP);352850;;;;
facility:2086719;facility;CNES 2086719 (Joanópolis - SP);352550;;;;
facility:2087057;facility;CNES 2087057 (Piracicaba - SP);353870;;;;
facility:2087103;facility;CNES 2087103 (Limeira - SP);352690;;;;
facility:2087111;facility;CNES 2087111 (Lorena - SP);352720;;;;
facility:2087219;facility;CNES 2087219 (Campo Limpo Paulista - SP);350960;;;;
facility:2087618;facility;CNES 2087618 (Votorantim - SP);355700;;;;
facility:2087642;facility;CNES 2087642 (Bananal - SP);350490;;;;
facility:2087715;facility;CNES 2087715 (Hortolândia - SP);351907;;;;
