distance_min_km,edge_type,source_health_region_id,target_health_region_id,flow,edges,source_region_total,share_of_source_region_flow,weighted_mean_distance_km
50.0,residence,MG-0030,MG-0006,5066.0,109,10008.0,0.506195,144.372793
50.0,residence,MG-0014,MG-0002,5000.0,245,9795.0,0.510465,120.700474
50.0,residence,PE-0006,PE-0001,4846.0,178,9350.0,0.518289,283.326835
50.0,residence,PR-0003,PR-0002,4763.0,105,8238.0,0.578174,94.965929
50.0,residence,PB-0002,PB-0001,4661.0,226,5283.0,0.882264,85.047574
50.0,residence,CE-0010,CE-0001,4563.0,174,6020.0,0.757973,197.504877
50.0,residence,CE-0008,CE-0001,4425.0,145,6236.0,0.709589,186.664933
50.0,residence,CE-0013,CE-0011,4353.0,40,6068.0,0.71737,82.093953
50.0,residence,CE-0012,CE-0011,4294.0,31,5296.0,0.810801,77.768296
50.0,residence,CE-0009,CE-0001,4292.0,99,5952.0,0.721102,143.392406
50.0,residence,GO-0009,GO-0001,4220.0,194,5887.0,0.716834,151.794037
50.0,residence,PI-0006,PI-0004,4209.0,165,4461.0,0.94351,103.192693
50.0,residence,PE-0012,PE-0001,4206.0,117,4364.0,0.963795,76.102801
50.0,residence,PI-0005,PI-0004,4191.0,149,4831.0,0.867522,110.832661
50.0,residence,PA-0006,PA-0001,4176.0,76,7651.0,0.545811,102.785922
50.0,residence,PR-0020,PR-0010,3945.0,84,7403.0,0.532892,82.973293
50.0,residence,ES-0002,ES-0001,3890.0,197,7253.0,0.53633,118.782087
50.0,residence,MA-0003,MA-0001,3839.0,138,5067.0,0.757648,117.959516
50.0,residence,CE-0006,CE-0001,3785.0,101,3977.0,0.951722,120.352576
50.0,residence,RN-0005,RN-0007,3772.0,175,4429.0,0.85166,88.66089
50.0,residence,MG-0009,MG-0002,3639.0,179,4651.0,0.782412,99.88671
50.0,residence,GO-0018,GO-0001,3587.0,110,12810.0,0.280016,152.421578
50.0,residence,PR-0021,PR-0002,3535.0,79,4817.0,0.733859,173.581009
50.0,residence,GO-0007,GO-0001,3473.0,129,4631.0,0.749946,158.44565
50.0,residence,SE-0001,SE-0008,3468.0,64,4564.0,0.75986,76.777975
50.0,residence,GO-0002,DF-0006,3279.0,75,6657.0,0.492564,93.67514
50.0,residence,PI-0002,PI-0004,3279.0,121,5001.0,0.655669,134.572706
50.0,residence,PA-0011,PA-0001,3278.0,138,31488.0,0.104103,442.520861
50.0,residence,BA-0016,BA-0001,3234.0,186,6269.0,0.515872,295.762389
50.0,residence,RN-0004,RN-0007,3191.0,162,4339.0,0.735423,182.760022
50.0,residence,CE-0007,CE-0001,3181.0,80,3485.0,0.912769,119.04123
50.0,residence,AM-0007,AM-0001,3175.0,122,6819.0,0.465611,119.637821
50.0,residence,PR-0019,PR-0017,3129.0,97,7529.0,0.415593,125.015445
50.0,residence,GO-0006,GO-0001,3063.0,133,4289.0,0.714152,161.927196
50.0,residence,CE-0004,CE-0001,3062.0,121,3299.0,0.92816,84.11366
50.0,residence,MG-0004,MG-0002,3044.0,207,9397.0,0.323933,245.671982
50.0,residence,PE-0005,PE-0004,2951.0,69,11319.0,0.260712,97.59681
50.0,residence,ES-0004,ES-0001,2895.0,97,9148.0,0.316463,156.200072
50.0,residence,SE-0004,SE-0008,2895.0,63,4478.0,0.646494,111.47074
50.0,residence,GO-0002,GO-0001,2854.0,124,6657.0,0.428722,300.91398
50.0,residence,ES-0003,ES-0001,2848.0,154,9623.0,0.295958,139.281652
50.0,residence,BA-0012,BA-0002,2832.0,83,11494.0,0.246389,112.437771
50.0,residence,BA-0021,BA-0001,2815.0,184,5686.0,0.495076,413.001204
50.0,residence,CE-0015,CE-0011,2696.0,41,3790.0,0.711346,156.23981
50.0,residence,AL-0003,AL-0001,2680.0,101,4223.0,0.63462,112.566045
50.0,residence,CE-0005,CE-0001,2679.0,77,4175.0,0.641677,146.894015
50.0,residence,BA-0031,BA-0001,2668.0,154,3447.0,0.774006,77.480262
50.0,residence,BA-0015,PE-0008,2662.0,26,6937.0,0.383739,140.767674
50.0,residence,BA-0004,BA-0001,2648.0,159,3822.0,0.692831,82.336924
50.0,residence,BA-0014,BA-0020,2639.0,70,3643.0,0.724403,89.561846
50.0,residence,MA-0007,MA-0001,2624.0,121,4070.0,0.644717,110.165273
50.0,residence,PR-0014,PR-0015,2622.0,101,6145.0,0.426688,94.21725
50.0,residence,PA-0007,PA-0001,2606.0,100,3748.0,0.695304,96.161818
50.0,residence,MA-0010,MA-0011,2601.0,32,4123.0,0.630851,112.333619
50.0,residence,ES-0001,ES-0003,2595.0,53,36552.0,0.070995,77.404903
50.0,residence,ES-0004,ES-0003,2587.0,19,9148.0,0.282794,116.58995
50.0,residence,MG-0003,MG-0002,2553.0,130,4611.0,0.553676,93.647681
50.0,residence,SP-0216,SP-0206,2516.0,70,18122.0,0.138837,157.99054
50.0,residence,MS-0010,MS-0001,2485.0,40,2655.0,0.93597,208.33495
50.0,residence,BA-0011,BA-0001,2434.0,167,4716.0,0.516115,235.300059
50.0,residence,BA-0018,BA-0001,2427.0,156,5086.0,0.477192,239.199325
50.0,residence,PE-0011,PE-0001,2401.0,100,4495.0,0.534149,376.974223
50.0,residence,GO-0010,GO-0001,2397.0,167,2795.0,0.857603,232.750906
50.0,residence,SP-0216,SP-0101,2381.0,170,18122.0,0.131387,117.794731
50.0,residence,CE-0016,CE-0011,2323.0,20,2661.0,0.87298,92.227375
50.0,residence,PI-0003,PI-0004,2310.0,68,2927.0,0.789204,162.398738
50.0,residence,PB-0004,PB-0003,2308.0,87,2397.0,0.96287,76.246828
50.0,residence,RS-0003,RS-0043,2297.0,49,7055.0,0.325585,83.800516
50.0,residence,MG-0024,MG-0018,2295.0,51,6419.0,0.357532,95.990247
50.0,residence,PR-0018,PR-0017,2281.0,69,4384.0,0.520301,73.448912
50.0,residence,GO-0015,GO-0001,2245.0,154,3334.0,0.673365,175.293874
50.0,residence,MA-0006,MA-0001,2231.0,132,3501.0,0.637247,102.889444
50.0,residence,MA-0004,MA-0001,2205.0,102,4554.0,0.48419,208.750963
50.0,residence,PE-0010,PE-0001,2192.0,113,4100.0,0.534634,287.153386
50.0,residence,MA-0002,MA-0001,2172.0,86,2650.0,0.819623,77.899031
50.0,residence,MT-0014,MT-5114,2170.0,13,5004.0,0.433653,117.307164
50.0,residence,RN-0006,RN-0002,2132.0,119,3269.0,0.652187,133.034103
50.0,residence,SE-0005,SE-0008,2127.0,71,2192.0,0.970347,73.746274
50.0,residence,PR-0004,PR-0002,2095.0,74,3513.0,0.596356,143.247489
50.0,residence,MS-0005,MS-0001,2080.0,35,2981.0,0.697752,148.887176
50.0,residence,PA-0013,PA-0001,2049.0,66,2481.0,0.825877,166.378154
50.0,residence,PI-0009,PI-0004,2013.0,98,2501.0,0.804878,267.636018
50.0,residence,BA-0013,BA-0001,2010.0,119,12470.0,0.161187,192.756777
50.0,residence,BA-0019,BA-0020,1998.0,69,7401.0,0.269964,131.378859
50.0,residence,BA-0005,BA-0001,1993.0,114,3967.0,0.502395,108.270207
50.0,residence,PR-0006,PR-0002,1946.0,75,2504.0,0.777157,179.289222
50.0,residence,GO-0014,GO-0001,1940.0,99,3322.0,0.583986,324.339868
50.0,residence,SE-0006,SE-0008,1933.0,28,2198.0,0.879436,98.245217
50.0,residence,MG-0019,MG-0017,1910.0,68,4998.0,0.382153,189.534573
50.0,residence,BA-0029,BA-0001,1901.0,138,3219.0,0.590556,121.971954
50.0,residence,MA-0009,MA-0001,1863.0,110,5242.0,0.355399,182.889205
50.0,residence,GO-0003,GO-0001,1816.0,73,3617.0,0.502074,67.448357
50.0,residence,AC-0002,AC-0001,1802.0,28,5153.0,0.349699,283.798791
50.0,residence,PR-0005,PR-0002,1795.0,93,7311.0,0.24552,230.68979
50.0,residence,TO-0002,TO-0001,1794.0,64,6464.0,0.277537,192.566731
50.0,residence,RN-0008,RN-0002,1792.0,11,2261.0,0.79257,56.666272
50.0,residence,PB-0012,PB-0001,1783.0,83,1889.0,0.943886,63.822868
50.0,residence,SP-0203,SP-0213,1780.0,23,5044.0,0.352895,86.107221
50.0,residence,GO-0004,GO-0001,1769.0,142,3869.0,0.457224,157.405871
50.0,residence,RN-0002,RN-0007,1753.0,86,7096.0,0.247041,231.842222
50.0,residence,PB-0005,PB-0003,1740.0,90,1954.0,0.890481,119.120526
50.0,residence,AM-0008,AM-0001,1739.0,69,6984.0,0.248998,196.376419
50.0,residence,BA-0026,BA-0025,1728.0,16,6777.0,0.25498,173.996541
50.0,residence,PE-0006,PE-0004,1723.0,47,9350.0,0.184278,171.486416
50.0,residence,PA-0005,PA-0003,1713.0,29,13545.0,0.126467,130.438737
50.0,residence,PI-0007,PI-0004,1708.0,90,2628.0,0.649924,171.370819
50.0,residence,SP-0207,SP-0101,1697.0,129,5129.0,0.330864,83.055066
50.0,residence,TO-0001,TO-0003,1674.0,25,12047.0,0.138956,115.557881
50.0,residence,MG-0026,MG-0012,1673.0,21,2430.0,0.688477,152.706796
50.0,residence,MT-0005,MT-0001,1653.0,63,5661.0,0.291998,242.445226
50.0,residence,MS-0009,MS-0001,1640.0,34,3642.0,0.450302,222.84459
50.0,residence,PR-0008,PR-0010,1635.0,42,6615.0,0.247166,103.595727
50.0,residence,PA-0008,PA-0001,1633.0,78,12135.0,0.134569,243.100371
50.0,residence,RS-0015,RS-0006,1624.0,53,2647.0,0.613525,86.390544
50.0,residence,BA-0028,PE-0008,1597.0,21,7105.0,0.224771,129.15357
50.0,residence,MA-0008,MA-0001,1583.0,74,4845.0,0.326729,212.065987
50.0,residence,PR-0011,PR-0010,1581.0,30,5410.0,0.292237,100.054626
50.0,residence,MS-0003,MS-0002,1575.0,33,3683.0,0.427641,105.492803
50.0,residence,SP-0211,SP-0206,1570.0,28,8153.0,0.192567,117.36653
50.0,residence,SP-0209,SP-0206,1566.0,59,8140.0,0.192383,175.265401
50.0,residence,CE-0003,CE-0001,1553.0,62,1771.0,0.876906,61.154711
50.0,residence,GO-0022,GO-0001,1488.0,91,1519.0,0.979592,123.28908
50.0,residence,CE-0018,CE-0021,1474.0,19,3621.0,0.40707,117.236856
50.0,residence,BA-0027,BA-0001,1455.0,109,2824.0,0.515227,362.848708
50.0,residence,MS-0008,MS-0001,1453.0,26,2291.0,0.634221,286.431924
50.0,residence,MA-0005,MA-0001,1443.0,71,2667.0,0.541057,184.45926
50.0,residence,PE-0009,PE-0001,1425.0,60,5630.0,0.253108,585.99517
50.0,residence,AL-0005,AL-0001,1412.0,43,1544.0,0.914508,70.145663
50.0,residence,CE-0020,CE-0021,1409.0,19,1909.0,0.738083,80.20773
50.0,residence,SE-0002,SE-0008,1398.0,45,1537.0,0.909564,70.079631
50.0,residence,PR-0009,PR-0010,1389.0,24,2355.0,0.589809,80.537562
50.0,residence,PR-0005,PR-0010,1386.0,31,7311.0,0.189577,136.30585
50.0,residence,SP-0219,SP-0204,1358.0,7,2328.0,0.583333,54.298464
50.0,residence,AM-0005,AM-0001,1334.0,62,8175.0,0.16318,331.875359
50.0,residence,RS-0019,RS-0006,1320.0,45,2822.0,0.467753,132.412043
50.0,residence,MG-0028,DF-0006,1298.0,59,4345.0,0.298734,154.057973
50.0,residence,PI-0016,PI-0009,1271.0,27,2127.0,0.597555,79.359042
50.0,residence,ES-0001,ES-0002,1270.0,73,36552.0,0.034745,94.107419
50.0,residence,MG-0029,MG-0006,1270.0,35,2437.0,0.521133,137.910872
50.0,residence,MT-0013,MT-0001,1253.0,49,4340.0,0.28871,144.857827
50.0,residence,SP-0208,SP-0213,1238.0,24,3345.0,0.370105,78.795229
50.0,residence,MA-0016,MA-0011,1237.0,24,5274.0,0.234547,173.855833
50.0,residence,AL-0002,AL-0001,1233.0,62,1762.0,0.699773,81.11415
50.0,residence,MG-0016,MG-0002,1233.0,104,4672.0,0.263913,242.697514
50.0,residence,MG-0027,MG-0018,1233.0,29,1817.0,0.678591,68.534831
50.0,residence,PB-0007,PB-0006,1199.0,43,2072.0,0.578668,101.150799
50.0,residence,CE-0019,CE-0021,1196.0,13,1671.0,0.715739,61.260276
50.0,residence,PA-0004,PA-0003,1196.0,39,11055.0,0.108186,94.787618
50.0,residence,PI-0001,PI-0004,1194.0,39,2622.0,0.455378,256.296538
50.0,residence,BA-0028,BA-0001,1186.0,73,7105.0,0.166925,334.668994
50.0,residence,RS-0016,RS-0001,1184.0,83,1472.0,0.804348,91.283217
50.0,residence,CE-0010,CE-0008,1181.0,11,6020.0,0.196179,126.519507
50.0,residence,PE-0008,PE-0001,1180.0,38,4509.0,0.261699,616.608179
50.0,residence,MG-0023,MG-0002,1177.0,93,3343.0,0.352079,166.187453
50.0,residence,SP-0224,SP-0217,1176.0,13,1654.0,0.711004,75.692902
50.0,residence,BA-0015,BA-0001,1173.0,73,6937.0,0.169093,450.227308
50.0,residence,CE-0017,CE-0021,1172.0,14,2225.0,0.526742,87.31128
50.0,residence,MT-0012,MT-0002,1163.0,16,3861.0,0.301217,240.531156
50.0,residence,PR-0013,PR-0015,1162.0,39,2039.0,0.569887,79.277248
50.0,residence,MG-0018,MG-0005,1148.0,78,2336.0,0.491438,79.760464
50.0,residence,SP-0204,SP-0101,1135.0,42,2263.0,0.501547,60.371024
50.0,residence,CE-0014,CE-0001,1132.0,38,1420.0,0.797183,329.956433
50.0,residence,SC-0007,SC-0018,1127.0,47,1849.0,0.609519,89.340308
50.0,residence,ES-3203,ES-0004,1122.0,2,1607.0,0.698195,63.630853
50.0,residence,CE-0018,CE-0001,1119.0,70,3621.0,0.309031,291.523491
50.0,residence,BA-0017,BA-0001,1114.0,76,2466.0,0.451744,229.365754
50.0,residence,BA-0022,BA-0025,1093.0,10,3517.0,0.310776,222.228429
50.0,residence,SE-0004,SE-0002,1091.0,15,4478.0,0.243636,85.49572
50.0,residence,MA-0013,MA-0014,1090.0,13,6135.0,0.177669,128.249066
50.0,residence,MS-0006,MS-0002,1086.0,36,2210.0,0.491403,141.795906
50.0,residence,PI-0011,PI-0010,1083.0,14,4445.0,0.243645,177.99219
50.0,residence,PR-0022,PR-0016,1083.0,25,2515.0,0.430616,107.027404
50.0,residence,MG-0017,MG-0002,1060.0,89,7244.0,0.146328,372.940054
50.0,residence,SP-0217,SP-0101,1060.0,62,6417.0,0.165186,115.386233
50.0,residence,CE-0011,CE-0001,1057.0,74,7520.0,0.140559,199.297055
50.0,residence,BA-0025,BA-0001,1037.0,63,16943.0,0.061205,755.02563
50.0,residence,AL-0008,AL-0001,1028.0,45,1474.0,0.697422,113.920906
50.0,residence,BA-0007,BA-0006,1019.0,27,3234.0,0.31509,73.004256
50.0,residence,MS-0002,MS-0001,1010.0,20,1713.0,0.589609,155.276502
50.0,residence,CE-0015,CE-0001,1007.0,74,3790.0,0.265699,280.866321
50.0,residence,AL-0007,AL-0001,1004.0,40,1233.0,0.814274,94.584899
50.0,residence,MG-0006,MG-0002,1003.0,74,15707.0,0.063857,418.788041
50.0,residence,PA-0007,AP-0001,1002.0,10,3748.0,0.267343,65.428873
50.0,residence,GO-0004,GO-0003,995.0,40,3869.0,0.257172,122.440044
50.0,residence,SP-0217,SP-3517,994.0,19,6417.0,0.154901,75.485662
50.0,residence,MG-0024,MG-0002,992.0,90,6419.0,0.154541,209.741057
50.0,residence,MA-0017,MA-0001,974.0,51,5266.0,0.18496,202.230447
50.0,residence,AL-0010,AL-0001,967.0,42,2194.0,0.440747,131.930621
50.0,residence,SP-0214,SP-0207,961.0,27,3856.0,0.249222,96.077556
50.0,residence,PI-0014,PI-0013,953.0,12,2471.0,0.385674,125.595112
50.0,residence,PR-0021,PR-0003,952.0,23,4817.0,0.197633,99.612893
50.0,residence,MS-0007,MS-0001,951.0,25,7649.0,0.12433,241.704291
50.0,residence,SP-0017,SP-0217,949.0,19,1957.0,0.484926,90.707065
50.0,residence,CE-0009,CE-0008,947.0,10,5952.0,0.159106,90.532664
50.0,residence,PI-0008,PI-0004,944.0,49,1596.0,0.591479,233.78211
50.0,residence,MG-0021,MG-0022,930.0,18,3716.0,0.250269,64.672219
50.0,residence,AL-0010,AL-0003,929.0,3,2194.0,0.423428,65.973651
50.0,residence,GO-0013,GO-0001,928.0,72,1539.0,0.602989,376.600745
50.0,residence,GO-0014,GO-0015,926.0,10,3322.0,0.278748,179.23348
50.0,residence,SC-0025,SC-0011,916.0,4,1631.0,0.561619,56.812565
50.0,residence,BA-0024,BA-0030,907.0,10,2454.0,0.369601,70.881371
50.0,residence,SC-0014,SC-0018,900.0,53,2040.0,0.441176,91.231315
50.0,residence,MA-0004,PI-0001,897.0,21,4554.0,0.19697,86.198159
50.0,residence,PE-0003,PE-0006,888.0,43,14794.0,0.060024,73.204172
50.0,residence,PI-0015,PI-0010,887.0,5,2797.0,0.317125,214.898462
50.0,residence,MG-0019,MG-0002,885.0,83,4998.0,0.177071,505.502559
50.0,residence,RS-0005,RS-0001,885.0,67,4245.0,0.208481,105.231418
50.0,residence,SP-0101,SP-0217,880.0,8,3533.0,0.24908,140.216872
50.0,residence,PE-0008,BA-0015,872.0,16,4509.0,0.193391,113.239516
50.0,residence,PI-0011,PI-0004,861.0,58,4445.0,0.193701,350.7824
50.0,residence,PE-0007,PE-0001,859.0,42,2062.0,0.416586,461.215936
50.0,residence,PI-0010,PI-0004,858.0,58,3442.0,0.249274,246.35049
50.0,residence,SP-0221,SP-0217,854.0,7,1726.0,0.494786,89.034253
50.0,residence,MG-0007,MG-0002,848.0,55,4755.0,0.178339,301.409653
50.0,residence,CE-0013,CE-0001,845.0,61,6068.0,0.139255,278.622442
50.0,residence,BA-0029,BA-0004,844.0,14,3219.0,0.262193,57.265117
50.0,residence,AC-0003,AC-0002,842.0,4,3094.0,0.27214,153.502774
50.0,residence,CE-0012,CE-0001,831.0,57,5296.0,0.156911,196.995784
50.0,residence,RS-0008,RS-0001,830.0,52,2221.0,0.373706,179.324965
50.0,residence,PR-0018,PR-0016,829.0,24,4384.0,0.189097,98.356814
50.0,residence,PR-0019,PR-0016,826.0,30,7529.0,0.109709,154.72852
50.0,residence,SP-0212,SP-0101,823.0,70,3883.0,0.21195,131.332589
50.0,residence,BA-0018,BA-0002,815.0,33,5086.0,0.160244,180.520827
50.0,residence,ES-0003,ES-0004,815.0,11,9623.0,0.084693,81.780498
50.0,residence,MS-0004,MS-0002,811.0,23,1923.0,0.421737,127.809434
50.0,residence,MA-0011,MA-0001,809.0,43,4860.0,0.166461,315.929983
50.0,residence,RN-0006,RN-0007,806.0,74,3269.0,0.246559,329.226194
50.0,residence,PA-0010,PA-0001,805.0,36,14150.0,0.05689,573.198008
50.0,residence,PE-0004,PE-0006,801.0,46,25284.0,0.03168,102.458471
50.0,residence,PI-0016,PI-0004,800.0,55,2127.0,0.376117,326.0895
50.0,residence,MS-0004,PR-0010,790.0,9,1923.0,0.410816,203.422021
50.0,residence,MA-0015,MA-0001,788.0,62,2594.0,0.303778,250.958469
50.0,residence,MG-0021,MG-0010,787.0,22,3716.0,0.211787,71.211446
50.0,residence,SP-0218,SP-0213,780.0,8,816.0,0.955882,56.449517
50.0,residence,BA-0007,BA-0001,779.0,67,3234.0,0.240878,210.246002
50.0,residence,MG-0020,MG-0003,779.0,27,2031.0,0.383555,65.536354
50.0,residence,GO-0011,GO-0001,778.0,28,820.0,0.94878,74.844843
50.0,residence,PR-0004,PR-0003,777.0,25,3513.0,0.221178,77.096292
50.0,residence,PE-0009,PE-0008,772.0,26,5630.0,0.137123,184.703264
50.0,residence,SC-0001,SC-0010,771.0,25,1504.0,0.512633,85.878601
50.0,residence,BA-0028,BA-0015,769.0,24,7105.0,0.108234,124.341233
50.0,residence,BA-0024,BA-0020,768.0,55,2454.0,0.312958,189.642646
50.0,residence,SC-0015,SC-0018,768.0,35,3333.0,0.230423,148.528817
50.0,residence,MA-0012,MA-0011,767.0,31,9853.0,0.077844,273.227861
50.0,residence,PI-0002,PI-0001,757.0,21,5001.0,0.15137,102.520068
50.0,residence,AM-0002,AM-0001,756.0,45,6839.0,0.110542,551.711275
50.0,residence,CE-0017,CE-0001,756.0,42,2225.0,0.339775,303.134073
50.0,residence,SP-0017,SP-3517,751.0,11,1957.0,0.383751,68.86934
50.0,residence,BA-0010,BA-0001,747.0,44,3855.0,0.193774,376.557249
50.0,residence,RS-0009,RS-0001,739.0,35,1800.0,0.410556,109.28772
50.0,residence,GO-0003,DF-0006,733.0,27,3617.0,0.202654,77.137072
50.0,residence,PR-0009,PR-4109,733.0,11,2355.0,0.311253,59.801717
50.0,residence,SP-0201,SP-0101,733.0,44,2990.0,0.245151,55.998025
50.0,residence,MG-0020,MG-0002,730.0,63,2031.0,0.359429,130.138673
50.0,residence,AL-0003,AL-0007,728.0,10,4223.0,0.172389,125.396898
50.0,residence,BA-0010,PE-0008,724.0,17,3855.0,0.187808,203.777426
50.0,residence,AM-0003,AC-0001,720.0,9,7180.0,0.100279,141.075754
50.0,residence,PE-0006,PE-0011,719.0,25,9350.0,0.076898,116.391093
50.0,residence,PI-0014,PI-0010,713.0,13,2471.0,0.288547,419.014562
50.0,residence,RJ-0000,RJ-0019,713.0,24,3810.0,0.187139,63.397911
50.0,residence,SE-0003,SE-0008,713.0,8,835.0,0.853892,51.861134
50.0,residence,BA-0026,BA-0001,712.0,58,6777.0,0.105061,589.806266
50.0,residence,SC-0005,SC-0010,712.0,28,1350.0,0.527407,84.911885
50.0,residence,SP-0203,SP-0206,711.0,16,5044.0,0.14096,79.720887
50.0,residence,BA-0017,BA-0002,708.0,28,2466.0,0.287105,121.530991
50.0,residence,RS-0011,RS-0006,699.0,36,1329.0,0.525959,74.173281
50.0,residence,PR-0011,PR-0015,690.0,57,5410.0,0.127542,103.248837
50.0,residence,SP-0202,SP-0215,690.0,46,3526.0,0.195689,121.917138
50.0,residence,MS-0011,MS-0001,689.0,11,7011.0,0.098274,300.142828
50.0,residence,RS-0003,RS-0001,687.0,35,7055.0,0.097378,237.312677
50.0,residence,PI-0012,PI-0004,685.0,43,2540.0,0.269685,439.27846
50.0,residence,AL-0006,AL-0001,684.0,30,1265.0,0.540711,105.361734
50.0,residence,PE-0010,PE-0004,672.0,31,4100.0,0.163902,181.35321
50.0,residence,PR-0014,PR-0016,672.0,25,6145.0,0.109357,144.616327
50.0,residence,SP-0215,SP-0005,669.0,36,14290.0,0.046816,139.254505
50.0,residence,RN-0002,RN-0006,668.0,36,7096.0,0.094138,116.348295
50.0,residence,MT-0007,MT-0001,666.0,44,11432.0,0.058258,178.6061
50.0,residence,AL-0012,AL-0001,665.0,15,670.0,0.992537,66.610538
50.0,residence,BA-0008,BA-0001,664.0,42,2234.0,0.297225,398.893638
50.0,residence,MT-0002,MT-0001,663.0,40,9373.0,0.070735,225.125411
50.0,residence,MA-0014,MA-0001,659.0,58,3189.0,0.206648,303.912245
50.0,residence,BA-0020,BA-0001,654.0,56,5707.0,0.114596,340.168355
50.0,residence,MG-0008,MG-0002,652.0,69,2585.0,0.252224,132.394739
50.0,residence,MA-2111,MA-0011,647.0,5,725.0,0.892414,102.990816
50.0,residence,MG-0028,MG-0007,647.0,18,4345.0,0.148907,179.207997
50.0,residence,MT-0009,MT-0001,644.0,41,5099.0,0.126299,599.503912
50.0,residence,MT-0014,MT-0001,641.0,36,5004.0,0.128098,351.342877
50.0,residence,RS-0012,RS-0017,636.0,21,2424.0,0.262376,129.556099
50.0,residence,BA-0005,BA-0007,628.0,13,3967.0,0.158306,120.617241
50.0,residence,CE-0005,CE-0008,625.0,7,4175.0,0.149701,76.254385
50.0,residence,PR-0020,PR-0002,623.0,51,7403.0,0.084155,480.198664
50.0,residence,MA-0018,MA-0001,618.0,45,4172.0,0.14813,269.214441
50.0,residence,BA-0030,BA-0020,613.0,29,2423.0,0.252992,254.417647
50.0,residence,SP-0219,SP-0101,612.0,36,2328.0,0.262887,59.605198
50.0,residence,BA-0016,BA-0002,604.0,34,6269.0,0.096347,186.512163
50.0,residence,PB-0003,PB-0001,603.0,48,3863.0,0.156096,114.798491
50.0,residence,MA-0009,MA-0008,599.0,8,5242.0,0.114269,87.389584
50.0,residence,PI-0002,PI-0003,599.0,13,5001.0,0.119776,83.565485
50.0,residence,PI-0011,PI-0012,598.0,23,4445.0,0.134533,101.829119
50.0,residence,MA-0013,MA-0018,590.0,18,6135.0,0.09617,158.057464
50.0,residence,MG-0008,MG-0018,590.0,23,2585.0,0.22824,72.778492
50.0,residence,PR-0019,PR-0018,589.0,35,7529.0,0.078231,84.260208
50.0,residence,RS-0013,RS-0001,587.0,42,1330.0,0.441353,126.173364
50.0,residence,SC-0016,SC-0011,580.0,6,1330.0,0.43609,81.84022
50.0,residence,RS-0006,RS-0001,575.0,30,6204.0,0.092682,128.610377
50.0,residence,GO-0012,GO-0001,572.0,51,955.0,0.598953,253.765988
50.0,residence,MA-0014,MA-0013,572.0,14,3189.0,0.179367,77.749233
50.0,residence,PB-0002,PB-0003,571.0,34,5283.0,0.108083,61.884593
50.0,residence,SP-0210,SP-0207,568.0,27,2614.0,0.217292,75.865311
50.0,residence,TO-0003,TO-0001,566.0,8,632.0,0.89557,173.581233
50.0,residence,PE-0010,PE-0011,562.0,24,4100.0,0.137073,92.106538
50.0,residence,MA-0014,MA-0005,560.0,23,3189.0,0.175604,89.036353
50.0,residence,PA-0012,PA-0001,559.0,53,11709.0,0.047741,727.868879
50.0,residence,PI-0017,PI-0009,558.0,17,1345.0,0.41487,113.241143
50.0,residence,CE-0021,CE-0001,556.0,25,593.0,0.937605,393.624798
50.0,residence,PA-0010,PA-0009,556.0,13,14150.0,0.039293,311.694823
50.0,residence,RS-0010,RS-0006,556.0,10,3093.0,0.179761,378.692876
50.0,residence,BA-0019,BA-0001,553.0,53,7401.0,0.07472,348.303582
50.0,residence,MS-0003,PR-0010,547.0,12,3683.0,0.14852,259.248814
50.0,residence,PB-0008,PB-0006,547.0,21,1356.0,0.403392,78.822973
50.0,residence,RS-0019,RS-0011,546.0,15,2822.0,0.19348,97.445958
50.0,residence,PR-0008,PR-0002,543.0,53,6615.0,0.082086,410.72767
50.0,residence,RS-0010,RS-0004,540.0,10,3093.0,0.174588,196.023228
50.0,residence,SC-0012,SC-0018,533.0,27,849.0,0.627797,144.269603
50.0,residence,MG-0011,MG-0002,532.0,45,7072.0,0.075226,220.197502
50.0,residence,MA-0018,PI-0004,530.0,21,4172.0,0.127037,77.263293
50.0,residence,MG-0027,MG-0005,527.0,39,1817.0,0.290039,75.871027
50.0,residence,SC-0026,SC-0011,527.0,4,1118.0,0.471377,82.926589
50.0,residence,MS-0012,MS-0002,526.0,14,888.0,0.592342,70.686667
50.0,residence,PI-0017,PI-0004,526.0,39,1345.0,0.391078,378.859851
50.0,residence,PB-0009,PB-0001,525.0,43,1075.0,0.488372,404.02497
50.0,residence,BA-0022,BA-0001,523.0,47,3517.0,0.148706,533.569734
50.0,residence,PR-0019,PR-0002,522.0,52,7529.0,0.069332,218.078678
50.0,residence,SP-0217,SP-0221,522.0,3,6417.0,0.081346,63.690266
50.0,residence,MA-0016,MA-0001,515.0,36,5274.0,0.097649,365.105838
50.0,residence,BA-0006,BA-0001,512.0,37,1481.0,0.345712,229.716975
50.0,residence,BA-0003,BA-0002,509.0,27,10512.0,0.048421,86.903231
50.0,residence,MA-0009,MA-2109,509.0,5,5242.0,0.0971,60.125029
50.0,residence,PE-0002,PE-0004,507.0,20,17091.0,0.029665,57.800201
50.0,residence,RJ-0207,RJ-0019,505.0,23,812.0,0.621921,105.20812
50.0,residence,AL-0006,AL-0007,502.0,6,1265.0,0.396838,56.668563
50.0,residence,AL-0004,AL-0001,499.0,30,632.0,0.789557,97.805706
50.0,residence,PR-0008,PR-0007,499.0,32,6615.0,0.075435,82.62069
50.0,residence,PE-0011,PE-0004,497.0,22,4495.0,0.110567,261.753193
