distance_min_km,edge_type,source_health_region_id,target_health_region_id,flow,edges,source_region_total,share_of_source_region_flow,weighted_mean_distance_km
25.0,residence,MA-0013,MA-0015,261.0,17,8893.0,0.029349,235.5635
25.0,residence,PR-0015,PR-0017,260.0,18,9469.0,0.027458,82.326639
25.0,residence,BA-0009,BA-0008,259.0,16,8080.0,0.032054,110.679938
25.0,residence,SP-0224,SP-0101,259.0,17,2256.0,0.114805,154.886093
25.0,residence,CE-0019,CE-0001,258.0,26,3807.0,0.06777,407.764058
25.0,residence,MG-0024,MG-0008,258.0,20,13305.0,0.019391,89.872938
25.0,residence,RJ-0003,RJ-0019,258.0,14,469.0,0.550107,99.575375
25.0,residence,PI-0003,PI-0001,257.0,12,3669.0,0.070046,138.61184
25.0,residence,AM-0009,AM-0005,256.0,3,6482.0,0.039494,99.355714
25.0,residence,PI-0004,PI-0002,256.0,8,10613.0,0.024121,88.583001
25.0,residence,RS-0010,RS-0012,256.0,4,11991.0,0.021349,56.89855
25.0,residence,SC-0022,SC-0018,254.0,12,1312.0,0.193598,165.083865
25.0,residence,CE-0014,CE-0008,253.0,4,1429.0,0.177047,159.86482
25.0,residence,MG-0017,MG-0004,253.0,4,11010.0,0.022979,63.258415
25.0,residence,MT-0011,MT-0001,253.0,21,5409.0,0.046774,653.275072
25.0,residence,MA-2108,MA-0001,252.0,19,742.0,0.339623,156.985191
25.0,residence,SP-0017,SP-0224,252.0,8,3111.0,0.081003,39.374499
25.0,residence,RJ-0207,RJ-0033,251.0,2,812.0,0.309113,82.44012
25.0,residence,SP-0202,SP-0002,251.0,6,6869.0,0.036541,39.080364
25.0,residence,MG-0028,MG-0002,250.0,25,5511.0,0.045364,466.763002
25.0,residence,PR-0013,PR-0011,250.0,13,4288.0,0.058302,54.594732
25.0,residence,PR-0012,PR-0010,249.0,15,9454.0,0.026338,121.077888
25.0,residence,SP-0206,SP-0005,249.0,10,29477.0,0.008447,205.363077
25.0,residence,BA-0002,BA-0012,248.0,10,11656.0,0.021277,75.55951
25.0,residence,AP-0002,AP-0001,247.0,12,426.0,0.579812,237.700809
25.0,residence,SP-0010,SP-0210,247.0,5,293.0,0.843003,47.596333
25.0,residence,BA-0030,BA-0024,245.0,18,3633.0,0.067437,79.167724
25.0,residence,MA-0018,MA-0004,245.0,5,7672.0,0.031934,36.852925
25.0,residence,SP-0203,SP-0101,244.0,23,9480.0,0.025738,249.790331
25.0,residence,SP-0217,SP-0224,242.0,11,11663.0,0.020749,38.441182
25.0,residence,BA-0004,BA-0002,241.0,15,6482.0,0.03718,81.575033
25.0,residence,PR-0007,PR-0002,240.0,27,6149.0,0.039031,329.092446
25.0,residence,PA-0003,PA-0005,239.0,13,10576.0,0.022598,189.061301
25.0,residence,AM-0008,AM-0002,238.0,3,11815.0,0.020144,193.48621
25.0,residence,GO-0012,GO-0003,237.0,12,1110.0,0.213514,225.411601
25.0,residence,GO-0015,SP-0005,235.0,13,3874.0,0.060661,332.069806
25.0,residence,BA-0017,BA-0018,234.0,8,2907.0,0.080495,55.198698
25.0,residence,PE-0001,PE-0004,234.0,12,30866.0,0.007581,70.074278
25.0,residence,SP-0005,SP-0213,234.0,4,698.0,0.335244,102.743251
25.0,residence,SC-0015,SC-0002,232.0,10,7708.0,0.030099,116.935491
25.0,residence,BA-0012,BA-0003,231.0,13,13420.0,0.017213,181.804176
25.0,residence,PB-0007,PB-0003,231.0,25,2742.0,0.084245,240.316306
25.0,residence,SC-0004,SC-0015,231.0,21,4797.0,0.048155,80.492966
25.0,residence,PI-0006,PI-0010,230.0,4,6044.0,0.038054,71.858424
25.0,residence,BA-0027,BA-0002,228.0,12,4791.0,0.047589,306.214515
25.0,residence,MG-0017,MG-0023,228.0,14,11010.0,0.020708,241.860284
25.0,residence,SP-0205,SP-0215,228.0,13,5616.0,0.040598,74.057534
25.0,residence,SP-0217,SP-0219,228.0,2,11663.0,0.019549,39.24966
25.0,residence,MG-0018,MG-0002,227.0,26,7057.0,0.032167,182.996585
25.0,residence,MS-0006,MS-0001,227.0,14,4917.0,0.046166,229.489114
25.0,residence,MT-0008,MT-0001,226.0,20,6192.0,0.036499,383.736513
25.0,residence,TO-0001,MT-0016,226.0,1,17379.0,0.013004,86.8165
25.0,residence,PR-0017,PR-0015,224.0,15,13830.0,0.016197,83.670582
25.0,residence,PA-0003,PA-0004,223.0,16,10576.0,0.021085,71.690497
25.0,residence,PR-0010,PR-0020,223.0,12,11147.0,0.020005,58.407087
25.0,residence,SC-0028,SC-0010,223.0,2,643.0,0.346812,67.714682
25.0,residence,SP-0101,SP-0204,223.0,8,49979.0,0.004462,47.405504
25.0,residence,SP-0101,MG-0002,222.0,14,49979.0,0.004442,499.066493
25.0,residence,TO-0001,SP-0005,222.0,9,17379.0,0.012774,1112.710758
25.0,residence,SC-0022,SC-0006,221.0,3,1312.0,0.168445,30.916604
25.0,residence,ES-0005,ES-0003,220.0,4,388.0,0.56701,67.480129
25.0,residence,MG-0022,SP-0213,220.0,10,7954.0,0.027659,117.567385
25.0,residence,MG-0028,SP-0005,220.0,4,5511.0,0.03992,499.873373
25.0,residence,CE-0016,CE-0001,218.0,18,3804.0,0.057308,270.924048
25.0,residence,GO-0001,GO-0003,218.0,20,20996.0,0.010383,52.136681
25.0,residence,PB-0010,RN-0006,217.0,12,1768.0,0.122738,52.432204
25.0,residence,PR-0015,PR-0016,217.0,15,9469.0,0.022917,53.791634
25.0,residence,GO-0009,GO-0022,216.0,11,6239.0,0.034621,109.589901
25.0,residence,SE-0003,SE-0005,216.0,13,3442.0,0.062754,38.492778
25.0,residence,DF-0006,GO-0001,215.0,12,75042.0,0.002865,186.869495
25.0,residence,MS-0006,PR-0010,215.0,2,4917.0,0.043726,140.018808
25.0,residence,MS-0008,MS-0007,215.0,5,5532.0,0.038865,133.884045
25.0,residence,PA-0004,PA-0005,215.0,9,13654.0,0.015746,212.955126
25.0,residence,PR-0002,PR-0001,213.0,7,51637.0,0.004125,74.084874
25.0,residence,SC-0012,SC-0022,212.0,8,2348.0,0.09029,98.043698
25.0,residence,SE-0006,SE-0002,212.0,9,2588.0,0.081917,60.5059
25.0,residence,AM-0004,AC-0002,211.0,4,3843.0,0.054905,157.089357
25.0,residence,BA-0010,SE-0008,211.0,10,5187.0,0.040679,135.543808
25.0,residence,MG-0002,MG-0014,211.0,13,30469.0,0.006925,61.114102
25.0,residence,PB-0008,PB-0003,209.0,14,1888.0,0.110699,203.792974
25.0,residence,SP-0204,SP-0212,209.0,6,3444.0,0.060685,99.437394
25.0,residence,AM-0003,AM-0001,208.0,19,7180.0,0.028969,738.070291
25.0,residence,SP-0219,SP-0212,208.0,3,4105.0,0.05067,119.66831
25.0,residence,AM-0004,AM-0008,207.0,2,3843.0,0.053864,58.310012
25.0,residence,BA-0005,BA-0013,206.0,18,5163.0,0.039899,68.939622
25.0,residence,BA-0011,BA-0002,206.0,15,6250.0,0.03296,160.363225
25.0,residence,MG-0028,MG-0013,206.0,6,5511.0,0.03738,356.745236
25.0,residence,PE-0011,PE-0006,206.0,18,6438.0,0.031998,181.407048
25.0,residence,SC-0036,SC-0014,206.0,5,259.0,0.795367,45.408243
25.0,residence,CE-0001,CE-2301,205.0,6,15882.0,0.012908,48.265577
25.0,residence,RJ-0000,RJ-0330,205.0,4,4540.0,0.045154,40.938213
25.0,residence,SC-0002,SC-0009,205.0,10,2567.0,0.07986,34.818643
25.0,residence,PE-0011,PE-0007,203.0,4,6438.0,0.031532,58.490551
25.0,residence,SP-0017,SP-0101,202.0,16,3111.0,0.064931,154.693884
25.0,residence,AL-0010,AL-0007,201.0,10,2718.0,0.073951,153.881438
25.0,residence,CE-0017,CE-0020,201.0,6,2840.0,0.070775,44.427532
25.0,residence,MG-0005,MG-0002,201.0,14,7442.0,0.027009,208.43698
25.0,residence,RS-0009,RS-0006,201.0,14,3428.0,0.058635,86.164614
25.0,residence,SP-0101,SP-0206,201.0,4,49979.0,0.004022,268.694306
25.0,residence,ES-3203,ES-0003,200.0,2,1607.0,0.124456,163.328348
25.0,residence,MG-0011,MG-0022,199.0,14,11955.0,0.016646,145.15136
25.0,residence,RN-0002,RN-0008,199.0,10,11078.0,0.017964,41.201047
25.0,residence,BA-0023,BA-0024,198.0,6,2234.0,0.08863,83.517322
25.0,residence,PR-0017,PR-0002,198.0,12,13830.0,0.014317,292.198035
25.0,residence,SC-4210,SC-0010,197.0,2,219.0,0.899543,61.421329
25.0,residence,MA-0012,MA-0016,195.0,5,15634.0,0.012473,70.186676
25.0,residence,PE-0009,PE-0007,195.0,10,9271.0,0.021033,96.094955
25.0,residence,RS-0004,RS-0009,195.0,13,8292.0,0.023517,127.254224
25.0,residence,GO-0007,SP-0005,194.0,7,9427.0,0.020579,305.94079
25.0,residence,MG-0019,MG-0004,194.0,6,8515.0,0.022783,103.4126
25.0,residence,PI-0004,PI-0003,194.0,3,10613.0,0.018279,58.574309
25.0,residence,AM-0001,AM-0002,193.0,3,126150.0,0.00153,86.753957
25.0,residence,BA-0015,BA-0016,193.0,9,20536.0,0.009398,254.489019
25.0,residence,BA-0027,BA-0021,193.0,7,4791.0,0.040284,113.531239
25.0,residence,MG-0003,MG-0005,193.0,19,7804.0,0.024731,86.589053
25.0,residence,PB-0009,RN-0006,193.0,10,2806.0,0.068781,78.804181
25.0,residence,PI-0004,PI-0005,193.0,7,10613.0,0.018185,47.393146
25.0,residence,SC-0012,SC-0021,193.0,5,2348.0,0.082198,31.476902
25.0,residence,SE-0004,SE-0005,193.0,10,5064.0,0.038112,67.452826
25.0,residence,BA-0026,BA-0022,192.0,17,9387.0,0.020454,208.230559
25.0,residence,SP-0201,SP-0217,192.0,16,29701.0,0.006464,106.530561
25.0,residence,BA-0004,BA-0029,191.0,6,6482.0,0.029466,32.407249
25.0,residence,BA-0018,BA-0027,191.0,11,5858.0,0.032605,132.733188
25.0,residence,PI-0008,PI-0010,191.0,8,2451.0,0.077927,99.748651
25.0,residence,RJ-0001,RJ-0000,191.0,7,1022.0,0.186888,54.155493
25.0,residence,SP-0220,SP-0213,191.0,4,1565.0,0.122045,110.151932
25.0,residence,GO-0007,GO-0006,188.0,10,9427.0,0.019943,128.830851
25.0,residence,PR-0016,PR-0015,188.0,18,5135.0,0.036611,56.688322
25.0,residence,RS-0017,RS-0019,188.0,7,3152.0,0.059645,54.156208
25.0,residence,SC-0026,SC-0022,188.0,6,1280.0,0.146875,174.815285
25.0,residence,SP-0101,SP-0216,188.0,11,49979.0,0.003762,106.392562
25.0,residence,MA-0008,MA-2108,186.0,6,8042.0,0.023129,75.563162
25.0,residence,PR-0016,PR-0002,186.0,17,5135.0,0.036222,295.287887
25.0,residence,SC-0002,SC-0001,184.0,4,2567.0,0.071679,50.469376
25.0,residence,SC-0016,SC-0022,184.0,12,3620.0,0.050829,137.410239
25.0,residence,SC-0018,SC-0015,184.0,12,12007.0,0.015324,91.844145
25.0,residence,SP-0207,SP-0206,184.0,15,14290.0,0.012876,174.283658
25.0,residence,BA-0011,SE-0008,183.0,13,6250.0,0.02928,117.888636
25.0,residence,ES-0001,MG-0002,183.0,27,57029.0,0.003209,384.077276
25.0,residence,AL-0012,AL-0003,181.0,2,857.0,0.211202,29.329723
25.0,residence,BA-0011,BA-0025,181.0,4,6250.0,0.02896,109.68283
25.0,residence,MA-0014,MA-2105,181.0,7,5126.0,0.03531,55.807611
25.0,residence,MT-0011,MT-0014,181.0,10,5409.0,0.033463,252.452308
25.0,residence,CE-0010,CE-2301,180.0,8,6119.0,0.029417,176.678185
25.0,residence,GO-0001,GO-0022,180.0,10,20996.0,0.008573,91.907476
25.0,residence,MT-0010,MT-0001,180.0,15,3333.0,0.054005,510.071239
25.0,residence,PB-0016,PB-0003,180.0,9,238.0,0.756303,114.417361
25.0,residence,RS-0043,RS-0003,180.0,5,621.0,0.289855,45.919071
25.0,residence,MG-0023,MG-0016,179.0,5,9469.0,0.018904,42.363011
25.0,residence,PA-0002,PA-0006,179.0,7,11577.0,0.015462,105.0733
25.0,residence,BA-0021,BA-0002,178.0,15,8804.0,0.020218,339.708349
25.0,residence,RJ-0019,RJ-0003,178.0,3,52343.0,0.003401,74.963421
25.0,residence,MG-0007,MG-0022,177.0,11,8488.0,0.020853,289.05143
25.0,residence,MG-0020,MG-0005,177.0,15,4539.0,0.038995,105.000195
25.0,residence,RS-0012,RS-0001,177.0,16,4814.0,0.036768,406.688174
25.0,residence,RS-0013,RS-0008,177.0,10,3197.0,0.055364,60.606438
25.0,residence,PI-0009,PI-0008,176.0,7,4282.0,0.041102,51.718109
25.0,residence,PR-0013,PR-0016,176.0,8,4288.0,0.041045,128.633928
25.0,residence,AP-0001,PA-0001,175.0,11,31630.0,0.005533,343.033779
25.0,residence,RN-0007,RN-0006,174.0,9,4377.0,0.039753,311.696055
25.0,residence,SC-0001,SC-0018,174.0,18,3663.0,0.047502,432.376052
25.0,residence,MT-0015,MT-0001,173.0,14,2229.0,0.077613,549.553019
25.0,residence,PI-0008,PI-0009,173.0,8,2451.0,0.070583,78.030797
25.0,residence,PR-0007,PR-0008,173.0,12,6149.0,0.028135,59.357671
25.0,residence,SP-0207,SP-0005,173.0,8,14290.0,0.012106,306.351996
25.0,residence,MG-0015,MG-0022,172.0,10,21650.0,0.007945,103.060001
25.0,residence,SP-0206,SP-0215,172.0,14,29477.0,0.005835,124.534885
25.0,residence,GO-0016,DF-0006,170.0,10,998.0,0.170341,242.137044
25.0,residence,MT-0006,MT-0003,169.0,4,5353.0,0.031571,259.770565
25.0,residence,RJ-0019,MG-0002,169.0,12,52343.0,0.003229,337.545177
25.0,residence,SP-0013,SP-0208,169.0,2,327.0,0.51682,45.997763
25.0,residence,BA-0020,BA-0019,167.0,15,8094.0,0.020633,149.484298
25.0,residence,SC-0022,SC-0025,167.0,2,1312.0,0.127287,54.091546
25.0,residence,SP-0201,SP-0207,166.0,17,29701.0,0.005589,57.145805
25.0,residence,PE-0004,PE-0002,165.0,14,37344.0,0.004418,58.494165
25.0,residence,RS-0008,RS-0004,165.0,12,2820.0,0.058511,73.93917
25.0,residence,SP-0210,SP-0212,165.0,15,7670.0,0.021512,47.076506
25.0,residence,CE-0018,CE-0008,164.0,8,4817.0,0.034046,99.616662
25.0,residence,RS-0007,RS-0043,164.0,8,1865.0,0.087936,192.109126
25.0,residence,SC-0009,SC-0002,164.0,4,1782.0,0.092031,60.165624
25.0,residence,BA-0014,BA-0007,162.0,9,4253.0,0.038091,80.270034
25.0,residence,PE-0010,PE-0006,162.0,14,5161.0,0.031389,131.49823
25.0,residence,MT-0003,MT-0001,161.0,16,7229.0,0.022271,463.433711
25.0,residence,MT-5114,MT-0001,161.0,9,4043.0,0.039822,318.808433
25.0,residence,RS-4306,RS-0006,161.0,4,161.0,1.0,37.887228
25.0,residence,SC-0018,SC-0022,161.0,8,12007.0,0.013409,147.391484
25.0,residence,SE-0028,SE-0002,161.0,2,312.0,0.516026,38.032167
25.0,residence,SP-0105,SP-0102,159.0,8,5262.0,0.030217,35.419775
25.0,residence,SC-0022,SC-0017,158.0,2,1312.0,0.120427,28.143329
25.0,residence,GO-0002,GO-0018,157.0,9,15106.0,0.010393,182.638037
25.0,residence,PE-0001,PE-0003,157.0,13,30866.0,0.005087,71.528001
25.0,residence,PR-0022,PR-0002,157.0,21,4048.0,0.038785,256.323275
25.0,residence,MS-0002,PR-0010,156.0,2,2715.0,0.057459,305.027928
25.0,residence,PB-0008,PB-0010,156.0,11,1888.0,0.082627,59.347633
25.0,residence,PE-0007,PE-0011,156.0,11,4091.0,0.038132,89.246995
25.0,residence,SP-0201,SP-0206,156.0,13,29701.0,0.005252,287.379569
25.0,residence,BA-0010,PE-0007,155.0,6,5187.0,0.029882,104.581327
25.0,residence,MT-0013,MT-5114,155.0,2,4623.0,0.033528,175.921648
25.0,residence,PR-0011,PR-0016,155.0,14,9755.0,0.015889,147.312437
25.0,residence,RN-0001,RN-0006,154.0,8,13489.0,0.011417,185.333179
25.0,residence,SP-0214,SP-0210,154.0,14,7065.0,0.021798,84.001432
25.0,residence,MG-0010,MG-0002,153.0,18,3229.0,0.047383,337.834048
25.0,residence,MG-0022,MG-0002,153.0,18,7954.0,0.019236,271.168107
25.0,residence,MS-0006,SP-0005,153.0,5,4917.0,0.031117,532.831845
25.0,residence,PB-0006,PE-0001,153.0,13,3541.0,0.043208,291.041999
25.0,residence,SP-0009,SP-0205,153.0,2,308.0,0.496753,31.114155
25.0,residence,MG-0019,MG-0006,152.0,12,8515.0,0.017851,202.882946
25.0,residence,MG-0024,MG-0005,152.0,15,13305.0,0.011424,184.163373
25.0,residence,MT-0015,MT-0014,151.0,9,2229.0,0.067743,150.142882
25.0,residence,PA-0005,PA-0011,151.0,3,24496.0,0.006164,186.161808
25.0,residence,GO-0014,SP-0005,149.0,7,3512.0,0.042426,506.369107
25.0,residence,SC-0021,SC-0018,149.0,13,570.0,0.261404,142.259489
25.0,residence,BA-0014,BA-0006,148.0,8,4253.0,0.034799,122.285047
25.0,residence,PB-0010,PB-0009,148.0,6,1768.0,0.08371,39.191544
25.0,residence,MG-0016,MG-0018,147.0,10,8341.0,0.017624,254.82122
25.0,residence,CE-0011,CE-0016,146.0,6,11893.0,0.012276,63.300958
25.0,residence,SE-0028,SE-0008,146.0,4,312.0,0.467949,77.445552
25.0,residence,AL-0005,AL-0003,145.0,3,2322.0,0.062446,38.07178
25.0,residence,PA-0012,SP-0005,145.0,8,24170.0,0.005999,1451.312351
25.0,residence,PR-0018,PR-0002,145.0,19,7866.0,0.018434,271.676036
25.0,residence,PR-0018,PR-0019,145.0,15,7866.0,0.018434,51.107998
25.0,residence,BA-0010,BA-0013,144.0,4,5187.0,0.027762,58.057577
25.0,residence,MG-0010,SP-0005,144.0,12,3229.0,0.044596,318.038192
25.0,residence,MT-0001,MT-0007,144.0,11,29034.0,0.00496,117.548126
25.0,residence,SC-0002,SC-0010,144.0,8,2567.0,0.056097,83.373262
25.0,residence,SC-0026,SC-0016,144.0,1,1280.0,0.1125,27.058826
25.0,residence,BA-0020,BA-0018,143.0,11,8094.0,0.017667,293.794046
25.0,residence,MS-0004,MS-0001,143.0,9,3367.0,0.042471,314.379169
25.0,residence,PE-0012,PE-0006,143.0,7,5218.0,0.027405,76.93708
25.0,residence,SP-0210,SP-0213,143.0,9,7670.0,0.018644,139.082999
25.0,residence,SC-0017,SC-0007,141.0,3,1452.0,0.097107,40.436939
25.0,residence,PR-0014,PR-0012,140.0,12,8566.0,0.016344,91.659978
25.0,residence,SC-0021,SC-0014,140.0,5,570.0,0.245614,44.149601
25.0,residence,AM-0001,SP-0101,139.0,6,126150.0,0.001102,2752.0031
25.0,residence,CE-0011,CE-2301,139.0,10,11893.0,0.011688,193.029035
25.0,residence,PA-0011,SP-0005,139.0,10,39231.0,0.003543,1708.020701
25.0,residence,MT-0016,MT-0003,138.0,4,1352.0,0.102071,247.649857
25.0,residence,RN-0005,RN-0006,138.0,9,6662.0,0.020715,249.022664
25.0,residence,BA-0022,BA-0027,137.0,6,4693.0,0.029192,87.535605
25.0,residence,MG-0020,MG-0011,137.0,6,4539.0,0.030183,41.894906
25.0,residence,RR-0001,AM-0001,137.0,9,27131.0,0.00505,694.460137
25.0,residence,SP-0212,SP-0204,137.0,15,11657.0,0.011753,152.49394
25.0,residence,SP-0216,SP-0005,137.0,10,30394.0,0.004507,355.876244
25.0,residence,MA-0016,MA-0018,136.0,5,11074.0,0.012281,202.675209
25.0,residence,BA-0015,PE-0001,135.0,12,20536.0,0.006574,689.163143
25.0,residence,BA-0026,BA-0030,134.0,6,9387.0,0.014275,152.197393
25.0,residence,MA-0005,MA-0017,134.0,7,5359.0,0.025005,56.843698
25.0,residence,SC-0006,SC-0014,134.0,9,3546.0,0.037789,83.95606
25.0,residence,SP-0209,SP-0215,134.0,9,21362.0,0.006273,164.421189
25.0,residence,CE-0007,RN-0002,133.0,5,3740.0,0.035561,55.142184
25.0,residence,GO-0018,GO-0002,133.0,6,28748.0,0.004626,107.149955
25.0,residence,SP-0009,SP-0005,133.0,4,308.0,0.431818,68.074472
25.0,residence,SP-0203,SP-0215,133.0,15,9480.0,0.01403,133.188336
25.0,residence,SP-0204,SP-0217,133.0,5,3444.0,0.038618,146.79632
25.0,residence,AM-0002,AM-0007,132.0,3,9328.0,0.014151,161.169713
25.0,residence,PB-0010,PB-0003,132.0,11,1768.0,0.074661,238.125134
25.0,residence,CE-0005,CE-2301,131.0,7,5097.0,0.025701,135.17861
25.0,residence,GO-0015,GO-0014,131.0,14,3874.0,0.033815,136.514242
25.0,residence,PR-0006,PR-0003,131.0,9,4532.0,0.028906,136.925117
25.0,residence,RS-0013,RS-0016,131.0,8,3197.0,0.040976,45.288244
25.0,residence,BA-0021,BA-0022,130.0,5,8804.0,0.014766,48.596177
25.0,residence,CE-0004,CE-0008,130.0,8,4032.0,0.032242,93.190741
25.0,residence,RJ-0010,RJ-0019,130.0,9,343.0,0.379009,104.752113
25.0,residence,RS-0001,RS-0013,130.0,4,14353.0,0.009057,96.934651
25.0,residence,SP-0215,SP-0101,130.0,14,33707.0,0.003857,254.936486
25.0,residence,AC-0001,AC-0002,129.0,5,21143.0,0.006101,464.960426
25.0,residence,BA-0010,PE-0001,129.0,8,5187.0,0.02487,410.23617
25.0,residence,MG-0010,SP-0101,129.0,14,3229.0,0.03995,151.812093
25.0,residence,PB-0001,PB-0003,129.0,16,11039.0,0.011686,105.991503
25.0,residence,PR-0004,PR-0005,129.0,7,5068.0,0.025454,74.252039
25.0,residence,RS-0008,RS-0002,129.0,2,2820.0,0.045745,30.064968
25.0,residence,MG-0005,MG-0018,128.0,13,7442.0,0.0172,91.265018
25.0,residence,RS-0012,RS-0006,128.0,4,4814.0,0.026589,239.49151
25.0,residence,RN-0004,RN-0002,127.0,3,7056.0,0.017999,113.41371
25.0,residence,SE-0006,SE-0001,127.0,9,2588.0,0.049073,67.793474
25.0,residence,BA-0012,BA-0018,126.0,13,13420.0,0.009389,198.842312
25.0,residence,BA-0025,BA-0022,126.0,11,21941.0,0.005743,204.559824
25.0,residence,MG-0016,ES-0001,126.0,17,8341.0,0.015106,147.486439
25.0,residence,MT-0002,MT-0012,126.0,8,9475.0,0.013298,114.527509
25.0,residence,RN-0007,RN-0003,126.0,4,4377.0,0.028787,59.09902
25.0,residence,SP-0105,SP-0201,126.0,9,5262.0,0.023945,39.652423
25.0,residence,BA-0009,ES-0001,125.0,13,8080.0,0.01547,270.114584
25.0,residence,BA-0019,BA-0023,125.0,7,11655.0,0.010725,72.620988
25.0,residence,MA-0005,MA-0004,125.0,2,5359.0,0.023325,54.173019
25.0,residence,MA-0012,MA-0014,125.0,3,15634.0,0.007995,46.134863
25.0,residence,MG-0012,MG-0013,125.0,9,7996.0,0.015633,101.867236
25.0,residence,SP-0005,SP-0215,125.0,4,698.0,0.179083,85.211564
25.0,residence,SP-0011,SP-0216,125.0,4,134.0,0.932836,37.552528
25.0,residence,CE-0007,CE-0008,124.0,5,3740.0,0.033155,180.080909
25.0,residence,CE-0018,CE-0020,124.0,3,4817.0,0.025742,32.449724
25.0,residence,PB-0011,PB-0003,124.0,16,1321.0,0.093868,195.889264
25.0,residence,RS-0012,RS-0014,124.0,9,4814.0,0.025758,104.204166
25.0,residence,AM-0001,SP-0206,123.0,3,126150.0,0.000975,2514.683117
25.0,residence,ES-0002,ES-0003,123.0,8,14793.0,0.008315,147.778454
25.0,residence,PI-0087,PI-0008,123.0,1,188.0,0.654255,50.773602
25.0,residence,SC-0004,SC-0007,123.0,14,4797.0,0.025641,124.962708
25.0,residence,SC-0008,SC-0018,123.0,10,1548.0,0.079457,286.910568
25.0,residence,SC-0011,SC-0026,123.0,5,2373.0,0.051833,86.683224
25.0,residence,MS-0002,MS-0012,122.0,3,2715.0,0.044936,56.172062
25.0,residence,PB-0011,PB-0001,122.0,12,1321.0,0.092354,343.75194
25.0,residence,RS-0006,RS-0008,122.0,2,11374.0,0.010726,31.400726
25.0,residence,RS-0017,RS-0006,122.0,8,3152.0,0.038706,140.369138
25.0,residence,SC-0021,SC-0012,122.0,6,570.0,0.214035,36.487978
25.0,residence,SP-0212,SP-0219,122.0,2,11657.0,0.010466,40.835803
25.0,residence,SP-0220,SP-0101,122.0,13,1565.0,0.077955,171.332376
25.0,residence,GO-0010,GO-0022,121.0,9,3417.0,0.035411,136.52583
25.0,residence,MA-0006,MA-0009,121.0,6,6207.0,0.019494,45.726376
25.0,residence,SC-0025,SC-0018,121.0,14,3037.0,0.039842,164.529062
25.0,residence,AL-0007,AL-0008,120.0,4,2036.0,0.058939,40.328883
25.0,residence,MG-0020,MG-0015,120.0,5,4539.0,0.026438,36.892229
25.0,residence,SP-0005,SP-0205,120.0,2,698.0,0.17192,48.080758
25.0,residence,SP-0215,SP-0207,120.0,6,33707.0,0.00356,120.194052
25.0,residence,GO-0007,GO-0003,119.0,3,9427.0,0.012623,209.489444
25.0,residence,MA-0005,MA-0015,119.0,6,5359.0,0.022206,89.807879
25.0,residence,PR-0012,PR-0011,119.0,9,9454.0,0.012587,82.674787
25.0,residence,SP-0101,SP-0219,119.0,4,49979.0,0.002381,58.007479
25.0,residence,TO-0002,MA-0011,119.0,7,15695.0,0.007582,46.32074
25.0,residence,RS-0014,RS-0001,118.0,13,3168.0,0.037247,402.791145
25.0,residence,PR-0006,SC-0026,117.0,4,4532.0,0.025816,39.101679
25.0,residence,SP-0016,SP-0211,117.0,2,732.0,0.159836,56.433718
25.0,residence,SP-0101,BA-0020,117.0,4,49979.0,0.002341,1150.107815
25.0,residence,MG-0018,MG-0008,116.0,5,7057.0,0.016438,29.927072
25.0,residence,SP-0008,SP-0208,116.0,2,152.0,0.763158,52.466271
25.0,residence,SP-0102,SP-0201,116.0,14,3943.0,0.029419,36.96736
25.0,residence,CE-0016,PI-0001,115.0,8,3804.0,0.030231,71.477895
25.0,residence,PA-0002,PA-0003,115.0,12,11577.0,0.009933,70.961969
25.0,residence,PB-0009,PB-0003,115.0,9,2806.0,0.040984,288.049322
25.0,residence,PB-0009,PB-0006,115.0,11,2806.0,0.040984,137.843459
25.0,residence,PI-0017,PI-0011,115.0,4,2301.0,0.049978,69.221288
25.0,residence,PR-0009,PR-0002,115.0,13,3251.0,0.035374,498.082749
25.0,residence,RS-0017,RS-0001,115.0,10,3152.0,0.036485,314.118498
25.0,residence,MA-0001,MA-0006,114.0,7,9158.0,0.012448,64.517489
25.0,residence,MG-0014,MG-0015,114.0,10,13691.0,0.008327,58.263718
25.0,residence,MT-0001,PR-0002,114.0,7,29034.0,0.003926,1288.29869
25.0,residence,PR-0013,PR-0002,114.0,9,4288.0,0.026586,393.58232
25.0,residence,SP-0101,PE-0001,114.0,9,49979.0,0.002281,2137.232849
25.0,residence,BA-0023,BA-0019,113.0,8,2234.0,0.050582,123.848169
25.0,residence,MA-0008,MA-0017,113.0,7,8042.0,0.014051,60.461363
25.0,residence,MG-0011,SP-0207,113.0,11,11955.0,0.009452,224.604173
25.0,residence,MG-0012,MG-0002,113.0,10,7996.0,0.014132,398.103246
25.0,residence,MG-0021,MG-0011,113.0,12,8612.0,0.013121,75.650994
25.0,residence,SC-0002,SC-0008,113.0,6,2567.0,0.04402,63.633475
25.0,residence,SP-0213,SP-0101,113.0,8,15305.0,0.007383,284.004284
25.0,residence,CE-0002,CE-0008,112.0,8,16468.0,0.006801,165.528901
25.0,residence,PA-0001,PA-0003,112.0,12,5274.0,0.021236,51.232362
25.0,residence,PE-0009,BA-0015,112.0,10,9271.0,0.012081,192.472176
25.0,residence,PI-0010,PI-0011,112.0,3,7464.0,0.015005,62.692749
25.0,residence,PI-0011,PI-0009,112.0,5,5049.0,0.022183,112.267883
