node_id;node_type;name;municipality_code;latitude;longitude;capacity_beds;habilitation_level;is_public_hospital;analysis_scope;is_sus_linked;has_hospital_care;has_hospital_beds;is_public_admin;is_public_hospital_ref;coordinate_source;name_source;admissions;deaths;regulated_transfer_exits;median_stay_days;icu_marker_count;total_value;dominant_icd_chapter;dominant_sex;dominant_race_color;mean_age;mean_stay_days;death_rate;regulated_transfer_exit_rate;icu_marker_rate;mean_value_per_admission
facility:2241153;facility;HOSPITAL ARCANJO SAO MIGUEL;430910;-29.3768341;-50.87018634114155;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2241161;facility;HOSPITAL SAO JOAO BATISTA;431330;-28.784247618941617;-51.61188125610352;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1573.0;109.0;106.0;2.75;1573.0;1264455.25;O;3;01;48.882;4.028;0.069294;0.067387;1.0;803.85
facility:2241196;facility;HOSPITAL CARLOS AUMOND UNIDADE MISTA;431112;-28.88428769386996;-50.35871987130933;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;42.0;5.0;4.0;4.25;42.0;28970.6;B;1;01;54.69;5.881;0.119048;0.095238;1.0;689.78
facility:2241218;facility;HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA;431400;-28.59356560798687;-51.78579568862915;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;367.0;27.0;36.0;4.0;367.0;274447.71;B;3;01;56.166;6.599;0.073569;0.098093;1.0;747.81
facility:2241226;facility;HOSPITAL BENEFICENTE SAO JOAO BOSCO;431900;-28.971296484523645;-51.06842279434204;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1359.0;45.0;80.0;2.0;1359.0;893500.11;K;3;01;47.53;3.146;0.033113;0.058867;1.0;657.47
facility:2244098;facility;HOSPITAL BERNARDINA SALLES DE BARROS;431120;-29.2261397;-53.6785501;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;662.0;61.0;181.0;3.5;662.0;452078.34;B;1;01;52.316;4.878;0.092145;0.273414;1.0;682.9
facility:2244101;facility;HOSPITAL DE CARIDADE SAO ROQUE;430800;-29.573774330686497;-53.44378709793091;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1093.0;117.0;57.0;2.0;1093.0;4888893.17;S;3;99;56.946;5.118;0.107045;0.05215;1.0;4472.91
facility:2244128;facility;HOSPITAL NOSSA SENHORA DA PIEDADE;431310;-29.4702204;-53.4741824;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;778.0;19.0;76.0;5.0;778.0;511396.2;F;1;01;49.275;8.983;0.024422;0.097686;1.0;657.32
facility:2244136;facility;HOSPITAL DE SAO VICENTE DO SUL;431980;-29.69528520792877;-54.67165946960449;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;304.0;23.0;54.0;4.0;304.0;210828.37;J;1;01;57.701;5.872;0.075658;0.177632;1.0;693.51
facility:2244152;facility;IRDESI DE JAGUARI;431110;-29.50145114884895;-54.693782329559326;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;643.0;70.0;89.0;4.25;643.0;441312.44;B;1;01;61.072;6.818;0.108865;0.138414;1.0;686.33
facility:2244179;facility;HOSPITAL DE IVORA;431075;-29.520073617768247;-53.58051002025604;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;88.0;7.0;13.0;3.0;88.0;51524.02;A;3;99;67.5;4.489;0.079545;0.147727;1.0;585.5
facility:2244187;facility;HOSPITAL DE MATA;431210;-29.5656129;-54.461792;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;181.0;8.0;24.0;2.0;181.0;123075.69;B;1;01;60.503;3.215;0.044199;0.132597;1.0;679.98
facility:2244209;facility;CASA DE SAUDE SAO JOSE;431447;-29.34687;-53.30772;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;129.0;3.0;20.0;3.25;129.0;41681.15;N;3;01;57.016;3.93;0.023256;0.155039;1.0;323.11
facility:2244217;facility;CNES 2244217 (Formigueiro - RS);430840;-29.975461603272457;-53.50622798304899;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;38.0;1.0;0.0;5.0;38.0;18260.33;J;1;01;67.263;5.947;0.026316;0.0;1.0;480.54
facility:2244225;facility;HOSPITAL DE CARIDADE BRASILINA TERRA;432220;-29.071511865293925;-53.848628997802734;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;908.0;68.0;57.0;3.0;908.0;561308.15;O;3;01;41.131;6.303;0.07489;0.062775;1.0;618.18
facility:2244233;facility;HOSPITAL DE CARIDADE SAO FRANCISCO;431550;-29.815268;-53.37126;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;384.0;34.0;48.0;4.0;384.0;237138.75;J;3;01;55.948;5.245;0.088542;0.125;1.0;617.55
facility:2244306;facility;HOSPITAL UNIVERSITARIO SANTA MARIA;431690;-29.723206150000003;-53.72040866928833;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;13154.0;798.0;287.0;3.5;13154.0;30124278.88;O;3;01;42.437;7.531;0.060666;0.021818;1.0;2290.12
facility:2244314;facility;HOSPITAL GETUINAR DAVILA DO NASCIMENTO;431940;-29.613815437831228;-54.18550372123718;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;506.0;65.0;102.0;5.0;506.0;396909.07;B;1;01;64.488;5.84;0.128458;0.201581;1.0;784.41
facility:2244322;facility;HOSPITAL SANTO ANTONIO;431960;-30.16997935055248;-53.56360673904419;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1034.0;122.0;23.0;5.0;1034.0;902944.75;B;3;01;58.215;6.48;0.117988;0.022244;1.0;873.25
facility:2244330;facility;HOSPITAL SANTO ANTONIO;431810;-29.557592918685323;-55.12662649154663;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;856.0;68.0;114.0;5.5;856.0;473638.47;F;1;99;52.935;9.331;0.079439;0.133178;1.0;553.32
facility:2244357;facility;HOSPITAL DE CARIDADE DE SANTIAGO;431740;-29.19782932;-54.86600899;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;3532.0;376.0;122.0;4.0;3532.0;8333151.12;B;3;99;51.322;6.109;0.106455;0.034541;1.0;2359.33
facility:2244969;facility;HOSPITAL DE OLHOS LIONS PASSO FUNDO;431410;-28.233208818560698;-52.38517284393311;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;193.0;0.0;0.0;0.0;193.0;676122.35;H;1;99;60.316;0.0;0.0;0.0;1.0;3503.22
facility:2246740;facility;HOSPITAL SANTO ANTONIO;432090;-28.063559373547367;-52.00998276472092;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2034.0;107.0;118.0;3.0;2034.0;1702404.06;O;3;01;44.158;4.924;0.052606;0.058014;1.0;836.97
facility:2246767;facility;HOSPITAL SAO JOAO SANANDUVA;431660;-27.95;-51.807;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1601.0;62.0;115.0;2.0;1601.0;1257834.63;O;3;99;47.574;3.688;0.038726;0.07183;1.0;785.66
facility:2246783;facility;HOSPITAL ROQUE GONZALES TAPERA;432100;-28.62583464148256;-52.87075996398926;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;563.0;4.0;0.0;3.0;563.0;430832.51;B;3;01;54.455;4.375;0.007105;0.0;1.0;765.24
facility:2246791;facility;HOSPITAL SAO JOSE;431860;-27.7725526;-51.6018113;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2246805;facility;HOSPITAL SAO JOSE SERTAO;432050;-27.98800095088366;-52.25965586085388;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;386.0;3.0;3.0;5.75;386.0;290994.66;F;1;02;49.106;9.521;0.007772;0.007772;1.0;753.87
facility:2246813;facility;HOSPITAL NOTRE DAME SAO SEBASTIAO;430750;-28.72386423776465;-52.84888091317674;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2246872;facility;HOSPITAL SANTA LUCIA CASCA;430490;-28.5660645;-51.9761638;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;462.0;26.0;27.0;3.75;462.0;293221.06;J;1;01;50.641;5.452;0.056277;0.058442;1.0;634.68
facility:2246902;facility;HOSPITAL NOTRE DAME JULIA BILLIART;431265;-28.459;-52.821;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2246910;facility;HOSPITAL ALTO JACUI NAO ME TOQUE;431265;-28.4482125;-52.8149027;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;807.0;52.0;93.0;3.0;807.0;627569.96;B;3;01;50.014;4.097;0.064436;0.115242;1.0;777.66
facility:2246929;facility;HOSPITAL DE CLINICAS;431410;-28.26360819548711;-52.40722060203552;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;10432.0;925.0;87.0;3.0;10432.0;36980808.87;I;3;01;50.905;5.768;0.088669;0.00834;1.0;3544.94
facility:2246937;facility;HOSPITAL SAO JOSE DAVID CANABARRO;430630;-28.389;-51.849;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;395.0;37.0;65.0;4.0;395.0;341575.13;B;1;01;62.678;4.82;0.093671;0.164557;1.0;864.75
facility:2246953;facility;HOSPITAL CRISTO REDENTOR MARAU;431180;-28.447999;-52.222867;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2048.0;113.0;142.0;3.0;2048.0;1546285.05;O;3;99;46.152;4.314;0.055176;0.069336;1.0;755.02
facility:2246961;facility;HOSPITAL FREI CLEMENTE SOLEDADE;432080;-28.83058;-52.51374;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2391.0;229.0;83.0;4.0;2391.0;4587858.02;O;3;01;47.666;5.453;0.095776;0.034714;1.0;1918.8
facility:2246988;facility;HOSPITAL SAO VICENTE DE PAULO;431410;-28.25925650784897;-52.41424798965454;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;18309.0;1207.0;110.0;4.0;18309.0;64906547.49;I;1;01;45.534;6.456;0.065924;0.006008;1.0;3545.06
facility:2246996;facility;HOSPITAL MUNICIPAL PASSO FUNDO;431410;-28.257315;-52.393838;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;404.0;12.0;43.0;7.5;404.0;310764.48;F;1;01;51.933;11.181;0.029703;0.106436;1.0;769.22
facility:2247038;facility;HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA;431220;-27.636451594317784;-51.79944276809693;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;326.0;11.0;35.0;3.5;326.0;243885.78;B;3;01;54.567;4.202;0.033742;0.107362;1.0;748.12
facility:2247046;facility;HOSPITAL SANTA TEREZINHA PAIM FILHO;431360;-27.705372703681505;-51.763941049575806;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;485.0;16.0;17.0;3.0;485.0;341105.02;F;3;01;50.61;6.878;0.03299;0.035052;1.0;703.31
facility:2247054;facility;HOSPITAL PSIQUIATRICO BEZERRA DE MENEZES;431410;-28.262658493798117;-52.40701675415039;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2248190;facility;SANTA CASA DE URUGUAIANA;432240;-29.772622;-57.084524;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;5829.0;682.0;87.0;3.0;5829.0;13268337.24;O;3;01;43.338;5.318;0.117001;0.014925;1.0;2276.26
facility:2248204;facility;SANTA CASA DE SAO GABRIEL;431830;-30.3348748;-54.32086944580078;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;4484.0;463.0;103.0;4.0;4484.0;8366919.94;B;3;99;47.74;6.501;0.103256;0.022971;1.0;1865.95
facility:2248220;facility;SANTA CASA DE MISERICORDIA;431710;-30.890017004611195;-55.53792715072632;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;4019.0;337.0;153.0;3.0;4019.0;5584630.7;O;3;01;40.146;5.563;0.083852;0.038069;1.0;1389.56
facility:2248239;facility;HOSPITAL AUXILIADORA;431640;-30.25182933607856;-54.91671681404114;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2093.0;279.0;109.0;4.0;2093.0;5144023.85;B;3;99;47.163;6.877;0.133301;0.052078;1.0;2457.73
facility:2248247;facility;FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI;431530;-30.37891013353901;-56.46071434020996;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1476.0;160.0;6.0;3.0;1476.0;1952619.77;J;3;99;47.191;4.775;0.108401;0.004065;1.0;1322.91
facility:2248271;facility;HOSPITAL SAO PATRICIO DE ITAQUI;431060;-29.13302453272065;-56.538761103747085;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2270.0;185.0;131.0;2.0;2270.0;1608146.52;O;3;01;41.862;4.216;0.081498;0.057709;1.0;708.43
facility:2248298;facility;HOSPITAL IVAN GOULART;431800;-28.6599262;-56.0064328;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;5622.0;401.0;636.0;2.0;5622.0;7740966.17;B;3;01;47.829;4.691;0.071327;0.113127;1.0;1376.91
facility:2248328;facility;SANTA CASA DE ALEGRETE;430040;-29.774789244917184;-55.79106330871582;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;5376.0;532.0;164.0;3.0;5376.0;9729759.51;O;3;01;46.202;6.318;0.098958;0.030506;1.0;1809.85
facility:2249472;facility;CNES 2249472 (Erechim - RS);430700;-27.643251566279243;-52.25745831474963;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2249499;facility;HOSPITAL SAO ROQUE;432060;-27.4337106;-52.1156418;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;281.0;20.0;8.0;3.0;281.0;179804.92;K;3;01;56.73;4.413;0.071174;0.02847;1.0;639.88
facility:2249502;facility;ACHA ARATIBA;430090;-27.3948972;-52.3003267;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;431.0;21.0;22.0;2.0;431.0;289352.89;J;3;01;52.958;2.183;0.048724;0.051044;1.0;671.35
facility:2249510;facility;HOSPITAL SAO ROQUE DE GETULIO VARGAS;430890;-27.88424430024497;-52.22321033477783;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1557.0;76.0;82.0;3.0;1557.0;1142927.52;K;3;01;47.732;4.645;0.048812;0.052665;1.0;734.06
facility:2249529;facility;HOSPITAL MUNICIPAL DE CAMPINAS DO SUL;430380;-27.7177332003925;-52.62030779201359;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;206.0;13.0;17.0;4.0;206.0;186200.68;B;1;01;64.364;4.976;0.063107;0.082524;1.0;903.89
facility:2249537;facility;CNES 2249537 (Viadutos - RS);432290;-27.572259643723186;-51.993712979509375;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;205.0;10.0;14.0;4.0;205.0;106907.43;I;3;01;60.263;4.605;0.04878;0.068293;1.0;521.5
facility:2249545;facility;HOSPITAL SANTA ISABEL;430870;-27.5860974;-52.1008326;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;121.0;7.0;6.0;5.0;121.0;122290.7;B;3;01;69.124;5.595;0.057851;0.049587;1.0;1010.67
facility:2249561;facility;CNES 2249561 (Jacutinga - RS);431090;-27.78664383565681;-52.54715581671422;;;True;included;1;1;0;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2249618;facility;ASSOCIACAO HOSPITALAR MARCELINENSE;431190;-27.4654847;-51.9049063;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;536.0;9.0;28.0;21.5;536.0;361012.32;F;1;01;51.257;17.743;0.016791;0.052239;1.0;673.53
facility:2249626;facility;CNES 2249626 (Estação - RS);430755;-27.928544434816644;-52.29024069223145;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2249650;facility;CNES 2249650 (Itatiba do Sul - RS);431070;-27.35617307363408;-52.47745127673557;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2250675;facility;HOSPITAL SANTO AFONSO;430430;-27.95092826860318;-54.75266218185425;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;712.0;30.0;20.0;3.0;712.0;486866.81;J;3;99;57.19;4.361;0.042135;0.02809;1.0;683.8
facility:2250705;facility;HOSPITAL DE CARIDADE BOA VISTA;430220;-27.669618207848178;-54.11120653152466;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;412.0;26.0;0.0;2.0;412.0;304937.82;K;3;99;56.84;3.981;0.063107;0.0;1.0;740.14
facility:2250713;facility;HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES;431930;-28.0215664;-54.93474390852265;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2250772;facility;CNES 2250772 (Horizontina - RS);430960;-27.59027895483345;-54.29869741748979;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2250802;facility;HOSPITAL CAMPINA;430370;-27.99091510957327;-54.83913660049439;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;536.0;28.0;34.0;5.25;536.0;411777.25;F;1;01;56.078;11.821;0.052239;0.063433;1.0;768.24
facility:2250810;facility;HOSPITAL SAO JOSE PORTO LUCENA RS;431500;-27.85248210269557;-55.01839361944791;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;296.0;14.0;12.0;3.0;296.0;170009.99;E;1;01;60.834;5.236;0.047297;0.040541;1.0;574.36
facility:2250829;facility;HOSPITAL DE CARIDADE DE SANTO CRISTO;431790;-27.82357305057996;-54.66500759124756;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1047.0;61.0;57.0;2.0;1047.0;752204.34;K;3;01;54.226;3.219;0.058262;0.054441;1.0;718.44
facility:2250837;facility;HOSPITAL SAO VICENTE DE PAULO;432180;-27.78106625;-54.23822554598665;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252007;facility;HOSPITAL MARQUES DE SOUZA;431205;-29.3244507;-52.0967805;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;454.0;40.0;73.0;4.0;454.0;465487.33;B;3;01;64.648;4.051;0.088106;0.160793;1.0;1025.3
facility:2252023;facility;HOSPITAL DE CARIDADE SANTANA;430240;-29.60336474753574;-51.94084431898642;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252058;facility;HOSP DR ANUAR ELIAS AESSE BOQUEIRAO DO LEAO;430245;-29.299423750280702;-52.42405414581299;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;472.0;26.0;42.0;4.0;472.0;373867.5;B;3;99;51.03;6.744;0.055085;0.088983;1.0;792.09
facility:2252066;facility;HOSPITAL SAO JOSE SERIO;432045;-29.38508375;-52.26722438692261;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;29.0;0.0;0.0;6.5;29.0;32014.38;B;3;01;60.069;6.862;0.0;0.0;1.0;1103.94
facility:2252074;facility;HOSPITAL SAO GABRIEL ARCANJO;430620;-29.51332809534436;-51.98558807373047;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;160.0;29.0;33.0;4.0;160.0;118881.5;B;1;01;64.056;5.244;0.18125;0.20625;1.0;743.01
facility:2252082;facility;HOSPITAL SANTA ISABEL PROGRESSO;431515;-29.242577525072008;-52.30936288833618;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252112;facility;HOSPITAL SAO JOAO BATISTA NOVA BRESCIA;431300;-29.21461310970771;-52.02570050954819;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;364.0;33.0;37.0;5.0;364.0;278912.07;J;1;01;67.538;6.745;0.090659;0.101648;1.0;766.24
facility:2252139;facility;HOSPITAL BENEFICENTE LEONILDA BRUNET;431030;-28.92966945897336;-52.12716579437256;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;270.0;13.0;9.0;3.0;270.0;180182.19;J;3;01;59.081;5.1;0.048148;0.033333;1.0;667.34
facility:2252147;facility;SOCIEDADE BENEFICENTE ROQUE GONZALES;431580;-29.28370388748661;-51.869577169418335;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;360.0;13.0;14.0;5.0;360.0;238433.9;F;1;99;54.503;7.806;0.036111;0.038889;1.0;662.32
facility:2252163;facility;HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA;430140;-28.87834964760204;-52.177677154541016;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;722.0;42.0;45.0;3.0;722.0;433433.0;J;1;01;51.476;4.093;0.058172;0.062327;1.0;600.32
facility:2252171;facility;HOSPITAL DOUTOR OSCAR BENEVOLO;431520;-29.003242366651055;-52.15542554855347;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;121.0;11.0;14.0;3.0;121.0;49500.11;A;1;01;60.826;4.636;0.090909;0.115702;1.0;409.09
facility:2252198;facility;HOSPITAL SAO JOSE ARROIO DO MEIO;430100;-29.402534611332083;-51.94651365280152;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252228;facility;HOSPITAL BENEFICIENTE SANTA TEREZINHA;430680;-29.29725305608052;-51.861090660095215;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252244;facility;HOSPITAL OURO BRANCO;432145;-29.472219712507933;-51.81182384490967;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;3312.0;162.0;56.0;1.0;3312.0;2209902.76;O;3;01;43.601;2.681;0.048913;0.016908;1.0;667.24
facility:2252260;facility;HOSPITAL ESTRELA;430780;-29.50600787796317;-51.9658899307251;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;3367.0;265.0;69.0;2.5;3367.0;9086221.41;O;3;01;44.012;5.419;0.078705;0.020493;1.0;2698.61
facility:2252287;facility;HOSPITAL BRUNO BORN;431140;-29.467;-51.961;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;7077.0;553.0;99.0;3.0;7077.0;20050405.88;C;3;01;47.748;5.041;0.07814;0.013989;1.0;2833.18
facility:2252295;facility;SOCIEDADE PORTUGUESA DE BENEFICENCIA;431440;-31.775070632583347;-52.34573232448031;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2948.0;592.0;39.0;8.0;2948.0;13694061.18;I;1;01;63.629;10.649;0.200814;0.013229;1.0;4645.2
facility:2252376;facility;HOSPITAL ESPIRITA DE PELOTAS;431440;-31.7559579;-52.3231226;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2252694;facility;HOSPITAL ESCOLA DA UFPEL;431440;-31.7649779;-52.3468006;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;4656.0;335.0;114.0;4.0;4656.0;11186461.57;O;3;01;39.21;9.732;0.07195;0.024485;1.0;2402.59
facility:2253046;facility;UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA;431440;-31.757565;-52.340744;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;6764.0;478.0;138.0;3.5;6764.0;13774485.6;O;3;99;34.809;6.674;0.070668;0.020402;1.0;2036.44
facility:2253054;facility;SANTA CASA DE MISERICORDIA DE PELOTAS;431440;-31.7657472096873;-52.346988916397095;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;4022.0;436.0;36.0;4.0;4022.0;12895117.53;S;1;99;54.627;7.746;0.108404;0.008951;1.0;3206.15
facility:2254611;facility;HOSPITAL VIDA SAUDE;431720;-27.866736978050632;-54.48566436767578;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;6319.0;331.0;130.0;2.0;6319.0;11108393.67;O;3;01;42.386;4.214;0.052382;0.020573;1.0;1757.94
facility:2254956;facility;HOSPITAL SHP;431390;-28.28978217700391;-53.496362230463184;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;2437.0;134.0;119.0;2.0;2437.0;2498313.17;B;3;01;46.245;3.103;0.054986;0.048831;1.0;1025.16
facility:2254964;facility;HOSPITAL SANTA CRUZ;431680;-29.720222010476743;-52.42688655853272;;;False;excluded_non_public_hospital;;;;;;;;;;;;;;;;;;;;;;
facility:2255928;facility;HOSPITAL MONTE ALVERNE;431680;-29.565693280584625;-52.33440399169922;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1124.0;26.0;19.0;2.0;1124.0;510090.26;J;3;01;53.489;2.879;0.023132;0.016904;1.0;453.82
facility:2255936;facility;HOSPITAL ANA NERY;431680;-29.738799442306973;-52.42709040641785;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;3347.0;280.0;57.0;1.5;3347.0;7147653.14;C;3;01;60.774;2.856;0.083657;0.01703;1.0;2135.54
facility:2257467;facility;HOSPITAL DR OSWALDO DIESEL;432170;-29.51785915;-50.77824638286049;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1002.0;73.0;122.0;5.0;1002.0;800600.42;F;3;99;50.996;7.779;0.072854;0.121756;1.0;799.0
facility:2257548;facility;HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA;430350;-30.8515;-51.8129;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;4507.0;555.0;254.0;3.0;4507.0;7851422.96;O;3;01;47.522;5.521;0.123142;0.056357;1.0;1742.05
facility:2257556;facility;HM REGIONAL;431240;-29.69536;-51.45852;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;5071.0;519.0;145.0;4.0;5071.0;8809525.64;O;3;01;46.786;6.898;0.102347;0.028594;1.0;1737.24
facility:2257564;facility;FUNDACAO HOSPITALAR DO ROLANTE;431600;-29.655369718639328;-50.56828737258911;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;852.0;70.0;106.0;3.0;852.0;548060.08;K;1;01;56.548;4.373;0.08216;0.124413;1.0;643.26
facility:2257572;facility;CNES 2257572 (Tapes - RS);432110;-30.66381972699996;-51.44130577304743;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;;;;;;;;;;;;;;;
facility:2257645;facility;HOSPITAL BENEFICENTE SAO PEDRO;430860;-29.253930109792577;-51.533863842487335;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;1905.0;170.0;88.0;3.0;1905.0;6617006.11;B;3;01;49.825;4.899;0.089239;0.046194;1.0;3473.49
facility:2257815;facility;HOSPITAL SAO VICENTE DE PAULO;431350;-29.8867564;-50.2653533;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;3227.0;395.0;140.0;3.0;3227.0;10524201.93;O;3;01;43.954;6.102;0.122405;0.043384;1.0;3261.3
facility:2259850;facility;HOSPITAL ROQUE GONZALES CAIBATE;430330;-28.290116103443413;-54.63554620742798;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;265.0;15.0;14.0;4.0;265.0;181300.12;B;1;01;60.725;4.547;0.056604;0.05283;1.0;684.15
facility:2259869;facility;HOSPITAL DE CARIDADE SERRO AZUL;430520;-28.14736526977968;-54.73719120025635;;;True;included;1;1;1;1;1;ibge_malha;synthetic_municipality;573.0;37.0;46.0;2.0;573.0;420865.81;K;3;99;58.606;3.48;0.064572;0.080279;1.0;734.5
facility:2259877;facility;HOSPITAL SAO MIGUEL ARCANJO;431915;-28.55525564;-54.550487995;;;True;included;1;0;1;1;1;ibge_malha;synthetic_municipality;452.0;32.0;58.0;4.0;452.0;387232.58;A;3;01;56.4;4.723;0.070796;0.128319;1.0;856.71
