source_node_id;target_node_id;edge_type;transfer_count;confidence_score;match_method;rule_version;assumption_revision;public_hospital_scope;source_latitude;source_longitude;source_municipality_code;target_latitude;target_longitude;target_municipality_code;distance_km;distance_band;same_municipality;source_uf;target_uf;same_uf_prefix;target_admissions;target_deaths;target_death_rate;target_mean_stay_days;target_regulated_transfer_exit_rate;target_icu_marker_rate;target_mean_value_per_admission;target_dominant_icd_chapter;self_transfer_edge
facility:0000434;facility:0000477;transfer;4;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-8.047589445099332;-34.8876616358757;261160;2.1642359628484895;0-50;True;26;26;True;17098;524;0.030647;3.896;0.004328;1.0;2539.94;C;False
facility:0000434;facility:0000582;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-8.041297817982748;-34.87337350845337;261160;3.42396321416558;0-50;True;26;26;True;13718;1304;0.095058;4.389;0.006561;1.0;2702.07;C;False
facility:0000434;facility:2344858;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-7.98036;-34.858601;260960;10.24498562227783;0-50;False;26;26;True;2581;559;0.216583;8.299;0.036807;1.0;8442.02;B;False
facility:0000434;facility:2752743;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-8.06721735;-34.89056509264155;261160;0.05261764555137632;0-50;True;26;26;True;909;3;0.0033;3.268;0.030803;1.0;518.18;K;False
facility:0000434;facility:7958838;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-8.2382117;-34.9834594;261160;21.61717440139748;0-50;True;26;26;True;6984;204;0.02921;5.361;0.023196;1.0;1562.17;P;False
facility:0000434;facility:9499199;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.066803665829326;-34.89079713821411;261160;-8.099181;-34.970345;260790;9.468605077542817;0-50;False;26;26;True;5473;58;0.010597;4.49;0.072721;1.0;663.04;L;False
facility:0000477;facility:0000477;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.047589445099332;-34.8876616358757;261160;-8.047589445099332;-34.8876616358757;261160;0.0;0-50;True;26;26;True;17098;524;0.030647;3.896;0.004328;1.0;2539.94;C;True
facility:0000477;facility:2432471;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.047589445099332;-34.8876616358757;261160;-7.862127704851433;-37.968621253967285;260560;339.91618251345795;200+;False;26;26;True;181;7;0.038674;3.829;0.198895;1.0;556.66;J;False
facility:0000566;facility:0000477;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.053833170965348;-34.88126993179321;261160;-8.047589445099332;-34.8876616358757;261160;0.9885529758477756;0-50;True;26;26;True;17098;524;0.030647;3.896;0.004328;1.0;2539.94;C;False
facility:0000566;facility:0134252;transfer;2;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.053833170965348;-34.88126993179321;261160;-8.1313758;-34.9030027;261160;8.948138696546042;0-50;True;26;26;True;6683;1795;0.268592;11.079;0.052671;1.0;10055.09;B;False
facility:0000566;facility:2752808;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.053833170965348;-34.88126993179321;261160;-8.0397853;-34.9083616;261160;3.367062047051668;0-50;True;26;26;True;2242;247;0.110169;6.649;0.018287;1.0;3200.65;L;False
facility:0000604;facility:0000566;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.053833170965348;-34.88126993179321;261160;4.168679143030385;0-50;True;26;26;True;5695;242;0.042493;4.176;0.042142;1.0;1404.48;N;False
facility:0000604;facility:0101826;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.05015555;-34.874829032951666;261160;3.8520691481794533;0-50;True;26;26;True;2918;892;0.305689;9.048;0.04318;1.0;2358.22;B;False
facility:0000604;facility:2319454;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.112722879375436;-35.01510143280029;260790;18.105463165845475;0-50;False;26;26;True;5990;234;0.039065;4.737;0.017863;1.0;2185.31;O;False
facility:0000604;facility:2711990;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.1660311273936;-34.92360055446625;260790;17.245247531113485;0-50;False;26;26;True;2030;39;0.019212;7.2;0.134483;1.0;648.44;J;False
facility:0000604;facility:2712008;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.1146178;-35.2784727;261640;44.93884612681351;0-50;False;26;26;True;5525;211;0.03819;4.755;0.023348;1.0;1588.6;O;False
facility:0000604;facility:5356067;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.1013199;-34.9704453;260790;13.524437463179702;0-50;False;26;26;True;7137;707;0.099061;7.666;0.037691;1.0;3083.51;S;False
facility:0000604;facility:6683630;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.0163644;-34.8825373;261160;-8.03932237033039;-34.933098260825226;261160;6.1244374771827355;0-50;True;26;26;True;739;156;0.211096;8.008;0.101488;1.0;6951.4;B;False
facility:0000655;facility:0000418;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.030155;-34.90701109170914;261160;2.7882761336361064;0-50;True;26;26;True;17252;1081;0.062659;6.754;0.036228;1.0;2082.54;O;False
facility:0000655;facility:0000434;transfer;9;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.066803665829326;-34.89079713821411;261160;1.6665737962239096;0-50;True;26;26;True;40069;1520;0.037935;4.979;0.016072;1.0;2899.04;C;False
facility:0000655;facility:0000477;transfer;6;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.047589445099332;-34.8876616358757;261160;1.2933048571590424;0-50;True;26;26;True;17098;524;0.030647;3.896;0.004328;1.0;2539.94;C;False
facility:0000655;facility:0000566;transfer;25;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.053833170965348;-34.88126993179321;261160;1.81768756302525;0-50;True;26;26;True;5695;242;0.042493;4.176;0.042142;1.0;1404.48;N;False
facility:0000655;facility:0000582;transfer;2;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.041297817982748;-34.87337350845337;261160;3.0101036176782485;0-50;True;26;26;True;13718;1304;0.095058;4.389;0.006561;1.0;2702.07;C;False
facility:0000655;facility:0000655;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.05350385733086;-34.89777624607086;261160;0.0;0-50;True;26;26;True;35962;4050;0.112619;7.121;0.074301;1.0;2107.93;I;True
facility:0000655;facility:0000809;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.052598243455138;-34.89795595407486;261160;0.1026251476150981;0-50;True;26;26;True;2089;54;0.02585;7.064;0.000957;1.0;1341.9;D;False
facility:0000655;facility:0000981;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.033811;-34.904742;261160;2.3201708542535093;0-50;True;26;26;True;1963;141;0.071829;13.327;0.046867;1.0;2595.93;B;False
facility:0000655;facility:0001120;transfer;3;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.063816693669658;-34.898189306259155;261160;1.1476380558794093;0-50;True;26;26;True;6358;460;0.07235;7.011;0.099402;1.0;9196.15;I;False
facility:0000655;facility:0134252;transfer;4;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.1313758;-34.9030027;261160;8.678071822615014;0-50;True;26;26;True;6683;1795;0.268592;11.079;0.052671;1.0;10055.09;B;False
facility:0000655;facility:0147028;transfer;4;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.088696406877409;-34.933369159698486;261160;5.537914531150826;0-50;True;26;26;True;1552;551;0.355026;10.177;0.034149;1.0;7510.06;B;False
facility:0000655;facility:2319454;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.112722879375436;-35.01510143280029;260790;14.498038547178647;0-50;False;26;26;True;5990;234;0.039065;4.737;0.017863;1.0;2185.31;O;False
facility:0000655;facility:2343738;transfer;4;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.1186945;-35.094869;260940;22.87669240200163;0-50;False;26;26;True;3160;203;0.064241;5.465;0.019937;1.0;2032.01;S;False
facility:0000655;facility:2344858;transfer;1;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-7.98036;-34.858601;260960;9.206303027290225;0-50;False;26;26;True;2581;559;0.216583;8.299;0.036807;1.0;8442.02;B;False
facility:0000655;facility:2344882;transfer;87;1.0;4pillars_strict;v1_4pillars_strict_2026_04_08;2026-04-08;True;-8.05350385733086;-34.89777624607086;261160;-8.0115115;-34.8423953;260960;7.680127857228902;0-50;False;26;26;True;6806;357;0.052454;6.129;0.059359;1.0;1365.85;O;False
