facility_node_id;admissions;deaths;regulated_transfer_exits;median_stay_days;icu_marker_count;total_value;dominant_icd_chapter;dominant_sex;dominant_race_color;mean_age;mean_stay_days;death_rate;regulated_transfer_exit_rate;icu_marker_rate;mean_value_per_admission
facility:2446782;487;24;266;2.0;487;367652.33;B;3;01;59.121;2.951;0.049281;0.546201;1.0;754.93
facility:2447029;3097;371;134;3.0;3097;10870582.99;O;3;01;49.925;5.507;0.119793;0.043268;1.0;3510.04
facility:2447886;1235;11;60;1.0;1235;523970.01;O;3;01;45.492;1.904;0.008907;0.048583;1.0;424.27
facility:2447894;2006;73;197;2.0;2006;1463427.21;K;1;01;50.639;4.122;0.036391;0.098205;1.0;729.53
facility:2448173;1529;57;262;2.0;1529;892135.64;O;3;01;49.154;4.177;0.037279;0.171354;1.0;583.48
facility:2448203;709;18;88;3.0;709;564588.22;B;3;03;53.841;3.007;0.025388;0.124118;1.0;796.32
facility:2448521;16387;537;163;2.0;16387;39984243.39;O;3;03;39.278;3.569;0.03277;0.009947;1.0;2440.0
facility:2448637;3291;120;112;3.5;3291;5465520.98;B;3;01;46.147;5.111;0.036463;0.034032;1.0;1660.75
facility:2448653;144;4;25;3.0;144;105617.22;B;1;03;60.951;4.007;0.027778;0.173611;1.0;733.45
facility:2449439;1872;0;0;3.0;1872;908073.31;I;3;99;42.467;3.056;0.0;0.0;1.0;485.08
facility:2449552;843;0;1;3.0;843;246422.67;K;3;03;38.741;3.711;0.0;0.001186;1.0;292.32
facility:2449641;4841;287;281;2.0;4841;2728984.09;O;3;99;36.83;4.291;0.059285;0.058046;1.0;563.72
facility:2450143;1057;41;176;3.0;1057;416435.09;B;1;03;55.02;4.672;0.038789;0.166509;1.0;393.98
facility:2450178;2289;61;192;2.0;2289;1037925.44;S;1;03;40.708;4.046;0.026649;0.083879;1.0;453.44
facility:2450429;3031;0;0;2.0;3031;1265576.88;A;3;99;36.075;2.102;0.0;0.0;1.0;417.54
facility:2450453;2020;1;31;2.0;2020;769025.06;I;3;03;37.515;2.576;0.000495;0.015347;1.0;380.71
facility:2450631;438;10;0;3.0;438;304925.46;J;3;03;38.135;4.189;0.022831;0.0;1.0;696.18
facility:2451425;1100;0;0;3.0;1100;402436.61;A;3;03;38.644;2.765;0.0;0.0;1.0;365.85
facility:2451565;1975;4;2;4.0;1975;790573.67;A;3;03;40.006;3.635;0.002025;0.001013;1.0;400.29
facility:2451573;677;1;3;2.0;677;279903.8;O;3;04;35.579;2.71;0.001477;0.004431;1.0;413.45
facility:2451999;1344;1;1;6.0;1344;1120958.55;J;1;99;57.874;7.246;0.000744;0.000744;1.0;834.05
facility:2452383;9861;462;166;2.0;9861;15141953.76;O;3;03;24.573;4.634;0.046851;0.016834;1.0;1535.54
facility:2452774;436;2;17;2.0;436;172776.01;J;3;03;41.8;2.427;0.004587;0.038991;1.0;396.28
facility:2452782;5853;307;244;2.0;5853;8606620.68;O;3;99;31.189;3.552;0.052452;0.041688;1.0;1470.46
facility:2452820;4333;51;326;2.0;4333;2384210.64;O;3;03;32.858;3.136;0.01177;0.075237;1.0;550.24
facility:2452855;225;0;0;2.0;225;109381.46;A;1;03;41.396;2.36;0.0;0.0;1.0;486.14
facility:2452952;2721;27;402;2.0;2721;1503358.27;O;3;03;35.61;2.484;0.009923;0.14774;1.0;552.5
facility:2453347;1439;3;24;2.0;1439;635965.14;A;3;03;37.905;2.573;0.002085;0.016678;1.0;441.95
facility:2453355;5;0;0;3.0;5;1738.6;E;1;03;34.0;3.2;0.0;0.0;1.0;347.72
facility:2453363;1291;0;0;3.0;1291;504561.84;A;3;03;35.096;3.002;0.0;0.0;1.0;390.83
facility:2453665;4243;38;11;2.0;4243;4344317.54;O;3;03;23.555;3.259;0.008956;0.002593;1.0;1023.88
facility:2453851;668;1;23;5.0;668;334004.78;J;1;99;4.958;5.142;0.001497;0.034431;1.0;500.01
facility:2454475;1631;62;135;2.0;1631;908691.93;S;1;03;47.214;3.89;0.038013;0.082771;1.0;557.14
facility:2454696;4097;117;128;2.0;4097;1880192.68;O;3;03;36.256;3.099;0.028557;0.031242;1.0;458.92
facility:2454750;1041;46;168;2.0;1041;656849.6;B;3;03;45.941;3.66;0.044188;0.161383;1.0;630.98
facility:2454947;1169;0;16;1.0;1169;519956.07;O;3;03;31.441;1.722;0.0;0.013687;1.0;444.79
facility:2455145;1388;16;150;2.0;1388;944379.96;O;3;03;38.371;3.732;0.011527;0.108069;1.0;680.39
facility:2455463;1108;7;141;2.0;1108;791754.17;B;3;99;37.64;2.38;0.006318;0.127256;1.0;714.58
facility:2455625;1331;3;141;2.0;1331;819943.08;J;3;03;37.968;2.315;0.002254;0.105935;1.0;616.04
facility:2455706;739;9;34;2.0;739;386595.41;O;3;03;35.342;2.56;0.012179;0.046008;1.0;523.13
facility:2455773;506;21;87;8.25;506;238904.18;A;1;99;49.389;10.077;0.041502;0.171937;1.0;472.14
facility:2456672;11948;780;402;4.0;11948;12763875.64;S;1;99;38.712;6.433;0.065283;0.033646;1.0;1068.29
facility:2456710;360;0;0;37.75;360;384044.4;F;1;99;40.022;35.594;0.0;0.0;1.0;1066.79
facility:2456907;701;28;108;9.0;701;463805.4;N;1;99;54.899;12.887;0.039943;0.154066;1.0;661.63
facility:2456915;569;26;130;8.0;569;339016.15;A;3;99;53.67;10.701;0.045694;0.228471;1.0;595.81
facility:2456958;9376;68;366;2.0;9376;12035250.69;O;3;03;44.748;4.679;0.007253;0.039036;1.0;1283.62
facility:2457121;5374;82;620;1.5;5374;2487419.69;O;3;03;32.296;2.449;0.015259;0.11537;1.0;462.86
facility:2457156;1130;10;103;1.0;1130;328041.3;A;3;03;46.249;1.994;0.00885;0.09115;1.0;290.3
facility:2457253;61;1;0;2.0;61;23549.06;A;1;99;41.426;4.311;0.016393;0.0;1.0;386.05
facility:2457512;628;11;122;2.0;628;379487.68;B;1;03;46.72;3.08;0.017516;0.194268;1.0;604.28
facility:2457555;200;1;30;3.0;200;125973.62;A;1;03;46.135;4.525;0.005;0.15;1.0;629.87
facility:2457571;560;0;1;2.0;560;226321.63;J;3;03;30.795;2.48;0.0;0.001786;1.0;404.15
facility:2457768;2098;72;245;18.75;2098;1945602.12;F;1;99;45.724;18.978;0.034318;0.116778;1.0;927.36
facility:2457911;918;0;0;2.0;918;466303.41;A;1;03;43.808;2.874;0.0;0.0;1.0;507.96
facility:2458055;3654;237;698;2.0;3654;2532021.23;B;1;99;52.753;2.979;0.06486;0.191024;1.0;692.95
facility:2458292;515;86;18;18.0;515;1759993.63;B;1;03;42.932;18.274;0.16699;0.034951;1.0;3417.46
facility:2458470;1606;4;32;3.0;1606;686983.07;A;3;03;35.545;2.943;0.002491;0.019925;1.0;427.76
facility:2458705;2675;7;45;2.0;2675;1442760.75;O;3;99;29.831;2.45;0.002617;0.016822;1.0;539.35
facility:2458799;3215;117;603;5.0;3215;1474551.54;J;1;03;4.896;7.381;0.036392;0.187558;1.0;458.65
facility:2458888;341;0;68;2.0;341;89383.4;K;3;03;40.592;1.581;0.0;0.199413;1.0;262.12
facility:2459477;3107;21;232;2.0;3107;1759436.1;O;3;03;36.621;2.85;0.006759;0.07467;1.0;566.28
facility:2459620;2325;33;195;2.0;2325;1103633.05;O;3;99;34.781;2.622;0.014194;0.083871;1.0;474.68
facility:2460017;419;1;11;2.0;419;245606.39;O;3;03;38.461;2.296;0.002387;0.026253;1.0;586.17
facility:2460262;2851;260;186;5.0;2851;5647744.28;S;1;03;39.834;6.789;0.091196;0.06524;1.0;1980.97
facility:2460335;584;0;0;2.0;584;207375.43;O;3;03;33.604;2.14;0.0;0.0;1.0;355.09
facility:2460343;457;4;60;3.0;457;262371.15;B;1;03;47.168;3.921;0.008753;0.131291;1.0;574.12
facility:2460432;1058;0;1;2.0;1058;341995.58;A;3;03;35.139;2.153;0.0;0.000945;1.0;323.25
facility:2460564;575;0;0;3.0;575;285976.11;A;3;03;37.722;3.527;0.0;0.0;1.0;497.35
facility:2460580;649;0;0;3.0;649;345115.03;A;3;03;40.085;2.787;0.0;0.0;1.0;531.76
facility:2460726;55;0;0;2.5;55;30355.49;N;3;03;43.491;2.509;0.0;0.0;1.0;551.92
facility:2460831;2047;6;2;2.0;2047;678444.32;O;3;99;40.424;3.027;0.002931;0.000977;1.0;331.43
facility:2460912;38;2;1;1.0;38;14589.6;O;3;03;30.368;1.342;0.052632;0.026316;1.0;383.94
facility:2460963;1590;0;0;2.0;1590;511065.18;A;3;03;35.118;2.408;0.0;0.0;1.0;321.42
facility:2461005;595;0;1;2.25;595;259204.29;O;3;03;34.012;2.709;0.0;0.001681;1.0;435.64
facility:2461099;880;0;1;2.0;880;350309.7;A;3;99;38.069;3.503;0.0;0.001136;1.0;398.08
facility:2461153;851;3;2;2.0;851;541347.6;B;3;99;41.115;3.351;0.003525;0.00235;1.0;636.13
facility:2461234;677;0;0;4.0;677;255206.15;J;3;03;35.238;3.789;0.0;0.0;1.0;376.97
facility:2461277;1601;0;2;4.0;1601;968533.43;O;3;99;37.567;3.557;0.0;0.001249;1.0;604.96
facility:2461285;622;10;16;2.25;622;402917.4;O;3;03;40.169;3.243;0.016077;0.025723;1.0;647.78
facility:2461390;1017;0;0;4.0;1017;262392.74;A;3;04;39.337;3.902;0.0;0.0;1.0;258.01
facility:2461625;389;1;3;3.0;389;165856.89;O;3;03;36.933;3.051;0.002571;0.007712;1.0;426.37
facility:2461641;756;0;0;2.0;756;246464.15;A;3;03;36.554;2.053;0.0;0.0;1.0;326.01
facility:2461714;239;1;3;2.0;239;89944.68;O;3;03;32.749;1.799;0.004184;0.012552;1.0;376.34
facility:2461765;1335;0;0;2.0;1335;512192.38;A;3;03;39.413;2.126;0.0;0.0;1.0;383.66
facility:2461838;1350;14;10;2.0;1350;613250.06;A;3;03;40.373;2.408;0.01037;0.007407;1.0;454.26
facility:2461897;529;0;1;3.0;529;201991.14;A;3;03;28.718;2.82;0.0;0.00189;1.0;381.84
facility:2461900;643;0;0;2.0;643;245552.15;A;3;03;36.328;2.325;0.0;0.0;1.0;381.89
facility:2462095;579;0;0;2.0;579;210214.37;O;3;03;27.131;2.323;0.0;0.0;1.0;363.06
facility:2462184;1039;0;1;2.0;1039;392636.27;O;3;99;28.474;2.314;0.0;0.000962;1.0;377.9
facility:2462192;2403;10;0;2.0;2403;1084119.17;O;3;99;36.425;2.162;0.004161;0.0;1.0;451.15
facility:2462214;1731;3;3;2.0;1731;871644.72;O;3;03;33.63;2.66;0.001733;0.001733;1.0;503.55
facility:2462583;2340;2;81;2.0;2340;1224363.32;O;3;03;21.969;1.909;0.000855;0.034615;1.0;523.23
facility:2462591;1233;15;0;2.0;1233;867801.86;B;3;03;48.485;3.657;0.012165;0.0;1.0;703.81
facility:2462729;1881;2;3;1.0;1881;984204.56;O;3;03;25.228;1.476;0.001063;0.001595;1.0;523.23
facility:2463016;6791;346;127;2.0;6791;6008033.72;O;3;99;36.418;4.143;0.05095;0.018701;1.0;884.71
facility:2463784;2161;38;89;2.0;2161;1310576.7;O;3;99;34.151;3.425;0.017584;0.041185;1.0;606.47
facility:2463946;396;1;26;2.0;396;175978.89;K;3;03;39.556;2.932;0.002525;0.065657;1.0;444.39
facility:2463954;1633;2;72;1.0;1633;725548.69;O;3;03;33.816;1.704;0.001225;0.044091;1.0;444.3
facility:2464268;373;1;0;2.0;373;120298.48;O;3;99;37.038;2.732;0.002681;0.0;1.0;322.52
facility:2464276;604;46;127;7.25;604;666939.36;B;1;99;53.323;8.568;0.076159;0.210265;1.0;1104.2
facility:2464454;1535;10;0;3.0;1535;745011.04;O;3;03;32.357;2.448;0.006515;0.0;1.0;485.35
facility:2464594;6394;1018;97;5.5;6394;34329129.37;I;1;03;52.096;10.739;0.159212;0.01517;1.0;5368.96
facility:2465027;427;0;2;2.0;427;146962.34;A;3;03;34.604;2.71;0.0;0.004684;1.0;344.17
facility:2465086;672;0;6;3.0;672;481435.88;B;3;03;39.862;4.555;0.0;0.008929;1.0;716.42
facility:2465108;492;0;2;2.0;492;235653.6;O;3;03;31.315;2.047;0.0;0.004065;1.0;478.97
facility:2465469;3578;101;338;3.0;3578;1953105.4;O;3;99;37.324;3.153;0.028228;0.094466;1.0;545.87
facility:2465655;1166;0;0;3.0;1166;599983.28;A;3;03;25.381;3.097;0.0;0.0;1.0;514.57
facility:2465752;2861;116;86;10.5;2861;2429104.23;F;1;03;48.712;14.409;0.040545;0.030059;1.0;849.04
facility:2465787;1694;1;38;2.0;1694;823672.75;O;3;03;26.566;2.218;0.00059;0.022432;1.0;486.23
facility:2465825;4915;542;985;4.0;4915;12633222.44;B;1;03;50.797;6.026;0.110275;0.200407;1.0;2570.34
facility:2465833;7564;334;198;2.0;7564;20211701.31;O;3;03;41.503;3.896;0.044157;0.026177;1.0;2672.09
facility:2466562;241;0;0;0.0;241;684183.81;H;1;99;54.66;0.012;0.0;0.0;1.0;2838.94
facility:2466694;421;30;8;3.0;421;209740.68;J;3;03;52.245;4.534;0.071259;0.019002;1.0;498.2
facility:2467372;5520;224;596;2.0;5520;2399655.29;O;3;03;35.618;2.881;0.04058;0.107971;1.0;434.72
facility:2467569;2;0;0;3.0;2;500.87;N;3;03;13.0;3.0;0.0;0.0;1.0;250.44
facility:2468271;1147;24;152;2.0;1147;647307.58;O;3;03;41.211;2.936;0.020924;0.13252;1.0;564.35
facility:2468840;37;0;4;3.0;37;19179.8;B;1;03;52.676;4.459;0.0;0.108108;1.0;518.37
facility:2468972;3625;254;169;2.0;3625;2716811.47;O;3;03;37.896;4.123;0.070069;0.046621;1.0;749.47
facility:2469499;484;2;62;2.0;484;399339.74;B;1;03;49.289;2.314;0.004132;0.128099;1.0;825.08
facility:2470098;2231;51;86;2.0;2231;1155705.33;O;3;03;34.485;3.922;0.02286;0.038548;1.0;518.02
facility:2470357;72;0;0;0.0;72;236405.52;H;1;03;59.208;0.0;0.0;0.0;1.0;3283.41
facility:2470748;832;212;40;5.0;832;3714819.96;B;1;03;58.257;7.714;0.254808;0.048077;1.0;4464.93
facility:2471345;4385;190;356;2.0;4385;3084309.8;O;3;03;38.261;3.629;0.04333;0.081186;1.0;703.38
facility:2471590;526;1;32;2.0;526;342065.88;B;3;99;40.597;3.053;0.001901;0.060837;1.0;650.32
facility:2471663;813;1;21;2.0;813;506313.09;K;3;99;39.817;2.729;0.00123;0.02583;1.0;622.77
facility:2471795;950;34;276;2.0;950;445800.86;O;3;03;31.544;3.005;0.035789;0.290526;1.0;469.26
facility:2472244;1565;15;40;1.5;1565;711994.63;O;3;03;37.693;1.95;0.009585;0.025559;1.0;454.95
facility:2472716;651;7;30;2.75;651;363288.35;A;3;03;43.35;2.711;0.010753;0.046083;1.0;558.05
facility:2472783;277;0;0;3.0;277;126721.77;N;3;03;46.123;3.209;0.0;0.0;1.0;457.48
facility:2472791;318;4;51;3.0;318;132567.17;J;3;03;41.129;3.563;0.012579;0.160377;1.0;416.88
facility:2472945;269;7;103;3.0;269;402582.42;B;1;99;51.16;3.52;0.026022;0.3829;1.0;1496.59
facility:2473046;4894;227;549;2.0;4894;5940681.39;O;3;03;35.979;3.079;0.046383;0.112178;1.0;1213.87
facility:2473062;30;0;0;0.0;30;133562.75;H;1;99;53.0;0.2;0.0;0.0;1.0;4452.09
facility:2473372;602;51;182;7.0;602;430301.55;I;3;03;61.973;8.068;0.084718;0.302326;1.0;714.79
facility:2473380;3915;59;82;2.0;3915;6779550.23;O;3;99;26.422;3.602;0.01507;0.020945;1.0;1731.69
facility:2473577;2044;111;129;2.25;2044;3915978.88;O;3;99;33.379;4.867;0.054305;0.063112;1.0;1915.84
facility:2473844;296;31;53;2.0;296;152845.18;B;1;03;53.003;4.294;0.10473;0.179054;1.0;516.37
facility:2474328;373;34;51;4.0;373;252118.27;B;3;03;52.901;6.882;0.091153;0.136729;1.0;675.92
facility:2474506;780;55;65;2.0;780;1101707.0;O;3;99;41.488;4.338;0.070513;0.083333;1.0;1412.44
facility:2474751;667;77;61;5.5;667;1622023.85;B;1;03;55.105;6.465;0.115442;0.091454;1.0;2431.82
facility:2474786;5;0;0;1.0;5;1209.45;I;1;03;64.2;1.6;0.0;0.0;1.0;241.89
facility:2474905;78;3;35;2.75;78;79900.36;B;1;99;56.872;3.179;0.038462;0.448718;1.0;1024.36
facility:2474972;5;0;3;2.0;5;3183.04;A;1;01;80.0;2.6;0.0;0.6;1.0;636.61
facility:2475227;875;178;117;4.0;875;2793054.89;B;1;03;59.856;4.941;0.203429;0.133714;1.0;3192.06
facility:2475278;85;0;1;3.0;85;31474.8;A;3;03;47.576;3.835;0.0;0.011765;1.0;370.29
facility:2475596;41;1;4;3.0;41;30631.26;J;1;01;65.878;3.122;0.02439;0.097561;1.0;747.1
facility:2475847;767;13;45;1.0;767;538211.58;H;3;99;51.016;1.816;0.016949;0.05867;1.0;701.71
facility:2476061;27;0;0;4.5;27;10391.96;J;3;01;69.037;4.222;0.0;0.0;1.0;384.89
facility:2476266;198;9;51;2.0;198;134532.4;A;3;01;58.066;2.485;0.045455;0.257576;1.0;679.46
facility:2476274;80;7;12;4.0;80;34765.75;J;1;03;63.288;5.6;0.0875;0.15;1.0;434.57
facility:2476398;51;2;6;3.5;51;22592.94;N;3;99;59.569;3.98;0.039216;0.117647;1.0;443.0
facility:2476487;3556;294;110;2.0;3556;4116670.66;K;3;01;48.685;3.582;0.082677;0.030934;1.0;1157.67
facility:2476541;9;0;0;4.0;9;6987.94;A;3;01;67.778;4.889;0.0;0.0;1.0;776.44
facility:2476649;162;1;25;2.0;162;67877.23;O;3;03;28.623;3.222;0.006173;0.154321;1.0;419.0
facility:2476703;106;2;10;2.0;106;18616.97;Z;1;03;42.472;2.632;0.018868;0.09434;1.0;175.63
facility:2476711;176;0;28;2.0;176;41015.7;Z;3;03;37.892;2.062;0.0;0.159091;1.0;233.04
facility:2476827;453;1;69;2.0;453;202174.21;O;3;03;26.879;2.512;0.002208;0.152318;1.0;446.3
facility:2477661;4084;503;714;3.0;4084;3117943.34;B;1;99;49.158;5.58;0.123164;0.174829;1.0;763.45
facility:2477947;444;9;37;2.0;444;126460.09;A;3;03;38.883;3.3;0.02027;0.083333;1.0;284.82
facility:2478080;1206;42;63;2.0;1206;786918.32;O;3;99;44.989;3.689;0.034826;0.052239;1.0;652.5
facility:2478277;520;0;8;3.0;520;311681.95;O;3;03;44.473;3.408;0.0;0.015385;1.0;599.39
facility:2478307;95;4;10;4.5;95;95934.4;B;3;03;51.379;5.011;0.042105;0.105263;1.0;1009.84
facility:2478374;128;6;11;4.5;128;151972.63;B;3;03;52.742;5.969;0.046875;0.085938;1.0;1187.29
facility:2478994;227;7;53;1.0;227;131960.99;O;3;03;49.242;2.022;0.030837;0.23348;1.0;581.33
facility:2479028;1185;67;128;2.0;1185;797816.77;B;3;03;47.658;2.918;0.05654;0.108017;1.0;673.26
facility:2479214;12442;2379;212;9.0;12442;57896372.84;I;1;99;60.12;12.274;0.191207;0.017039;1.0;4653.3
facility:2479419;303;24;31;2.75;303;190958.01;O;3;99;48.772;3.871;0.079208;0.10231;1.0;630.22
facility:2479427;275;0;13;4.0;275;199197.37;B;3;03;56.396;4.484;0.0;0.047273;1.0;724.35
facility:2479478;434;17;79;2.0;434;296967.59;O;3;03;42.479;3.263;0.039171;0.182028;1.0;684.26
facility:2479710;325;0;0;2.0;325;130907.37;O;3;99;41.474;4.363;0.0;0.0;1.0;402.79
facility:2479818;307;13;40;4.0;307;187927.42;J;3;99;48.612;4.893;0.042345;0.130293;1.0;612.14
facility:2479893;334;21;56;3.0;334;213816.72;B;3;03;53.967;4.246;0.062874;0.167665;1.0;640.17
facility:2479907;4247;69;19;2.0;4247;3107738.55;O;3;03;35.989;3.821;0.016247;0.004474;1.0;731.75
facility:2480050;128;1;2;5.0;128;102228.92;B;1;03;50.789;4.75;0.007812;0.015625;1.0;798.66
facility:2480565;35;0;0;0.0;35;72450.0;H;3;99;50.457;0.0;0.0;0.0;1.0;2070.0
facility:2480638;91;0;0;0.0;91;207007.66;H;3;03;57.044;0.0;0.0;0.0;1.0;2274.81
facility:2480646;5186;270;163;2.0;5186;7807832.85;O;3;03;39.77;3.165;0.052063;0.031431;1.0;1505.56
facility:2480654;801;7;16;3.0;801;461220.54;J;3;03;55.086;2.968;0.008739;0.019975;1.0;575.81
facility:2481286;12258;82;328;3.0;12258;14517176.52;O;3;03;21.392;5.207;0.00669;0.026758;1.0;1184.3
facility:2482258;73;0;0;0.0;73;153239.57;H;1;03;56.63;0.0;0.0;0.0;1.0;2099.17
facility:2482339;5353;153;607;2.0;5353;3362443.92;O;3;99;28.313;3.169;0.028582;0.113394;1.0;628.14
facility:2482525;46;0;2;2.0;46;15639.21;O;3;01;40.848;2.348;0.0;0.043478;1.0;339.98
facility:2483033;512;8;18;3.0;512;253135.59;O;3;03;40.449;3.494;0.015625;0.035156;1.0;494.41
facility:2483041;20;0;1;1.75;20;9254.58;O;3;99;43.5;3.35;0.0;0.05;1.0;462.73
facility:2483300;167;21;47;1.75;167;94394.97;B;3;03;57.766;2.174;0.125749;0.281437;1.0;565.24
facility:2483408;324;21;57;2.0;324;140017.75;I;3;03;47.667;4.201;0.064815;0.175926;1.0;432.15
facility:2483424;380;15;20;1.0;380;168217.78;O;3;03;38.353;3.289;0.039474;0.052632;1.0;442.68
facility:2483548;862;23;115;2.0;862;540980.78;O;3;03;40.483;3.523;0.026682;0.133411;1.0;627.59
facility:2483998;731;16;84;2.5;731;432601.3;J;3;03;42.703;3.328;0.021888;0.114911;1.0;591.79
facility:2484072;3399;1;388;2.0;3399;1566962.44;O;3;03;21.447;1.892;0.000294;0.114151;1.0;461.01
facility:2484269;414;5;19;2.0;414;187459.78;O;3;99;32.07;2.401;0.012077;0.045894;1.0;452.8
facility:2484366;696;2;107;2.5;696;417814.53;J;3;99;45.557;3.197;0.002874;0.153736;1.0;600.31
facility:2484676;828;12;94;2.75;828;515013.2;J;3;03;43.114;2.978;0.014493;0.113527;1.0;622.0
facility:2485249;193;2;33;2.0;193;95748.2;A;1;03;49.212;2.798;0.010363;0.170984;1.0;496.1
facility:2485397;96;5;44;3.5;96;35018.51;J;1;03;61.583;4.396;0.052083;0.458333;1.0;364.78
facility:2485680;9437;509;489;4.0;9437;18245558.99;S;1;03;49.482;5.763;0.053937;0.051817;1.0;1933.41
facility:2485729;7262;419;162;3.0;7262;21980768.33;B;3;03;31.361;5.569;0.057698;0.022308;1.0;3026.82
facility:2485966;2022;0;0;3.0;2022;1116729.4;O;3;99;26.194;3.259;0.0;0.0;1.0;552.29
facility:2486199;7745;923;247;5.5;7745;19619914.66;K;3;03;55.613;9.241;0.119174;0.031892;1.0;2533.24
facility:2487411;2471;9;45;2.0;2471;1213692.42;O;3;99;25.209;2.378;0.003642;0.018211;1.0;491.17
facility:2487438;6347;635;224;3.0;6347;4488958.38;S;1;03;46.952;5.469;0.100047;0.035292;1.0;707.26
facility:2487616;2372;100;352;2.0;2372;1232043.93;O;3;03;44.058;3.478;0.042159;0.148398;1.0;519.41
facility:2487756;5924;255;139;3.0;5924;11290109.84;K;3;03;44.715;4.837;0.043045;0.023464;1.0;1905.83
facility:2488892;1158;40;497;1.0;1158;9487733.39;I;1;03;60.846;3.466;0.034542;0.429188;1.0;8193.21
facility:2490218;359;35;85;3.0;359;141994.53;I;3;03;55.632;4.426;0.097493;0.236769;1.0;395.53
facility:2490501;654;0;0;3.0;654;500358.35;A;3;03;34.998;3.028;0.0;0.0;1.0;765.07
facility:2490773;243;0;0;2.0;243;75964.97;A;3;03;42.342;2.461;0.0;0.0;1.0;312.61
facility:2490781;113;1;14;6.0;113;79615.42;A;3;03;49.478;6.283;0.00885;0.123894;1.0;704.56
facility:2490935;1630;41;148;3.0;1630;1136419.97;O;3;01;39.932;5.161;0.025153;0.090798;1.0;697.19
facility:2491249;3078;261;143;2.0;3078;7829765.71;O;3;01;42.294;4.08;0.084795;0.046459;1.0;2543.78
facility:2491311;300;32;68;2.0;300;172422.39;J;1;01;54.967;3.42;0.106667;0.226667;1.0;574.74
facility:2491710;15115;1124;555;3.0;15115;40932424.6;O;3;01;46.213;5.403;0.074363;0.036718;1.0;2708.07
facility:2492342;1041;62;68;3.0;1041;964663.95;B;1;01;53.579;4.029;0.059558;0.065322;1.0;926.67
facility:2492881;279;12;80;2.5;279;132068.63;O;3;03;41.341;3.122;0.043011;0.286738;1.0;473.36
facility:2492911;1238;32;37;3.0;1238;772940.76;J;3;03;46.728;4.284;0.025848;0.029887;1.0;624.35
facility:2493195;561;28;99;2.75;561;303828.66;O;3;03;40.077;3.889;0.049911;0.176471;1.0;541.58
facility:2493330;742;86;235;3.0;742;411143.16;O;3;99;48.883;4.937;0.115903;0.316712;1.0;554.1
facility:2493578;438;4;0;3.0;438;259740.04;J;3;03;40.979;2.838;0.009132;0.0;1.0;593.01
facility:2493845;2917;22;27;2.0;2917;3186892.26;S;1;99;44.581;4.427;0.007542;0.009256;1.0;1092.52
facility:2493853;2289;247;371;6.0;2289;7073460.96;B;1;03;49.284;8.97;0.107907;0.16208;1.0;3090.2
facility:2493888;12992;814;6057;3.0;12992;16113050.75;S;1;99;46.592;4.109;0.062654;0.46621;1.0;1240.23
facility:2493896;2985;12;31;4.0;2985;1294997.27;T;1;03;5.88;7.016;0.00402;0.010385;1.0;433.83
facility:2494167;506;11;116;2.0;506;309256.83;B;3;03;45.174;3.172;0.021739;0.229249;1.0;611.18
facility:2494280;1805;0;80;1.0;1805;729085.19;J;1;99;4.994;2.071;0.0;0.044321;1.0;403.93
facility:2494299;4843;141;647;1.0;4843;3638074.29;O;3;03;43.268;2.583;0.029114;0.133595;1.0;751.2
facility:2494345;109;14;38;3.0;109;46097.91;J;3;01;61.138;3.862;0.12844;0.348624;1.0;422.92
facility:2494442;11005;729;124;2.75;11005;38671990.17;I;1;03;59.642;4.255;0.066243;0.011268;1.0;3514.04
facility:2494450;304;7;0;7.25;304;6516232.81;A;1;03;45.944;8.0;0.023026;0.0;1.0;21434.98
facility:2494523;76;4;21;5.5;76;1016424.9;Q;3;03;4.947;9.171;0.052632;0.276316;1.0;13374.01
facility:2494930;1236;100;80;6.0;1236;5204172.98;B;1;03;52.214;7.349;0.080906;0.064725;1.0;4210.5
facility:2495015;2194;845;57;9.0;2194;23093632.15;B;1;99;50.514;11.086;0.385141;0.02598;1.0;10525.81
facility:2495228;2874;54;308;2.0;2874;1719150.69;O;3;99;35.252;2.313;0.018789;0.107168;1.0;598.17
facility:2495279;7814;302;919;2.0;7814;7936157.22;O;3;03;40.997;3.697;0.038649;0.117609;1.0;1015.63
facility:2495414;703;38;63;3.0;703;511589.87;B;3;03;46.741;3.531;0.054054;0.089616;1.0;727.72
facility:2496046;2596;1;158;2.0;2596;1154131.25;O;3;03;18.71;2.035;0.000385;0.060863;1.0;444.58
facility:2496461;71;0;71;1.0;71;129478.56;B;1;99;56.07;1.732;0.0;1.0;1.0;1823.64
facility:2496534;2707;85;187;1.25;2707;1351369.7;O;3;99;37.107;2.129;0.0314;0.06908;1.0;499.21
facility:2496879;2569;45;13;1.0;2569;1674853.7;O;3;99;40.743;2.591;0.017517;0.00506;1.0;651.95
facility:2497468;676;47;100;3.5;676;538347.7;B;3;03;46.596;4.615;0.069527;0.147929;1.0;796.37
facility:2497654;25074;2896;1873;6.0;25074;69838534.65;I;3;03;49.649;8.929;0.115498;0.074699;1.0;2785.3
facility:2497751;4575;0;2;2.0;4575;2193473.48;G;1;99;34.373;5.701;0.0;0.000437;1.0;479.45
facility:2498227;221;14;19;3.0;221;143265.35;O;3;03;43.955;4.294;0.063348;0.085973;1.0;648.26
facility:2498421;3493;84;291;2.5;3493;1792561.89;S;3;03;41.406;3.037;0.024048;0.083309;1.0;513.19
