facility_node_id;admissions;deaths;regulated_transfer_exits;median_stay_days;icu_marker_count;total_value;dominant_icd_chapter;dominant_sex;dominant_race_color;mean_age;mean_stay_days;death_rate;regulated_transfer_exit_rate;icu_marker_rate;mean_value_per_admission
facility:2092980;953;41;54;2.0;953;432200.22;J;3;01;43.884;2.783;0.043022;0.056663;1.0;453.52
facility:2093227;335;69;60;4.5;335;287915.1;B;1;01;61.146;5.316;0.20597;0.179104;1.0;859.45
facility:2093324;4321;413;220;3.0;4321;9466761.55;O;3;01;48.477;4.814;0.09558;0.050914;1.0;2190.87
facility:2093332;2649;258;109;3.0;2649;6171604.84;O;3;01;49.078;5.549;0.097395;0.041148;1.0;2329.79
facility:2093502;800;55;73;2.0;800;458826.36;J;3;01;60.958;2.945;0.06875;0.09125;1.0;573.53
facility:2095912;815;63;98;2.0;815;1433181.94;B;3;01;49.672;3.696;0.077301;0.120245;1.0;1758.51
facility:2096196;1482;125;347;3.0;1482;700998.15;O;3;03;42.899;3.996;0.084345;0.234143;1.0;473.01
facility:2096412;6567;598;276;2.0;6567;10641572.77;K;1;01;48.975;4.298;0.091061;0.042028;1.0;1620.46
facility:2096463;6454;485;149;2.0;6454;8395371.96;O;3;01;41.826;4.805;0.075147;0.023086;1.0;1300.8
facility:2096498;2541;444;56;3.0;2541;8396339.7;B;1;01;60.933;5.521;0.174734;0.022039;1.0;3304.34
facility:2096617;423;21;65;2.0;423;240985.01;A;3;99;51.296;2.603;0.049645;0.153664;1.0;569.7
facility:2097613;4;0;1;3.0;4;11488.34;I;3;01;46.5;1.5;0.0;0.25;1.0;2872.08
facility:2097877;3848;386;58;3.0;3848;8423459.74;O;3;01;47.635;5.53;0.100312;0.015073;1.0;2189.05
facility:2098156;582;36;50;3.0;582;315815.8;O;3;01;46.344;4.137;0.061856;0.085911;1.0;542.64
facility:2098326;2606;370;103;4.5;2606;9296884.11;S;1;01;52.925;6.754;0.14198;0.039524;1.0;3567.49
facility:2098369;6272;342;225;2.0;6272;8757706.38;O;3;03;43.701;4.219;0.054528;0.035874;1.0;1396.32
facility:2098407;798;37;67;2.5;798;541382.21;O;3;99;50.199;3.86;0.046366;0.08396;1.0;678.42
facility:2098474;1169;225;121;6.5;1169;6370378.27;B;1;01;59.445;9.79;0.192472;0.103507;1.0;5449.43
facility:2098539;2246;154;260;2.0;2246;1364554.94;O;3;01;44.708;3.711;0.068566;0.115761;1.0;607.55
facility:2098911;4372;613;146;3.0;4372;7850539.3;B;3;01;52.927;4.934;0.14021;0.033394;1.0;1795.64
facility:2098938;3635;433;31;4.0;3635;15404825.61;I;1;01;63.52;6.628;0.11912;0.008528;1.0;4237.92
facility:2098946;1607;5;42;31.0;1607;1900066.31;F;1;01;58.915;28.194;0.003111;0.026136;1.0;1182.37
facility:2099209;1353;50;153;3.0;1353;881628.25;O;3;03;46.44;3.85;0.036955;0.113082;1.0;651.61
facility:2099217;752;62;27;3.0;752;1582004.53;B;3;03;47.529;4.206;0.082447;0.035904;1.0;2103.73
facility:2099233;1243;77;105;2.0;1243;603988.7;O;3;99;48.707;3.901;0.061947;0.084473;1.0;485.91
facility:2099438;1980;308;187;5.0;1980;5605531.76;B;1;01;58.455;7.291;0.155556;0.094444;1.0;2831.08
facility:2099454;4241;192;165;2.0;4241;6213164.12;O;3;03;37.465;4.339;0.045272;0.038906;1.0;1465.02
facility:2100363;471;10;1;2.0;471;218637.02;N;3;99;49.251;2.31;0.021231;0.002123;1.0;464.2
facility:2100371;297;26;18;2.0;297;117660.35;N;3;03;56.189;3.253;0.087542;0.060606;1.0;396.16
facility:2100398;68;3;8;3.5;68;33126.82;J;3;03;66.485;3.765;0.044118;0.117647;1.0;487.16
facility:2100681;1628;73;75;2.0;1628;2637342.3;O;3;99;35.63;3.291;0.04484;0.046069;1.0;1619.99
facility:2100754;5152;404;254;3.0;5152;5534386.32;O;3;99;42.603;5.661;0.078416;0.049301;1.0;1074.22
facility:2101025;34;3;2;3.5;34;18617.77;J;1;01;64.412;5.0;0.088235;0.058824;1.0;547.58
facility:2101432;339;29;58;5.0;339;151625.67;B;3;03;57.799;5.746;0.085546;0.171091;1.0;447.27
facility:2101777;2228;186;222;2.0;2228;3273652.82;O;3;03;41.822;4.688;0.083483;0.099641;1.0;1469.32
facility:2101874;537;30;98;2.0;537;400310.41;B;3;99;55.25;3.168;0.055866;0.182495;1.0;745.46
facility:2102021;89;4;3;4.0;89;57749.92;A;3;01;57.225;4.202;0.044944;0.033708;1.0;648.88
facility:2102579;476;17;22;2.0;476;311467.88;O;3;03;45.368;2.689;0.035714;0.046218;1.0;654.34
facility:2102595;1583;25;22;3.0;1583;994104.66;E;3;99;48.866;3.437;0.015793;0.013898;1.0;627.99
facility:2102765;1510;79;113;4.0;1510;902596.55;O;3;03;47.562;4.33;0.052318;0.074834;1.0;597.75
facility:2102773;491;26;11;2.5;491;317719.97;O;3;03;48.998;2.955;0.052953;0.022403;1.0;647.09
facility:2102854;181;14;34;3.5;181;169462.32;B;1;03;58.094;4.177;0.077348;0.187845;1.0;936.26
facility:2103222;81;5;7;3.5;81;51352.74;J;3;03;56.519;3.765;0.061728;0.08642;1.0;633.98
facility:2103230;380;5;1;3.0;380;236047.24;J;3;03;53.305;3.334;0.013158;0.002632;1.0;621.18
facility:2103257;1503;118;37;3.0;1503;3671097.45;O;3;03;45.605;4.782;0.07851;0.024617;1.0;2442.51
facility:2103532;615;14;6;3.0;615;355040.53;J;3;03;47.846;3.158;0.022764;0.009756;1.0;577.3
facility:2103990;1798;72;188;3.0;1798;1039376.41;O;3;03;44.017;4.462;0.040044;0.104561;1.0;578.07
facility:2104741;391;16;14;5.0;391;341032.68;B;1;03;57.148;5.023;0.040921;0.035806;1.0;872.21
facility:2105365;1042;40;149;2.0;1042;761506.9;O;3;03;46.155;3.56;0.038388;0.142994;1.0;730.81
facility:2105780;3813;462;203;3.0;3813;9875855.18;O;3;01;49.284;5.597;0.121164;0.053239;1.0;2590.05
facility:2105799;389;8;7;32.75;389;545152.58;R;1;01;56.835;28.584;0.020566;0.017995;1.0;1401.42
facility:2108933;174;4;8;2.0;174;87092.33;N;3;01;48.776;2.414;0.022989;0.045977;1.0;500.53
facility:2108992;5689;331;257;2.0;5689;6542033.26;O;3;03;41.891;3.542;0.058182;0.045175;1.0;1149.94
facility:2109034;1134;35;235;2.0;1134;865476.77;O;3;01;48.945;3.404;0.030864;0.207231;1.0;763.21
facility:2109700;439;24;66;3.0;439;191273.52;J;3;99;54.194;3.954;0.05467;0.150342;1.0;435.7
facility:2109867;9355;997;602;3.0;9355;10971761.85;S;1;99;51.662;4.352;0.106574;0.064351;1.0;1172.82
facility:2111624;3557;191;116;4.0;3557;13646159.97;O;3;99;31.33;9.012;0.053697;0.032612;1.0;3836.42
facility:2111640;4862;428;111;2.0;4862;10949598.71;O;3;03;45.2;4.894;0.08803;0.02283;1.0;2252.08
facility:2111659;3857;191;60;2.0;3857;8564197.6;O;3;03;37.595;4.309;0.04952;0.015556;1.0;2220.43
facility:2112175;2229;251;32;3.0;2229;5970866.6;B;1;03;53.368;5.469;0.112607;0.014356;1.0;2678.72
facility:2112531;59;10;11;3.0;59;27553.5;J;3;99;72.949;3.831;0.169492;0.186441;1.0;467.01
facility:2112647;119;13;52;3.0;119;79018.06;B;1;01;67.21;3.042;0.109244;0.436975;1.0;664.02
facility:2114143;1017;30;171;1.0;1017;495683.33;K;3;03;47.939;2.478;0.029499;0.168142;1.0;487.4
facility:2114267;849;164;101;7.0;849;5324741.96;B;1;01;61.981;8.958;0.193168;0.118963;1.0;6271.78
facility:2114763;2489;184;350;4.0;2489;3542077.29;B;1;01;58.211;4.836;0.073925;0.140619;1.0;1423.09
facility:2115077;1465;50;229;3.0;1465;805524.57;O;3;03;46.743;3.792;0.03413;0.156314;1.0;549.85
facility:2115654;1044;53;192;4.0;1044;757919.28;B;1;03;58.173;6.828;0.050766;0.183908;1.0;725.98
facility:2115662;525;23;14;31.0;525;981295.46;G;1;03;51.116;26.52;0.04381;0.026667;1.0;1869.13
facility:2117037;4074;270;233;2.5;4074;4194207.74;O;3;03;43.074;4.392;0.066274;0.057192;1.0;1029.51
facility:2117096;802;66;72;4.75;802;766152.29;B;3;99;62.67;5.489;0.082294;0.089776;1.0;955.3
facility:2117282;1195;66;111;3.5;1195;880406.63;B;3;99;59.805;4.526;0.05523;0.092887;1.0;736.74
facility:2117312;1645;151;421;3.0;1645;1079470.85;O;3;03;51.111;4.26;0.091793;0.255927;1.0;656.21
facility:2117398;331;34;41;3.0;331;177873.63;I;1;99;60.263;4.471;0.102719;0.123867;1.0;537.38
facility:2117479;737;24;182;2.0;737;521664.2;B;1;99;49.342;3.384;0.032564;0.246947;1.0;707.82
facility:2117568;1111;90;154;3.0;1111;838143.54;B;3;03;61.222;3.433;0.081008;0.138614;1.0;754.4
facility:2118041;139;4;9;3.0;139;107353.74;B;1;03;58.906;3.899;0.028777;0.064748;1.0;772.33
facility:2118076;192;3;56;4.0;192;171111.07;B;3;03;53.984;4.078;0.015625;0.291667;1.0;891.2
facility:2118092;463;20;60;3.0;463;386242.13;B;3;99;52.559;3.486;0.043197;0.12959;1.0;834.22
facility:2118246;650;17;33;2.0;650;350975.9;O;3;99;40.778;2.826;0.026154;0.050769;1.0;539.96
facility:2118319;182;0;1;3.25;182;141145.7;B;3;99;47.016;5.401;0.0;0.005495;1.0;775.53
facility:2118513;5604;216;91;2.0;5604;6026684.26;O;3;03;41.29;3.238;0.038544;0.016238;1.0;1075.43
facility:2118858;91;3;0;2.0;91;498432.86;I;1;03;64.549;3.275;0.032967;0.0;1.0;5477.28
facility:2118874;379;8;11;3.0;379;347163.5;S;1;99;45.296;3.512;0.021108;0.029024;1.0;916.0
facility:2119404;1825;63;312;3.0;1825;1209138.21;O;3;99;46.977;3.692;0.034521;0.170959;1.0;662.54
facility:2119420;4975;399;285;2.5;4975;4449136.89;O;3;03;42.233;4.726;0.080201;0.057286;1.0;894.3
facility:2119439;1074;33;237;1.0;1074;437847.61;J;3;03;46.864;1.707;0.030726;0.22067;1.0;407.68
facility:2119447;1524;62;261;2.0;1524;1034226.57;A;3;03;51.049;2.993;0.040682;0.17126;1.0;678.63
facility:2119455;452;22;69;2.25;452;278719.19;O;3;99;46.783;3.48;0.048673;0.152655;1.0;616.64
facility:2119463;1056;34;18;2.0;1056;586174.61;O;3;03;45.195;3.288;0.032197;0.017045;1.0;555.09
facility:2119471;3032;157;272;2.0;3032;1788885.52;O;3;99;43.158;3.937;0.051781;0.08971;1.0;590.0
facility:2119501;441;9;35;3.0;441;211071.39;O;3;03;42.197;3.633;0.020408;0.079365;1.0;478.62
facility:2119528;5723;350;155;2.0;5723;10870817.95;O;3;99;41.014;4.12;0.061157;0.027084;1.0;1899.5
facility:2120402;1105;31;30;2.0;1105;650809.36;O;3;03;45.307;3.227;0.028054;0.027149;1.0;588.97
facility:2120410;1250;89;102;3.0;1250;723074.77;J;3;03;45.169;4.271;0.0712;0.0816;1.0;578.46
facility:2120542;2253;133;269;2.0;2253;1996040.77;K;1;01;49.908;3.745;0.059032;0.119396;1.0;885.95
facility:2121409;780;47;46;3.0;780;428528.25;J;3;99;54.927;3.199;0.060256;0.058974;1.0;549.4
facility:2121514;492;15;32;2.0;492;375008.4;B;3;03;49.99;3.453;0.030488;0.065041;1.0;762.21
facility:2121808;942;13;56;2.0;942;430146.47;N;3;99;50.426;2.717;0.0138;0.059448;1.0;456.63
facility:2122618;602;15;2;3.0;602;291705.19;I;3;01;53.796;3.331;0.024917;0.003322;1.0;484.56
facility:2122650;3375;355;148;3.0;3375;8573699.09;B;3;01;50.017;5.529;0.105185;0.043852;1.0;2540.36
facility:2122677;2328;290;146;4.0;2328;2834291.23;B;3;01;46.852;4.953;0.12457;0.062715;1.0;1217.48
facility:2122936;235;9;35;3.0;235;116808.18;I;1;01;64.426;4.004;0.038298;0.148936;1.0;497.06
facility:2122987;121;6;13;4.0;121;52981.1;N;3;01;63.603;4.719;0.049587;0.107438;1.0;437.86
facility:2123061;1293;79;106;2.0;1293;1112265.98;B;3;01;48.064;3.244;0.061098;0.08198;1.0;860.22
facility:2123231;331;22;36;2.0;331;158055.83;O;3;01;47.435;3.082;0.066465;0.108761;1.0;477.51
facility:2123436;437;29;60;3.0;437;276415.26;B;3;99;58.568;3.785;0.066362;0.1373;1.0;632.53
facility:2123711;403;19;49;4.0;403;231754.96;I;3;01;54.814;4.576;0.047146;0.121588;1.0;575.07
facility:2124289;1063;45;81;2.0;1063;402780.22;O;3;99;47.785;3.596;0.042333;0.076199;1.0;378.91
facility:2126494;16110;1533;457;3.5;16110;63862417.92;O;3;99;39.879;6.54;0.095158;0.028367;1.0;3964.15
facility:2126508;2851;0;39;2.0;2851;2176163.66;O;3;99;21.748;2.884;0.0;0.013679;1.0;763.3
facility:2126559;254;10;52;3.5;254;140420.53;E;1;03;60.402;4.559;0.03937;0.204724;1.0;552.84
facility:2126796;1176;88;48;2.0;1176;632375.34;J;3;99;51.205;3.286;0.07483;0.040816;1.0;537.73
facility:2127091;896;88;112;3.0;896;523280.68;I;3;03;59.317;3.247;0.098214;0.125;1.0;584.02
facility:2127687;1515;176;13;3.0;1515;5652209.42;O;3;01;52.492;5.134;0.116172;0.008581;1.0;3730.83
facility:2127695;784;52;156;3.0;784;552664.75;B;1;01;63.054;3.631;0.066327;0.19898;1.0;704.93
facility:2127725;939;62;86;3.0;939;693443.57;B;1;01;52.599;3.689;0.066028;0.091587;1.0;738.49
facility:2127733;441;26;40;2.75;441;273508.88;J;3;01;54.431;3.671;0.058957;0.090703;1.0;620.2
facility:2127768;232;17;10;2.0;232;136214.58;J;1;01;70.043;2.599;0.073276;0.043103;1.0;587.13
facility:2127881;1401;126;52;2.0;1401;3968308.82;O;3;01;44.214;4.492;0.089936;0.037116;1.0;2832.48
facility:2127911;2774;237;202;2.0;2774;1834651.79;O;3;01;50.279;2.798;0.085436;0.072819;1.0;661.37
facility:2127938;171;15;23;3.75;171;92758.76;E;3;01;67.579;4.023;0.087719;0.134503;1.0;542.45
facility:2127946;225;21;31;4.0;225;173916.46;A;1;01;72.84;4.409;0.093333;0.137778;1.0;772.96
facility:2127997;221;32;33;3.0;221;151863.77;J;1;01;63.059;3.891;0.144796;0.149321;1.0;687.17
facility:2128004;178;10;19;3.0;178;113961.74;B;1;01;60.82;4.079;0.05618;0.106742;1.0;640.23
facility:2128012;2026;135;143;2.0;2026;1241972.12;O;3;01;46.687;2.701;0.066634;0.070582;1.0;613.02
facility:2128020;442;29;51;3.0;442;323523.28;B;1;01;61.167;4.448;0.065611;0.115385;1.0;731.95
facility:2129469;7711;540;61;2.0;7711;19955742.5;O;3;01;43.78;4.409;0.07003;0.007911;1.0;2587.96
facility:2129566;2944;446;19;6.0;2944;18955898.03;I;1;01;63.647;7.048;0.151495;0.006454;1.0;6438.82
facility:2132877;2625;199;90;3.5;2625;6174488.43;B;3;99;50.368;4.36;0.07581;0.034286;1.0;2352.19
facility:2134071;539;10;72;3.0;539;281622.66;O;3;03;43.763;4.692;0.018553;0.133581;1.0;522.49
facility:2134268;2626;77;288;2.0;2626;1198809.34;O;3;03;43.174;2.92;0.029322;0.109673;1.0;456.52
facility:2134276;3333;242;264;3.0;3333;3378930.3;O;3;03;44.389;4.979;0.072607;0.079208;1.0;1013.78
facility:2134292;224;7;12;4.0;224;93134.65;I;3;03;55.679;4.969;0.03125;0.053571;1.0;415.78
facility:2134306;160;9;25;4.0;160;47292.42;I;3;99;60.512;4.675;0.05625;0.15625;1.0;295.58
facility:2135108;2230;116;139;2.25;2230;2578399.34;O;3;03;43.687;3.818;0.052018;0.062332;1.0;1156.23
facility:2135116;329;13;87;3.0;329;165495.41;A;1;99;56.565;3.936;0.039514;0.264438;1.0;503.03
facility:2135124;2749;150;318;2.0;2749;3723417.0;O;3;03;41.469;4.258;0.054565;0.115678;1.0;1354.46
facility:2135132;4683;593;161;5.0;4683;17981116.8;I;1;03;58.727;7.724;0.126628;0.03438;1.0;3839.66
facility:2135140;348;16;7;2.0;348;116007.58;J;1;99;54.994;2.922;0.045977;0.020115;1.0;333.36
facility:2135884;457;4;12;2.25;457;193797.82;N;3;99;46.306;2.915;0.008753;0.026258;1.0;424.07
facility:2135914;1521;35;19;2.0;1521;680421.97;B;3;03;50.065;2.488;0.023011;0.012492;1.0;447.35
facility:2135930;2232;51;225;2.0;2232;1013282.17;O;3;03;40.633;2.803;0.022849;0.100806;1.0;453.98
facility:2135949;163;4;2;9.0;163;22165.73;F;1;01;52.607;13.595;0.02454;0.01227;1.0;135.99
facility:2136104;102;8;45;2.0;102;47253.74;E;3;99;55.892;2.392;0.078431;0.441176;1.0;463.27
facility:2136139;180;5;8;5.5;180;55939.82;F;1;03;59.711;5.233;0.027778;0.044444;1.0;310.78
facility:2136937;454;0;36;2.0;454;171272.41;J;1;03;5.095;2.623;0.0;0.079295;1.0;377.25
facility:2136945;1947;5;57;1.0;1947;1056524.69;O;3;01;27.828;1.589;0.002568;0.029276;1.0;542.64
facility:2138875;5574;299;68;3.0;5574;9664147.58;O;3;03;32.761;4.913;0.053642;0.012199;1.0;1733.79
facility:2139030;1824;88;209;2.0;1824;1097677.5;O;3;03;46.966;3.328;0.048246;0.114583;1.0;601.8
facility:2139049;1748;119;224;3.0;1748;1229562.49;O;3;03;42.114;4.144;0.068078;0.128146;1.0;703.41
facility:2139057;625;34;113;2.5;625;448668.84;O;3;03;44.594;3.806;0.0544;0.1808;1.0;717.87
facility:2139065;254;11;28;4.0;254;151119.16;B;1;03;52.126;5.307;0.043307;0.110236;1.0;594.96
facility:2139073;2717;242;218;3.0;2717;3547998.3;O;3;03;43.198;4.265;0.089069;0.080236;1.0;1305.85
facility:2139103;701;27;46;3.0;701;297642.88;N;3;03;44.274;3.531;0.038516;0.065621;1.0;424.6
facility:2139111;240;17;48;3.0;240;148563.0;A;3;99;54.417;3.617;0.070833;0.2;1.0;619.01
facility:2139138;390;39;55;3.0;390;216771.62;O;3;03;53.338;4.326;0.1;0.141026;1.0;555.82
facility:2139146;712;37;39;3.0;712;350307.42;O;3;03;49.899;3.277;0.051966;0.054775;1.0;492.0
facility:2139200;4523;401;133;3.0;4523;7747597.72;O;3;01;46.57;4.214;0.088658;0.029405;1.0;1712.93
facility:2139960;159;7;34;2.5;159;93841.87;I;3;03;62.0;3.572;0.044025;0.213836;1.0;590.2
facility:2140063;900;24;314;2.0;900;549425.01;A;3;99;49.732;2.818;0.026667;0.348889;1.0;610.47
facility:2140098;2802;65;335;2.0;2802;1688250.49;O;3;99;41.857;3.099;0.023198;0.119557;1.0;602.52
facility:2140179;243;6;70;1.0;243;112075.73;I;3;99;44.358;1.77;0.024691;0.288066;1.0;461.22
facility:2140217;3240;218;258;2.25;3240;4123865.11;O;3;03;46.974;4.539;0.067284;0.07963;1.0;1272.8
facility:2142295;357;23;68;5.0;357;265878.43;J;1;01;65.613;5.661;0.064426;0.190476;1.0;744.76
facility:2142376;3877;376;159;3.5;3877;11625852.32;B;3;01;49.356;5.015;0.096982;0.041011;1.0;2998.67
facility:2142406;1448;96;322;3.5;1448;958680.38;B;3;03;51.648;4.801;0.066298;0.222376;1.0;662.07
facility:2142627;626;24;59;2.0;626;371147.67;O;3;01;48.621;3.038;0.038339;0.094249;1.0;592.89
facility:2142937;61;2;17;3.0;61;27627.78;N;3;01;67.033;3.213;0.032787;0.278689;1.0;452.91
facility:2143127;538;21;122;2.0;538;336399.25;O;3;01;46.757;3.225;0.039033;0.226766;1.0;625.28
facility:2143674;240;8;89;3.0;240;89754.91;I;1;01;54.429;3.417;0.033333;0.370833;1.0;373.98
facility:2143801;3729;162;260;1.5;3729;6410883.96;O;3;03;34.701;3.182;0.043443;0.069724;1.0;1719.2
facility:2143852;1358;91;285;2.0;1358;942813.76;A;3;01;50.702;3.806;0.06701;0.209867;1.0;694.27
facility:2143895;745;50;125;2.75;745;373140.74;J;3;01;58.686;3.599;0.067114;0.167785;1.0;500.86
facility:2144026;1373;97;94;4.0;1373;1827049.42;O;3;99;48.267;5.647;0.070648;0.068463;1.0;1330.7
facility:2144042;787;27;108;2.0;787;550556.35;K;3;01;51.455;3.402;0.034307;0.13723;1.0;699.56
facility:2144166;1796;64;215;2.0;1796;1019190.35;S;1;03;48.305;2.751;0.035635;0.11971;1.0;567.48
facility:2144174;332;28;97;2.5;332;224568.83;B;1;01;60.895;3.404;0.084337;0.292169;1.0;676.41
facility:2144182;188;29;29;5.0;188;79789.15;I;1;01;63.495;7.309;0.154255;0.154255;1.0;424.41
facility:2144204;1354;69;218;2.0;1354;837951.48;O;3;01;45.395;3.301;0.05096;0.161004;1.0;618.87
facility:2144255;317;16;56;2.75;317;275144.66;B;1;01;56.978;3.394;0.050473;0.176656;1.0;867.96
facility:2144298;3354;261;99;3.0;3354;5902308.72;S;3;03;49.932;5.027;0.077818;0.029517;1.0;1759.78
facility:2144522;346;17;53;2.0;346;143259.16;Z;1;03;56.714;2.772;0.049133;0.153179;1.0;414.04
facility:2144530;3521;193;418;2.0;3521;4876726.29;O;3;03;44.312;2.986;0.054814;0.118716;1.0;1385.04
facility:2144549;381;44;83;5.0;381;290783.45;B;3;99;58.845;6.294;0.115486;0.217848;1.0;763.21
facility:2144557;836;75;60;3.0;836;444112.15;J;3;03;55.583;3.449;0.089713;0.07177;1.0;531.23
facility:2144573;608;47;160;3.0;608;331903.28;B;1;03;62.345;4.926;0.077303;0.263158;1.0;545.89
facility:2144611;424;30;110;3.0;424;213084.04;I;3;02;61.542;3.625;0.070755;0.259434;1.0;502.56
facility:2144638;1473;85;215;2.0;1473;943716.65;O;3;03;49.958;2.743;0.057705;0.145961;1.0;640.68
facility:2144654;213;4;26;2.0;213;72090.53;E;1;03;59.3;2.789;0.018779;0.122066;1.0;338.45
facility:2145685;1046;14;22;1.0;1046;566288.03;O;3;03;37.402;2.053;0.013384;0.021033;1.0;541.38
facility:2145960;4703;393;104;2.5;4703;14114277.77;O;3;03;40.566;4.746;0.083564;0.022114;1.0;3001.12
facility:2146088;152;8;21;4.0;152;118276.24;I;1;99;59.414;6.007;0.052632;0.138158;1.0;778.13
facility:2146355;20992;1291;33;4.0;20992;75978591.71;O;3;01;41.858;7.104;0.0615;0.001572;1.0;3619.41
facility:2146398;203;4;23;3.0;203;134651.44;B;3;01;59.596;3.01;0.019704;0.1133;1.0;663.31
facility:2146444;24;1;9;3.0;24;20325.37;B;1;01;60.375;3.458;0.041667;0.375;1.0;846.89
facility:2146479;323;29;48;3.0;323;236125.62;B;1;01;57.799;4.056;0.089783;0.148607;1.0;731.04
facility:2146487;27;2;0;1.5;27;8601.98;N;3;01;54.852;2.407;0.074074;0.0;1.0;318.59
facility:2146495;1085;61;33;2.0;1085;592039.54;J;3;01;60.328;2.943;0.056221;0.030415;1.0;545.66
facility:2146517;181;15;58;3.0;181;70289.64;B;3;01;62.735;3.823;0.082873;0.320442;1.0;388.34
facility:2146525;7482;688;78;3.0;7482;19787476.86;B;3;99;48.939;5.063;0.091954;0.010425;1.0;2644.68
facility:2147572;72;5;15;5.75;72;33675.36;J;1;01;65.542;6.861;0.069444;0.208333;1.0;467.71
facility:2147823;75;1;9;4.5;75;42269.2;B;1;01;57.093;7.28;0.013333;0.12;1.0;563.59
facility:2148293;5284;395;212;2.0;5284;10759808.74;O;3;03;45.68;4.216;0.074754;0.040121;1.0;2036.3
facility:2148471;86;5;18;5.5;86;41950.33;J;3;03;65.012;6.012;0.05814;0.209302;1.0;487.79
facility:2149419;1719;133;136;2.0;1719;3156522.13;B;1;01;52.269;3.421;0.077371;0.079116;1.0;1836.25
facility:2149710;1265;68;259;3.5;1265;905507.18;B;3;99;52.391;5.179;0.053755;0.204743;1.0;715.82
facility:2149990;18150;1110;231;3.0;18150;50374714.47;O;3;03;40.541;5.768;0.061157;0.012727;1.0;2775.47
facility:2151855;1944;947;202;10.0;1944;31097941.28;B;1;01;58.427;11.924;0.48714;0.103909;1.0;15996.88
facility:2152940;1332;67;647;2.0;1332;568504.83;R;1;99;56.186;3.327;0.0503;0.485736;1.0;426.81
facility:2152959;3059;189;2054;2.0;3059;2159273.41;R;1;01;57.68;3.148;0.061785;0.671461;1.0;705.88
facility:2152967;2772;143;1196;2.0;2772;1061449.55;R;1;99;54.932;2.954;0.051587;0.431457;1.0;382.92
facility:2153009;2993;200;1280;2.5;2993;1145996.44;K;1;99;53.897;3.686;0.066823;0.427665;1.0;382.89
facility:2153017;1984;134;1021;3.0;1984;1094092.6;B;1;01;52.855;3.978;0.06754;0.514617;1.0;551.46
facility:2153025;1143;208;31;5.5;1143;2611778.91;C;3;01;59.435;7.679;0.181977;0.027122;1.0;2285.02
facility:2153084;10406;748;223;3.0;10406;22957766.32;O;3;03;43.787;6.361;0.071882;0.02143;1.0;2206.2
facility:2153106;2684;138;92;2.0;2684;8070336.72;C;1;01;54.507;3.678;0.051416;0.034277;1.0;3006.83
facility:2153114;2749;207;71;3.25;2749;17492096.37;I;1;01;63.221;5.204;0.0753;0.025828;1.0;6363.08
facility:2153882;6694;430;52;4.5;6694;35560924.42;I;3;01;43.207;7.752;0.064237;0.007768;1.0;5312.36
facility:2154560;1488;1;13;2.0;1488;896126.72;O;3;03;31.085;1.724;0.000672;0.008737;1.0;602.24
facility:2154757;85;0;0;1.0;85;91337.69;I;3;03;51.576;2.518;0.0;0.0;1.0;1074.56
facility:2157063;780;48;30;3.0;780;383745.87;K;3;03;56.969;3.097;0.061538;0.038462;1.0;491.98
facility:2159252;14884;916;171;2.0;14884;42310339.97;C;3;01;47.966;4.304;0.061543;0.011489;1.0;2842.67
facility:2160498;338;14;106;2.75;338;215537.47;B;1;03;54.444;3.521;0.04142;0.313609;1.0;637.68
facility:2161354;4940;460;87;2.0;4940;17181984.22;O;3;01;44.315;4.411;0.093117;0.017611;1.0;3478.13
facility:2161575;447;40;92;2.0;447;252634.21;E;1;01;64.49;2.971;0.089485;0.205817;1.0;565.18
facility:2161702;687;30;131;2.0;687;399636.22;J;1;01;52.183;2.699;0.043668;0.190684;1.0;581.71
facility:2161729;605;38;64;4.0;605;439347.64;B;1;99;58.066;4.448;0.06281;0.105785;1.0;726.19
facility:2162377;226;56;4;7.0;226;1063267.84;B;1;99;59.204;8.394;0.247788;0.017699;1.0;4704.72
facility:2163071;671;13;60;3.0;671;407832.92;J;3;01;52.718;3.241;0.019374;0.089419;1.0;607.8
facility:2163829;3912;326;226;4.0;3912;9607561.4;S;3;03;48.255;6.125;0.083333;0.057771;1.0;2455.92
facility:2164280;1651;66;716;2.5;1651;827867.41;B;1;99;53.1;4.875;0.039976;0.433677;1.0;501.43
facility:2164299;2358;301;51;4.0;2358;9441654.52;B;1;99;53.971;5.285;0.127651;0.021628;1.0;4004.09
facility:2164493;66;3;28;3.0;66;29368.88;J;3;01;63.591;3.5;0.045455;0.424242;1.0;444.98
facility:2164612;163;1;1;1.75;163;130367.11;S;1;01;41.46;2.282;0.006135;0.006135;1.0;799.8
facility:2164620;2552;160;79;2.0;2552;5609679.85;O;3;03;39.331;4.014;0.062696;0.030956;1.0;2198.15
facility:2164795;1467;0;104;2.0;1467;523212.83;J;1;01;5.842;2.522;0.0;0.070893;1.0;356.65
facility:2164825;502;67;25;11.75;502;646474.91;E;1;01;65.369;15.169;0.133466;0.049801;1.0;1287.8
facility:2165058;2997;391;59;3.0;2997;5201622.12;C;3;01;60.845;4.369;0.130464;0.019686;1.0;1735.61
facility:2166305;529;6;38;3.0;529;305945.47;J;3;01;44.605;3.431;0.011342;0.071834;1.0;578.35
facility:2167379;807;42;30;4.0;807;372683.14;O;3;01;54.047;4.755;0.052045;0.037175;1.0;461.81
